step;t_min;region;story;stage_tried;stage_accepted;fired_rules;suppression;deployment;containment;protection;evacuation;warning;quality;gate_min;J_forecast;J_noaction;attended
0;0;Agent_1;stage controller selected stage 3 [GenAI] (deficit bucket: low) → rejected (rejected at G3 (claude) | seed-base decision stands, its orders are applied | NO-HARM: no PHYSICAL improvement forecast (phys 0.2963 vs 0.2951), offensive orders withheld; life-safety orders stand);3;0;R11[0.23] R15[0.04] R20[0.02] R26[0.04] G1[0.07] G2[0.02];0.00;0.00;0.00;0.00;0.53;0.26;0.68;0.00;0.2615;0.2604;1
0;0;Agent_2;stage controller selected stage 3 [GenAI] (deficit bucket: low) → rejected (rejected at G3 (claude) | seed-base decision stands, its orders are applied | NO-HARM: no PHYSICAL improvement forecast (phys 0.2963 vs 0.2951), offensive orders withheld; life-safety orders stand);3;0;G23[0.63] G27[0.13] G33[0.69] G37[0.63] A10[0.13] A12[0.63];0.00;0.00;0.00;0.00;0.48;0.00;0.74;0.00;0.2615;0.2604;0
0;0;Agent_3;stage controller selected stage 3 [GenAI] (deficit bucket: low) → rejected (rejected at G3 (claude) | seed-base decision stands, its orders are applied | NO-HARM: no PHYSICAL improvement forecast (phys 0.2963 vs 0.2951), offensive orders withheld; life-safety orders stand);3;0;R20[0.20] R26[0.02] G1[0.08] G2[0.20] G3[0.08] G4[0.17];0.00;0.00;0.00;0.00;0.61;0.00;0.62;0.00;0.2615;0.2604;1
