step,t_min,burning,burned,j_total,j_physical,j_burn,j_asset,j_pop,j_resp,wws_mean,prec_mean,fmoist_mean,alloc_cells,alloc_rcap_sum
114,114.0,1469,2889,0.33135,0.33330,0.99989,0.00000,0.00000,0.45097,8.27,0.00,0.102,894,759.9
115,115.0,1440,2915,0.33169,0.33330,0.99990,0.00000,0.00000,0.45597,8.27,0.00,0.103,894,759.9
116,116.0,1431,2934,0.33206,0.33330,0.99991,0.00000,0.00000,0.46096,8.27,0.00,0.104,894,759.9
117,117.0,1419,2955,0.33247,0.33330,0.99991,0.00000,0.00000,0.46596,8.27,0.00,0.104,894,759.9
118,118.0,1427,2978,0.33282,0.33331,0.99992,0.00000,0.00000,0.47096,8.27,0.00,0.105,894,759.9
119,119.0,1412,2991,0.33315,0.33331,0.99992,0.00000,0.00000,0.47596,8.27,0.00,0.106,894,759.9
120,120.0,1405,3002,0.33351,0.33331,0.99992,0.00000,0.00000,0.48095,8.27,0.00,0.107,894,759.9
121,121.0,1408,3023,0.33387,0.33331,0.99993,0.00000,0.00000,0.48595,8.27,0.00,0.107,894,759.9
122,122.0,1410,3038,0.33422,0.33331,0.99993,0.00000,0.00000,0.49095,8.27,0.00,0.108,894,759.9
123,123.0,1416,3057,0.33457,0.33331,0.99994,0.00000,0.00000,0.49595,8.27,0.00,0.109,894,759.9
124,124.0,1411,3072,0.33492,0.33331,0.99994,0.00000,0.00000,0.50095,8.27,0.00,0.109,894,759.9
125,125.0,1426,3101,0.33530,0.33331,0.99994,0.00000,0.00000,0.50594,8.27,0.00,0.110,894,759.9
126,126.0,1436,3128,0.33560,0.33332,0.99995,0.00000,0.00000,0.51094,8.27,0.00,0.111,894,759.9
127,127.0,1433,3146,0.33589,0.33332,0.99995,0.00000,0.00000,0.51594,8.27,0.00,0.111,894,759.9
128,128.0,1440,3169,0.33626,0.33332,0.99996,0.00000,0.00000,0.52094,8.27,0.00,0.112,894,759.9
129,129.0,1438,3191,0.33668,0.33332,0.99996,0.00000,0.00000,0.52594,8.27,0.00,0.113,894,759.9
130,130.0,1447,3215,0.33699,0.33332,0.99996,0.00000,0.00000,0.53093,8.27,0.00,0.113,894,759.9
131,131.0,1455,3244,0.33717,0.33332,0.99996,0.00000,0.00000,0.53593,8.27,0.00,0.114,894,759.9
132,132.0,1464,3269,0.33721,0.33332,0.99997,0.00000,0.00000,0.54093,8.27,0.00,0.115,894,759.9
133,133.0,1478,3296,0.33726,0.33332,0.99997,0.00000,0.00000,0.54593,8.27,0.00,0.115,894,759.9
134,134.0,1483,3322,0.33763,0.33332,0.99997,0.00000,0.00000,0.55093,8.27,0.00,0.116,894,759.9
135,135.0,1472,3339,0.33797,0.33332,0.99997,0.00000,0.00000,0.55592,8.27,0.00,0.117,894,759.9
136,136.0,1457,3357,0.33835,0.33333,0.99998,0.00000,0.00000,0.56092,8.27,0.00,0.117,894,759.9
137,137.0,1454,3383,0.33869,0.33333,0.99998,0.00000,0.00000,0.56592,8.27,0.00,0.118,894,759.9
138,138.0,1460,3405,0.33903,0.33333,0.99998,0.00000,0.00000,0.57092,8.27,0.00,0.118,894,759.9
139,139.0,1450,3419,0.33934,0.33333,0.99998,0.00000,0.00000,0.57591,8.27,0.00,0.119,894,759.9
140,140.0,1451,3437,0.33970,0.33333,0.99998,0.00000,0.00000,0.58091,8.27,0.00,0.120,894,759.9
141,141.0,1436,3447,0.33998,0.33333,0.99998,0.00000,0.00000,0.58591,8.27,0.00,0.120,894,759.9
142,142.0,1423,3463,0.34035,0.33333,0.99998,0.00000,0.00000,0.59091,8.27,0.00,0.121,894,759.9
143,143.0,1407,3476,0.34068,0.33333,0.99998,0.00000,0.00000,0.59591,8.27,0.00,0.122,894,759.9
144,144.0,1389,3484,0.34125,0.33333,0.99998,0.00000,0.00000,0.60090,8.27,0.00,0.122,894,759.9
145,145.0,1386,3496,0.34168,0.33333,0.99998,0.00000,0.00000,0.60590,8.27,0.00,0.123,894,759.9
146,146.0,1366,3505,0.34199,0.33333,0.99998,0.00000,0.00000,0.61090,8.27,0.00,0.124,894,759.9
147,147.0,1353,3516,0.34232,0.33333,0.99998,0.00000,0.00000,0.61590,8.27,0.00,0.124,894,759.9
148,148.0,1341,3525,0.34280,0.33333,0.99999,0.00000,0.00000,0.62090,8.27,0.00,0.125,894,759.9
149,149.0,1333,3529,0.34310,0.33333,0.99999,0.00000,0.00000,0.62589,8.27,0.00,0.126,894,759.9
150,150.0,1317,3539,0.34342,0.33333,0.99999,0.00000,0.00000,0.63089,8.27,0.00,0.126,894,759.9
