step,t_min,burning,burned,j_total,j_burn,j_asset,j_pop,j_resp,wws_mean,prec_mean,fmoist_mean,alloc_cells,alloc_rcap_sum
11,11.0,1034,1034,0.28377,0.93211,0.00000,0.00018,0.00185,7.40,0.00,0.063,2389,972.5
12,12.0,1235,1235,0.29220,0.95976,0.00000,0.00025,0.00360,7.40,0.00,0.064,3832,941.9
13,13.0,1390,1393,0.29861,0.97332,0.00000,0.00033,0.00723,7.40,0.00,0.065,4015,1903.9
14,14.0,1542,1545,0.30143,0.98203,0.00000,0.00042,0.01105,7.40,0.00,0.066,4209,2007.3
15,15.0,1699,1703,0.30353,0.98809,0.00000,0.00051,0.01505,7.40,0.00,0.067,4356,2103.2
16,16.0,1764,1768,0.30439,0.98994,0.00000,0.00061,0.01918,7.40,0.00,0.068,4465,2173.6
17,17.0,1785,1789,0.30475,0.99048,0.00000,0.00073,0.02338,7.40,0.00,0.069,4553,2215.4
18,18.0,1814,1818,0.30518,0.99117,0.00000,0.00086,0.02761,7.40,0.00,0.070,4584,2228.2
19,19.0,1825,1829,0.30549,0.99142,0.00000,0.00102,0.03189,7.40,0.00,0.070,4620,2251.9
20,20.0,1838,1842,0.30585,0.99170,0.00000,0.00118,0.03617,7.40,0.00,0.071,4640,2256.4
21,21.0,1859,1863,0.30438,0.99214,0.00000,0.00134,0.04117,7.40,0.00,0.073,3329,2544.0
22,22.0,1869,1873,0.30480,0.99235,0.00000,0.00151,0.04617,7.40,0.00,0.074,3341,2545.7
23,23.0,1890,1894,0.30527,0.99275,0.00000,0.00167,0.05117,7.40,0.00,0.075,3349,2546.5
24,24.0,1915,1919,0.30696,0.99321,0.00408,0.00183,0.05617,7.40,0.00,0.077,3359,2548.1
25,25.0,1935,1939,0.30738,0.99355,0.00408,0.00201,0.06117,7.40,0.00,0.078,3365,2548.7
26,26.0,1955,1960,0.30781,0.99390,0.00408,0.00219,0.06617,7.40,0.00,0.079,3371,2548.8
27,27.0,1968,1973,0.30820,0.99410,0.00408,0.00237,0.07117,7.40,0.00,0.080,3377,2549.2
28,28.0,2021,2026,0.30875,0.99486,0.00408,0.00255,0.07617,7.40,0.00,0.081,3382,2549.3
29,29.0,2093,2098,0.30995,0.99574,0.00611,0.00273,0.08116,7.40,0.00,0.083,3390,2550.4
30,30.0,2102,2107,0.31035,0.99584,0.00611,0.00292,0.08616,7.40,0.00,0.084,3403,2553.1
32,32.0,2122,2127,0.31070,0.99605,0.00611,0.00331,0.09616,7.40,0.00,0.086,3261,2540.9
33,33.0,2126,2131,0.31107,0.99609,0.00611,0.00350,0.10116,7.40,0.00,0.087,3263,2540.9
34,34.0,2132,2137,0.31145,0.99615,0.00611,0.00369,0.10616,7.40,0.00,0.088,3265,2540.4
35,35.0,2138,2143,0.31183,0.99621,0.00611,0.00389,0.11116,7.40,0.00,0.088,3268,2540.5
36,36.0,2151,2156,0.31223,0.99633,0.00611,0.00408,0.11616,7.40,0.00,0.089,3271,2540.5
37,37.0,2175,2180,0.31266,0.99656,0.00611,0.00427,0.12116,7.40,0.00,0.090,3275,2541.1
38,38.0,2200,2205,0.31308,0.99677,0.00611,0.00446,0.12616,7.40,0.00,0.091,3278,2540.7
39,39.0,2230,2235,0.31352,0.99702,0.00611,0.00466,0.13116,7.40,0.00,0.092,3282,2541.1
40,40.0,2256,2261,0.31393,0.99721,0.00611,0.00485,0.13616,7.40,0.00,0.093,3286,2541.0
41,41.0,2283,2288,0.31434,0.99740,0.00611,0.00505,0.14116,7.40,0.00,0.093,3290,2541.3
42,42.0,2304,2309,0.31473,0.99754,0.00611,0.00525,0.14616,7.40,0.00,0.094,3293,2540.9
43,43.0,2360,2365,0.31516,0.99787,0.00611,0.00545,0.15116,7.40,0.00,0.095,3296,2540.5
44,44.0,2407,2412,0.31788,0.99812,0.01397,0.00566,0.15615,7.40,0.00,0.096,3303,2540.3
45,45.0,2466,2472,0.31916,0.99839,0.01689,0.00587,0.16115,7.40,0.00,0.096,3309,2540.1
46,46.0,2531,2537,0.31959,0.99864,0.01689,0.00610,0.16615,7.40,0.00,0.097,3316,2539.7
47,47.0,2628,2634,0.32001,0.99894,0.01689,0.00633,0.17115,7.40,0.00,0.098,3330,2541.1
48,48.0,2728,2735,0.32035,0.99919,0.01689,0.00656,0.17615,7.40,0.00,0.098,3329,2538.9
