step,t_min,burning,burned,j_total,j_physical,j_burn,j_asset,j_pop,j_resp,wws_mean,prec_mean,fmoist_mean,alloc_cells,alloc_rcap_sum
1,1.0,13,13,0.01183,0.01341,0.04023,0.00000,0.00000,0.00000,8.27,0.00,0.159,0,0.0
2,2.0,15,15,0.02243,0.01542,0.04627,0.00000,0.00000,0.00002,8.27,0.00,0.159,149,14.4
3,3.0,18,18,0.02696,0.01842,0.05527,0.00000,0.00000,0.00008,8.27,0.00,0.159,279,31.0
4,4.0,21,21,0.02915,0.02139,0.06418,0.00000,0.00000,0.00014,8.27,0.00,0.159,298,37.4
5,5.0,23,23,0.03072,0.02336,0.07007,0.00000,0.00000,0.00021,8.27,0.00,0.159,317,43.2
6,6.0,26,26,0.03308,0.02628,0.07884,0.00000,0.00000,0.00029,8.27,0.00,0.159,327,47.1
7,7.0,27,27,0.03385,0.02725,0.08175,0.00000,0.00000,0.00038,8.27,0.00,0.159,340,52.7
8,8.0,28,28,0.03453,0.02821,0.08464,0.00000,0.00000,0.00047,8.27,0.00,0.159,341,54.6
9,9.0,28,28,0.03444,0.02821,0.08464,0.00000,0.00000,0.00056,8.27,0.00,0.159,342,56.1
10,10.0,30,30,0.03606,0.03014,0.09041,0.00000,0.00000,0.00066,8.27,0.00,0.160,342,56.6
11,11.0,31,31,0.03693,0.03109,0.09327,0.00000,0.00000,0.00076,8.27,0.00,0.160,352,59.8
12,12.0,31,31,0.03683,0.03109,0.09327,0.00000,0.00000,0.00086,8.27,0.00,0.160,361,62.5
13,13.0,31,31,0.03680,0.03109,0.09327,0.00000,0.00000,0.00097,8.27,0.00,0.160,361,62.7
14,14.0,32,32,0.03762,0.03204,0.09613,0.00000,0.00000,0.00108,8.27,0.00,0.160,361,62.9
15,15.0,32,32,0.03766,0.03204,0.09613,0.00000,0.00000,0.00119,8.27,0.00,0.160,370,65.3
16,16.0,31,32,0.03766,0.03204,0.09613,0.00000,0.00000,0.00130,8.27,0.00,0.160,370,65.4
17,17.0,32,33,0.03849,0.03299,0.09898,0.00000,0.00000,0.00141,8.27,0.00,0.160,370,65.5
18,18.0,30,33,0.03851,0.03299,0.09898,0.00000,0.00000,0.00152,8.27,0.00,0.160,373,67.6
19,19.0,30,34,0.03940,0.03394,0.10183,0.00000,0.00000,0.00163,8.27,0.00,0.160,370,65.1
20,20.0,29,34,0.03925,0.03394,0.10183,0.00000,0.00000,0.00175,8.27,0.00,0.160,384,72.0
21,21.0,29,34,0.03943,0.03394,0.10183,0.00000,0.00000,0.00186,8.27,0.00,0.160,369,64.2
22,22.0,29,34,0.03945,0.03394,0.10183,0.00000,0.00000,0.00197,8.27,0.00,0.160,369,64.2
23,23.0,29,34,0.03947,0.03394,0.10183,0.00000,0.00000,0.00208,8.27,0.00,0.160,369,64.2
24,24.0,29,34,0.03949,0.03394,0.10183,0.00000,0.00000,0.00219,8.27,0.00,0.160,369,64.2
25,25.0,29,34,0.03951,0.03394,0.10183,0.00000,0.00000,0.00230,8.27,0.00,0.160,369,64.1
26,26.0,29,34,0.03952,0.03394,0.10183,0.00000,0.00000,0.00241,8.27,0.00,0.161,369,64.1
27,27.0,29,34,0.03954,0.03394,0.10183,0.00000,0.00000,0.00251,8.27,0.00,0.161,369,64.0
28,28.0,29,34,0.03956,0.03394,0.10183,0.00000,0.00000,0.00262,8.27,0.00,0.161,369,64.0
29,29.0,29,34,0.03957,0.03394,0.10183,0.00000,0.00000,0.00273,8.27,0.00,0.161,369,63.9
30,30.0,29,34,0.03959,0.03394,0.10183,0.00000,0.00000,0.00284,8.27,0.00,0.161,369,63.9
31,31.0,0,34,0.03941,0.03394,0.10183,0.00000,0.00000,0.00295,8.27,0.00,0.161,369,65.3
