step;t_min;region;story;stage_tried;stage_accepted;fired_rules;suppression;deployment;containment;protection;evacuation;warning;quality;gate_min;J_forecast;J_noaction;attended
0;0;Agent_1;RL selected stage 1 [evFIS] (deficit bucket: low) → rejected (no improving perturbation found | seed-base decision stands, its orders are applied);1;0;R7[0.02] R20[0.19] A2[0.54] G1[0.24] A3[0.13] G2[0.22];0.50;0.68;0.01;0.84;0.39;0.00;0.72;0.00;0.1718;0.1718;1
0;0;Agent_2;RL selected stage 1 [evFIS] (deficit bucket: low) → rejected (no improving perturbation found | seed-base decision stands, its orders are applied);1;0;R11[0.23] R15[0.03] R20[0.01] R26[0.03] A3[0.12] G7[0.11];0.07;0.21;0.02;0.06;0.38;0.25;0.91;0.00;0.1718;0.1718;1
0;0;Agent_3;RL selected stage 1 [evFIS] (deficit bucket: low) → rejected (no improving perturbation found | seed-base decision stands, its orders are applied);1;0;A3[0.44];0.01;0.01;0.00;0.22;0.22;0.00;0.86;0.00;0.1718;0.1718;1
1;1;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.18] A2[0.60] G1[0.27] A3[0.14] G2[0.20];0.47;0.69;0.01;0.84;0.40;0.00;0.74;0.12;0.1519;0.1775;1
1;1;Agent_2;orders came from the seed rule base (rules as-is);0;0;R11[0.23] R15[0.03] R20[0.01] R26[0.03] A3[0.14] G7[0.10];0.07;0.21;0.02;0.07;0.38;0.25;0.92;0.12;0.1519;0.1775;1
1;1;Agent_3;orders came from the seed rule base (rules as-is);0;0;A3[0.48];0.01;0.01;0.00;0.24;0.23;0.00;0.86;0.12;0.1519;0.1775;1
2;2;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.19] R26[0.04] A2[0.68] G1[0.30] A3[0.14];0.53;0.71;0.01;0.86;0.37;0.00;0.74;0.12;0.1598;0.1832;1
2;2;Agent_2;orders came from the seed rule base (rules as-is);0;0;R11[0.23] R15[0.03] R20[0.01] R26[0.03] A3[0.18] G7[0.10];0.06;0.20;0.02;0.09;0.40;0.25;0.94;0.12;0.1598;0.1832;1
2;2;Agent_3;orders came from the seed rule base (rules as-is);0;0;R7[0.04] R20[0.02] R26[0.05] A2[0.08] G1[0.03] A3[0.47];0.20;0.23;0.02;0.72;0.30;0.00;0.90;0.12;0.1598;0.1832;1
3;3;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.19] R26[0.08] A2[0.68] G1[0.31] A3[0.14];0.57;0.72;0.01;0.86;0.37;0.00;0.74;0.12;0.1475;0.1832;1
