step,t_min,burning,burned,j_total,j_physical,j_burn,j_asset,j_pop,j_resp,wws_mean,prec_mean,fmoist_mean,alloc_cells,alloc_rcap_sum
1,1.0,13,13,0.01183,0.01341,0.04023,0.00000,0.00000,0.00000,8.27,0.00,0.159,0,0.0
2,2.0,15,15,0.02811,0.01542,0.04627,0.00000,0.00000,0.00009,8.27,0.00,0.159,149,14.1
3,3.0,18,18,0.03058,0.01842,0.05527,0.00000,0.00000,0.00019,8.27,0.00,0.159,153,14.2
4,4.0,22,22,0.03770,0.02238,0.06713,0.00000,0.00000,0.00041,8.27,0.00,0.159,298,34.7
5,5.0,28,28,0.04275,0.02821,0.08464,0.00000,0.00000,0.00068,8.27,0.00,0.159,318,40.8
6,6.0,31,31,0.04494,0.03109,0.09327,0.00000,0.00000,0.00100,8.27,0.00,0.159,340,48.6
7,7.0,34,34,0.04733,0.03394,0.10183,0.00000,0.00000,0.00134,8.27,0.00,0.159,351,52.9
8,8.0,36,36,0.04885,0.03583,0.10748,0.00000,0.00000,0.00172,8.27,0.00,0.159,362,57.1
9,9.0,41,41,0.05285,0.04049,0.12147,0.00000,0.00000,0.00212,8.27,0.00,0.159,372,60.6
10,10.0,41,41,0.05285,0.04049,0.12147,0.00000,0.00000,0.00256,8.27,0.00,0.160,385,65.8
11,11.0,41,41,0.05277,0.04049,0.12147,0.00000,0.00000,0.00299,8.27,0.00,0.160,385,66.3
12,12.0,41,41,0.05272,0.04049,0.12147,0.00000,0.00000,0.00344,8.27,0.00,0.160,385,66.7
13,13.0,43,43,0.05430,0.04233,0.12700,0.00000,0.00000,0.00388,8.27,0.00,0.160,385,67.0
14,14.0,43,43,0.05439,0.04233,0.12700,0.00000,0.00000,0.00435,8.27,0.00,0.160,395,70.0
15,15.0,45,45,0.05600,0.04417,0.13250,0.00000,0.00000,0.00481,8.27,0.00,0.160,395,70.1
16,16.0,46,47,0.05765,0.04599,0.13796,0.00000,0.00000,0.00529,8.27,0.00,0.160,398,72.2
17,17.0,46,47,0.05753,0.04599,0.13796,0.00000,0.00000,0.00579,8.27,0.00,0.160,408,75.3
18,18.0,44,47,0.05755,0.04599,0.13796,0.00000,0.00000,0.00629,8.27,0.00,0.160,408,75.4
19,19.0,44,48,0.05849,0.04689,0.14068,0.00000,0.00000,0.00678,8.27,0.00,0.160,405,72.9
20,20.0,43,48,0.05818,0.04689,0.14068,0.00000,0.00000,0.00731,8.27,0.00,0.160,413,79.7
21,21.0,43,48,0.05859,0.04689,0.14068,0.00000,0.00000,0.00779,8.27,0.00,0.160,404,72.1
22,22.0,43,48,0.05862,0.04689,0.14068,0.00000,0.00000,0.00827,8.27,0.00,0.160,404,72.1
23,23.0,43,48,0.05867,0.04689,0.14068,0.00000,0.00000,0.00875,8.27,0.00,0.161,404,72.1
24,24.0,43,48,0.05872,0.04689,0.14068,0.00000,0.00000,0.00922,8.27,0.00,0.161,404,72.0
25,25.0,43,48,0.05877,0.04689,0.14068,0.00000,0.00000,0.00970,8.27,0.00,0.161,404,72.0
26,26.0,43,48,0.05882,0.04689,0.14068,0.00000,0.00000,0.01018,8.27,0.00,0.161,404,72.0
27,27.0,43,48,0.05887,0.04689,0.14068,0.00000,0.00000,0.01066,8.27,0.00,0.161,404,71.9
28,28.0,43,48,0.05891,0.04689,0.14068,0.00000,0.00000,0.01114,8.27,0.00,0.161,404,71.9
29,29.0,43,48,0.05895,0.04689,0.14068,0.00000,0.00000,0.01161,8.27,0.00,0.161,404,71.8
30,30.0,43,48,0.05900,0.04689,0.14068,0.00000,0.00000,0.01209,8.27,0.00,0.161,404,71.8
31,31.0,43,48,0.05904,0.04689,0.14068,0.00000,0.00000,0.01257,8.27,0.00,0.161,404,71.7
32,32.0,44,49,0.05987,0.04780,0.14339,0.00000,0.00000,0.01304,8.27,0.00,0.161,404,71.7
33,33.0,44,49,0.05961,0.04780,0.14339,0.00000,0.00000,0.01356,8.27,0.00,0.161,423,77.6
34,34.0,45,50,0.06015,0.04870,0.14609,0.00000,0.00000,0.01409,8.27,0.00,0.161,423,79.4
35,35.0,45,50,0.05997,0.04870,0.14609,0.00000,0.00000,0.01463,8.27,0.00,0.161,423,80.7
36,36.0,45,50,0.05987,0.04870,0.14609,0.00000,0.00000,0.01517,8.27,0.00,0.161,423,81.5
37,37.0,1,50,0.05976,0.04870,0.14609,0.00000,0.00000,0.01572,8.27,0.00,0.161,423,82.3
38,38.0,15,64,0.06938,0.06101,0.18303,0.00000,0.00000,0.01580,8.27,0.00,0.161,193,12.7
