step,t_min,burning,burned,j_total,j_burn,j_asset,j_pop,j_resp,wws_mean,prec_mean,fmoist_mean,alloc_cells,alloc_rcap_sum
1,1.0,13,13,0.01697,0.04023,0.00000,0.00000,0.00025,8.27,0.00,0.159,188,131.1
2,2.0,13,13,0.01806,0.04023,0.00000,0.00000,0.00065,8.27,0.00,0.159,457,220.3
3,3.0,13,13,0.01810,0.04023,0.00000,0.00000,0.00109,8.27,0.00,0.160,457,245.8
4,4.0,13,13,0.01812,0.04023,0.00000,0.00000,0.00153,8.27,0.00,0.160,457,246.5
5,5.0,13,13,0.01815,0.04023,0.00000,0.00000,0.00197,8.27,0.00,0.160,457,246.6
6,6.0,13,13,0.01818,0.04023,0.00000,0.00000,0.00242,8.27,0.00,0.160,457,246.6
7,7.0,13,13,0.01820,0.04023,0.00000,0.00000,0.00286,8.27,0.00,0.161,457,246.7
8,8.0,13,13,0.01823,0.04023,0.00000,0.00000,0.00330,8.27,0.00,0.161,457,246.7
9,9.0,13,13,0.01825,0.04023,0.00000,0.00000,0.00375,8.27,0.00,0.161,457,246.8
10,10.0,13,13,0.01828,0.04023,0.00000,0.00000,0.00419,8.27,0.00,0.161,457,246.8
11,11.0,13,13,0.01831,0.04023,0.00000,0.00000,0.00463,8.27,0.00,0.161,457,246.8
12,12.0,13,13,0.01833,0.04023,0.00000,0.00000,0.00508,8.27,0.00,0.161,457,246.9
13,13.0,13,13,0.01836,0.04023,0.00000,0.00000,0.00552,8.27,0.00,0.162,457,246.9
14,14.0,13,13,0.01838,0.04023,0.00000,0.00000,0.00597,8.27,0.00,0.162,457,247.0
15,15.0,13,13,0.01841,0.04023,0.00000,0.00000,0.00641,8.27,0.00,0.162,457,247.0
16,16.0,13,13,0.01843,0.04023,0.00000,0.00000,0.00685,8.27,0.00,0.162,457,247.0
17,17.0,13,13,0.01846,0.04023,0.00000,0.00000,0.00730,8.27,0.00,0.162,457,247.1
18,18.0,13,13,0.01849,0.04023,0.00000,0.00000,0.00774,8.27,0.00,0.162,457,247.1
19,19.0,13,13,0.01851,0.04023,0.00000,0.00000,0.00819,8.27,0.00,0.163,457,247.2
20,20.0,13,13,0.01854,0.04023,0.00000,0.00000,0.00863,8.27,0.00,0.163,457,247.2
21,21.0,13,13,0.01856,0.04023,0.00000,0.00000,0.00907,8.27,0.00,0.163,457,247.2
22,22.0,13,13,0.01859,0.04023,0.00000,0.00000,0.00952,8.27,0.00,0.163,457,247.2
23,23.0,13,13,0.01862,0.04023,0.00000,0.00000,0.00996,8.27,0.00,0.163,457,247.3
24,24.0,13,13,0.01864,0.04023,0.00000,0.00000,0.01041,8.27,0.00,0.163,457,247.3
25,25.0,13,13,0.01867,0.04023,0.00000,0.00000,0.01085,8.27,0.00,0.163,457,247.3
26,26.0,13,13,0.01869,0.04023,0.00000,0.00000,0.01130,8.27,0.00,0.163,457,247.3
27,27.0,13,13,0.01872,0.04023,0.00000,0.00000,0.01174,8.27,0.00,0.164,457,247.4
28,28.0,13,13,0.01875,0.04023,0.00000,0.00000,0.01219,8.27,0.00,0.164,457,247.4
29,29.0,13,13,0.01877,0.04023,0.00000,0.00000,0.01263,8.27,0.00,0.164,457,247.4
30,30.0,13,13,0.01880,0.04023,0.00000,0.00000,0.01308,8.27,0.00,0.164,457,247.4
31,31.0,13,13,0.01883,0.04023,0.00000,0.00000,0.01352,8.27,0.00,0.164,457,247.4
32,32.0,13,13,0.01885,0.04023,0.00000,0.00000,0.01396,8.27,0.00,0.164,457,247.4
33,33.0,13,13,0.01888,0.04023,0.00000,0.00000,0.01441,8.27,0.00,0.164,457,247.4
34,34.0,13,13,0.01891,0.04023,0.00000,0.00000,0.01485,8.27,0.00,0.164,457,247.4
35,35.0,13,13,0.01893,0.04023,0.00000,0.00000,0.01530,8.27,0.00,0.164,457,247.4
36,36.0,13,13,0.01896,0.04023,0.00000,0.00000,0.01574,8.27,0.00,0.165,457,247.4
37,37.0,13,13,0.01899,0.04023,0.00000,0.00000,0.01619,8.27,0.00,0.165,457,247.4
38,38.0,13,13,0.01901,0.04023,0.00000,0.00000,0.01663,8.27,0.00,0.165,457,247.4
39,39.0,13,13,0.01904,0.04023,0.00000,0.00000,0.01708,8.27,0.00,0.165,457,247.4
40,40.0,13,13,0.01906,0.04023,0.00000,0.00000,0.01752,8.27,0.00,0.165,457,247.4
41,41.0,13,13,0.01909,0.04023,0.00000,0.00000,0.01797,8.27,0.00,0.165,457,247.4
42,42.0,13,13,0.01912,0.04023,0.00000,0.00000,0.01841,8.27,0.00,0.165,457,247.4
43,43.0,13,13,0.01914,0.04023,0.00000,0.00000,0.01885,8.27,0.00,0.165,457,247.4
44,44.0,13,13,0.01917,0.04023,0.00000,0.00000,0.01930,8.27,0.00,0.165,457,247.4
45,45.0,13,13,0.01920,0.04023,0.00000,0.00000,0.01974,8.27,0.00,0.165,457,247.4
46,46.0,13,13,0.01922,0.04023,0.00000,0.00000,0.02019,8.27,0.00,0.165,457,247.3
47,47.0,13,13,0.01925,0.04023,0.00000,0.00000,0.02063,8.27,0.00,0.165,457,247.3
48,48.0,13,13,0.01928,0.04023,0.00000,0.00000,0.02108,8.27,0.00,0.166,457,247.3
49,49.0,13,13,0.01930,0.04023,0.00000,0.00000,0.02152,8.27,0.00,0.166,457,247.3
50,50.0,13,13,0.01933,0.04023,0.00000,0.00000,0.02197,8.27,0.00,0.166,457,247.3
51,51.0,13,13,0.01936,0.04023,0.00000,0.00000,0.02241,8.27,0.00,0.166,457,247.3
52,52.0,13,13,0.01938,0.04023,0.00000,0.00000,0.02285,8.27,0.00,0.166,457,247.3
53,53.0,13,13,0.01941,0.04023,0.00000,0.00000,0.02330,8.27,0.00,0.166,457,247.3
54,54.0,13,13,0.01943,0.04023,0.00000,0.00000,0.02374,8.27,0.00,0.166,457,247.3
55,55.0,13,13,0.01946,0.04023,0.00000,0.00000,0.02419,8.27,0.00,0.166,457,247.4
56,56.0,13,13,0.01949,0.04023,0.00000,0.00000,0.02463,8.27,0.00,0.166,457,247.6
57,57.0,13,13,0.01951,0.04023,0.00000,0.00000,0.02508,8.27,0.00,0.166,457,247.7
58,58.0,12,13,0.01954,0.04023,0.00000,0.00000,0.02552,8.27,0.00,0.166,457,247.7
59,59.0,12,13,0.01956,0.04023,0.00000,0.00000,0.02597,8.27,0.00,0.166,456,247.0
60,60.0,12,13,0.01959,0.04023,0.00000,0.00000,0.02641,8.27,0.00,0.166,456,247.0
61,61.0,12,13,0.01962,0.04023,0.00000,0.00000,0.02685,8.27,0.00,0.166,456,247.0
62,62.0,12,13,0.01965,0.04023,0.00000,0.00000,0.02730,8.27,0.00,0.166,456,247.3
63,63.0,11,13,0.01967,0.04023,0.00000,0.00000,0.02774,8.27,0.00,0.167,456,247.5
64,64.0,12,14,0.02059,0.04326,0.00000,0.00000,0.02819,8.27,0.00,0.167,455,246.7
65,65.0,11,14,0.02064,0.04326,0.00000,0.00000,0.02865,8.27,0.00,0.167,474,257.7
66,66.0,11,14,0.02064,0.04326,0.00000,0.00000,0.02909,8.27,0.00,0.167,455,246.7
67,67.0,10,14,0.02068,0.04326,0.00000,0.00000,0.02954,8.27,0.00,0.167,455,248.0
68,68.0,10,15,0.02159,0.04627,0.00000,0.00000,0.02998,8.27,0.00,0.167,454,247.5
69,69.0,9,15,0.02168,0.04627,0.00000,0.00000,0.03044,8.27,0.00,0.167,474,258.8
70,70.0,10,16,0.02253,0.04928,0.00000,0.00000,0.03089,8.27,0.00,0.167,453,247.1
71,71.0,8,16,0.02269,0.04928,0.00000,0.00000,0.03135,8.27,0.00,0.167,474,255.3
72,72.0,10,18,0.02432,0.05527,0.00000,0.00000,0.03178,8.27,0.00,0.167,444,241.4
73,73.0,8,18,0.02447,0.05527,0.00000,0.00000,0.03224,8.27,0.00,0.167,473,254.7
74,74.0,8,18,0.02437,0.05527,0.00000,0.00000,0.03267,8.27,0.00,0.167,444,242.0
75,75.0,7,18,0.02450,0.05527,0.00000,0.00000,0.03310,8.27,0.00,0.167,444,240.5
76,76.0,7,18,0.02453,0.05527,0.00000,0.00000,0.03353,8.27,0.00,0.167,444,240.5
77,77.0,7,18,0.02456,0.05527,0.00000,0.00000,0.03397,8.27,0.00,0.167,444,240.8
78,78.0,7,18,0.02459,0.05527,0.00000,0.00000,0.03440,8.27,0.00,0.167,444,240.7
79,79.0,7,18,0.02461,0.05527,0.00000,0.00000,0.03483,8.27,0.00,0.167,444,241.0
80,80.0,7,18,0.02464,0.05527,0.00000,0.00000,0.03526,8.27,0.00,0.167,444,241.0
81,81.0,6,18,0.02466,0.05527,0.00000,0.00000,0.03570,8.27,0.00,0.167,444,241.3
82,82.0,9,21,0.02730,0.06418,0.00000,0.00000,0.03612,8.27,0.00,0.167,435,237.0
83,83.0,6,21,0.02737,0.06418,0.00000,0.00000,0.03658,8.27,0.00,0.168,474,256.9
84,84.0,6,21,0.02723,0.06418,0.00000,0.00000,0.03700,8.27,0.00,0.168,435,235.0
85,85.0,5,21,0.02738,0.06418,0.00000,0.00000,0.03743,8.27,0.00,0.168,435,237.5
86,86.0,5,21,0.02740,0.06418,0.00000,0.00000,0.03785,8.27,0.00,0.168,434,236.5
87,87.0,5,21,0.02743,0.06418,0.00000,0.00000,0.03828,8.27,0.00,0.168,434,236.6
88,88.0,5,21,0.02745,0.06418,0.00000,0.00000,0.03870,8.27,0.00,0.168,434,236.9
89,89.0,5,21,0.02748,0.06418,0.00000,0.00000,0.03913,8.27,0.00,0.168,434,236.7
90,90.0,5,21,0.02750,0.06418,0.00000,0.00000,0.03955,8.27,0.00,0.168,434,237.0
