step;j_candidate;j_noaction;satisficing_bound;phys_candidate;phys_noaction
0;0.223888;0.223888;0.212694;0.264749;0.264749
0;0.223888;0.223888;0.212694;0.264749;0.264749
1;0.225438;0.225438;0.214166;0.276421;0.276421
2;0.227452;0.227452;0.216080;0.276421;0.276421
3;0.219329;0.229122;0.217666;0.260359;0.278947
4;0.223805;0.217858;0.206965;0.260359;0.278947
5;0.224035;0.218218;0.207307;0.260359;0.278947
6;0.224883;0.217994;0.207094;0.258667;0.264749
6;0.224883;0.217994;0.207094;0.258667;0.264749
7;0.228629;0.220643;0.209611;0.258667;0.264749
8;0.229110;0.222116;0.211010;0.258667;0.264749
9;0.231228;0.227437;0.216065;0.258667;0.264749
10;0.232977;0.226479;0.215155;0.258667;0.264749
11;0.237067;0.232194;0.220585;0.277377;0.276427
11;0.236746;0.232194;0.220585;0.277377;0.276427
12;0.237191;0.230997;0.219447;0.258667;0.264749
13;0.239500;0.233766;0.222077;0.258667;0.264749
14;0.241048;0.231469;0.219895;0.258667;0.264749
15;0.243372;0.233793;0.222104;0.268809;0.271727
16;0.246129;0.234604;0.222874;0.268809;0.271727
17;0.248431;0.236053;0.224250;0.268809;0.271727
18;0.249185;0.240579;0.228550;0.268809;0.271727
19;0.249117;0.238793;0.226853;0.268809;0.271727
20;0.250366;0.241862;0.229769;0.268809;0.271727
21;0.251227;0.241358;0.229290;0.268809;0.271727
22;0.253230;0.242288;0.230174;0.268809;0.271727
23;0.255821;0.243550;0.231372;0.268809;0.271727
24;0.255525;0.245948;0.233651;0.268809;0.271727
25;0.257716;0.245705;0.233419;0.271404;0.272214
26;0.258415;0.248189;0.235779;0.271404;0.272214
27;0.259791;0.248062;0.235659;0.279354;0.278366
27;0.259791;0.248062;0.235659;0.279354;0.278366
28;0.261440;0.249462;0.236989;0.274307;0.276427
29;0.262803;0.252354;0.239736;0.274307;0.276427
30;0.264213;0.251461;0.238888;0.274307;0.276427
31;0.264861;0.252632;0.240000;0.274307;0.276427
32;0.266673;0.253657;0.240974;0.274307;0.276427
33;0.267892;0.255134;0.242378;0.274307;0.276427
34;0.269252;0.256210;0.243400;0.274307;0.276427
35;0.270369;0.257102;0.244247;0.274307;0.276427
36;0.270546;0.258094;0.245189;0.274307;0.276427
37;0.272189;0.258278;0.245364;0.275334;0.278836
38;0.272529;0.260405;0.247385;0.275334;0.278836
39;0.273056;0.260688;0.247654;0.275334;0.278836
40;0.273567;0.261497;0.248422;0.274231;0.279864
41;0.275379;0.261374;0.248305;0.274231;0.279864
42;0.275374;0.263177;0.250018;0.273328;0.279681
