step,t_min,burning,burned,j_total,j_physical,j_burn,j_asset,j_pop,j_resp,wws_mean,prec_mean,fmoist_mean,alloc_cells,alloc_rcap_sum
1,1.0,13,13,0.01738,0.01341,0.04023,0.00000,0.00000,0.00083,8.27,0.00,0.159,125,109.6
2,2.0,15,15,0.02024,0.01542,0.04627,0.00000,0.00000,0.00175,8.27,0.00,0.159,249,123.1
3,3.0,18,18,0.02290,0.01842,0.05527,0.00000,0.00000,0.00266,8.27,0.00,0.159,249,123.1
4,4.0,22,22,0.02856,0.02238,0.06713,0.00000,0.00000,0.00388,8.27,0.00,0.160,486,166.8
5,5.0,28,28,0.03397,0.02821,0.08464,0.00000,0.00000,0.00515,8.27,0.00,0.160,506,174.7
6,6.0,31,31,0.03680,0.03109,0.09327,0.00000,0.00000,0.00648,8.27,0.00,0.160,528,183.5
7,7.0,34,34,0.03949,0.03394,0.10183,0.00000,0.00000,0.00785,8.27,0.00,0.160,539,188.7
8,8.0,37,37,0.04215,0.03677,0.11030,0.00000,0.00000,0.00925,8.27,0.00,0.160,550,193.7
9,9.0,41,41,0.04560,0.04049,0.12147,0.00000,0.00000,0.01069,8.27,0.00,0.161,561,198.4
10,10.0,41,41,0.04583,0.04049,0.12147,0.00000,0.00000,0.01216,8.27,0.00,0.161,573,203.3
11,11.0,41,41,0.04588,0.04049,0.12147,0.00000,0.00000,0.01363,8.27,0.00,0.161,573,204.0
12,12.0,42,42,0.04675,0.04141,0.12424,0.00000,0.00000,0.01511,8.27,0.00,0.161,573,204.5
13,13.0,43,43,0.04773,0.04233,0.12700,0.00000,0.00000,0.01660,8.27,0.00,0.161,582,206.9
14,14.0,46,46,0.05026,0.04508,0.13523,0.00000,0.00000,0.01810,8.27,0.00,0.162,583,207.9
15,15.0,47,47,0.05126,0.04599,0.13796,0.00000,0.00000,0.01964,8.27,0.00,0.162,595,212.4
16,16.0,46,47,0.05136,0.04599,0.13796,0.00000,0.00000,0.02117,8.27,0.00,0.162,596,213.2
17,17.0,46,47,0.05145,0.04599,0.13796,0.00000,0.00000,0.02271,8.27,0.00,0.162,596,213.4
18,18.0,45,48,0.05233,0.04689,0.14068,0.00000,0.00000,0.02425,8.27,0.00,0.162,596,213.4
19,19.0,46,50,0.05400,0.04870,0.14609,0.00000,0.00000,0.02578,8.27,0.00,0.162,595,212.2
20,20.0,45,50,0.05420,0.04870,0.14609,0.00000,0.00000,0.02733,8.27,0.00,0.163,604,214.1
21,21.0,45,50,0.05426,0.04870,0.14609,0.00000,0.00000,0.02886,8.27,0.00,0.163,603,213.5
22,22.0,45,50,0.05438,0.04870,0.14609,0.00000,0.00000,0.03040,8.27,0.00,0.163,603,213.2
23,23.0,45,50,0.05450,0.04870,0.14609,0.00000,0.00000,0.03194,8.27,0.00,0.163,603,213.0
24,24.0,45,50,0.05462,0.04870,0.14609,0.00000,0.00000,0.03347,8.27,0.00,0.163,603,212.8
25,25.0,45,50,0.05473,0.04870,0.14609,0.00000,0.00000,0.03501,8.27,0.00,0.163,603,212.7
26,26.0,45,50,0.05484,0.04870,0.14609,0.00000,0.00000,0.03654,8.27,0.00,0.164,603,212.5
27,27.0,45,50,0.05494,0.04870,0.14609,0.00000,0.00000,0.03807,8.27,0.00,0.164,603,212.4
28,28.0,45,50,0.05504,0.04870,0.14609,0.00000,0.00000,0.03960,8.27,0.00,0.164,603,212.3
29,29.0,45,50,0.05514,0.04870,0.14609,0.00000,0.00000,0.04113,8.27,0.00,0.164,603,212.1
30,30.0,45,50,0.05525,0.04870,0.14609,0.00000,0.00000,0.04266,8.27,0.00,0.164,603,212.0
31,31.0,45,50,0.05534,0.04870,0.14609,0.00000,0.00000,0.04418,8.27,0.00,0.164,603,211.9
32,32.0,45,50,0.05544,0.04870,0.14609,0.00000,0.00000,0.04571,8.27,0.00,0.164,603,211.9
33,33.0,45,50,0.05553,0.04870,0.14609,0.00000,0.00000,0.04724,8.27,0.00,0.164,603,211.8
34,34.0,45,50,0.05563,0.04870,0.14609,0.00000,0.00000,0.04876,8.27,0.00,0.164,603,211.7
35,35.0,45,50,0.05572,0.04870,0.14609,0.00000,0.00000,0.05029,8.27,0.00,0.165,603,211.6
36,36.0,45,50,0.05582,0.04870,0.14609,0.00000,0.00000,0.05181,8.27,0.00,0.165,603,211.5
37,37.0,45,50,0.05591,0.04870,0.14609,0.00000,0.00000,0.05334,8.27,0.00,0.165,603,211.4
38,38.0,45,50,0.05600,0.04870,0.14609,0.00000,0.00000,0.05486,8.27,0.00,0.165,603,211.4
39,39.0,45,50,0.05610,0.04870,0.14609,0.00000,0.00000,0.05638,8.27,0.00,0.165,603,211.3
40,40.0,45,50,0.05619,0.04870,0.14609,0.00000,0.00000,0.05791,8.27,0.00,0.165,603,211.2
41,41.0,45,50,0.05628,0.04870,0.14609,0.00000,0.00000,0.05943,8.27,0.00,0.165,603,211.2
42,42.0,45,50,0.05637,0.04870,0.14609,0.00000,0.00000,0.06095,8.27,0.00,0.165,603,211.1
43,43.0,45,50,0.05647,0.04870,0.14609,0.00000,0.00000,0.06247,8.27,0.00,0.165,603,211.0
44,44.0,45,50,0.05656,0.04870,0.14609,0.00000,0.00000,0.06399,8.27,0.00,0.165,603,210.9
45,45.0,45,50,0.05665,0.04870,0.14609,0.00000,0.00000,0.06551,8.27,0.00,0.165,603,210.9
46,46.0,46,51,0.05754,0.04959,0.14878,0.00000,0.00000,0.06703,8.27,0.00,0.165,603,210.8
47,47.0,46,51,0.05785,0.04959,0.14878,0.00000,0.00000,0.06861,8.27,0.00,0.166,663,219.0
48,48.0,46,51,0.05794,0.04959,0.14878,0.00000,0.00000,0.07018,8.27,0.00,0.166,663,218.9
49,49.0,45,51,0.05804,0.04959,0.14878,0.00000,0.00000,0.07175,8.27,0.00,0.166,663,218.8
50,50.0,45,51,0.05811,0.04959,0.14878,0.00000,0.00000,0.07332,8.27,0.00,0.166,662,218.1
51,51.0,45,51,0.05820,0.04959,0.14878,0.00000,0.00000,0.07489,8.27,0.00,0.166,662,218.1
52,52.0,45,51,0.05830,0.04959,0.14878,0.00000,0.00000,0.07645,8.27,0.00,0.166,662,218.0
53,53.0,45,51,0.05839,0.04959,0.14878,0.00000,0.00000,0.07802,8.27,0.00,0.166,662,217.9
54,54.0,45,51,0.05849,0.04959,0.14878,0.00000,0.00000,0.07958,8.27,0.00,0.166,662,217.8
55,55.0,45,51,0.05858,0.04959,0.14878,0.00000,0.00000,0.08115,8.27,0.00,0.166,662,217.8
56,56.0,45,51,0.05868,0.04959,0.14878,0.00000,0.00000,0.08271,8.27,0.00,0.166,662,217.7
57,57.0,45,51,0.05877,0.04959,0.14878,0.00000,0.00000,0.08428,8.27,0.00,0.166,662,217.6
58,58.0,45,51,0.05886,0.04959,0.14878,0.00000,0.00000,0.08584,8.27,0.00,0.166,662,217.5
59,59.0,45,51,0.05896,0.04959,0.14878,0.00000,0.00000,0.08740,8.27,0.00,0.166,662,217.5
60,60.0,45,51,0.05905,0.04959,0.14878,0.00000,0.00000,0.08896,8.27,0.00,0.166,662,217.4
61,61.0,45,51,0.05915,0.04959,0.14878,0.00000,0.00000,0.09052,8.27,0.00,0.166,662,217.3
62,62.0,45,51,0.05924,0.04959,0.14878,0.00000,0.00000,0.09209,8.27,0.00,0.167,662,217.2
63,63.0,45,51,0.05934,0.04959,0.14878,0.00000,0.00000,0.09365,8.27,0.00,0.167,662,217.2
64,64.0,45,51,0.05940,0.04959,0.14878,0.00000,0.00000,0.09522,8.27,0.00,0.167,662,218.4
