step;t_min;region;story;stage_tried;stage_accepted;fired_rules;suppression;deployment;containment;protection;evacuation;warning;quality;gate_min;J_forecast;J_noaction;attended
0;0;Agent_1;RL selected stage 3 [GenAI] (deficit bucket: low) → ACCEPTED: G1: G1: IF asset exposure risk is VH AND intervention urgency is VL THEN asset protection 0.7, resource deployment 0.3 (adaptation-born: generative (template), gates G1-G4) | NO-HARM: no PHYSICAL improvement forecast (phys 0.3033 vs 0.3017), offensive orders withheld; life-safety orders stand;3;3;R7[0.28] R20[0.19] G1[0.54];0.00;0.00;0.00;0.00;0.00;0.00;0.87;0.00;0.2325;0.2240;1
1;1;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.28] R20[0.20] G1[0.59];0.00;0.37;0.17;0.68;0.00;0.00;0.86;0.75;0.2346;0.2474;1
2;2;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.28] R20[0.33] R26[0.27] G1[0.28];0.00;0.00;0.00;0.00;0.00;0.00;0.73;0.75;0.2356;0.2323;1
3;3;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.28] R20[0.36] R26[0.33] G1[0.21];0.00;0.00;0.00;0.00;0.00;0.00;0.72;0.75;0.2392;0.2354;1
4;4;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.28] R20[0.37] R26[0.34] G1[0.20];0.00;0.00;0.00;0.00;0.00;0.00;0.72;0.75;0.2602;0.2444;1
5;5;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.28] R20[0.37] R26[0.35] G1[0.19];0.00;0.00;0.00;0.00;0.00;0.00;0.71;0.75;0.2495;0.2611;1
6;6;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.28] R20[0.37] R26[0.35] G1[0.19];0.00;0.00;0.00;0.00;0.00;0.00;0.71;0.75;0.2575;0.2532;1
7;7;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.28] R20[0.37] R26[0.35] G1[0.19];0.00;0.00;0.00;0.00;0.00;0.00;0.71;0.75;0.2557;0.2607;1
8;8;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.28] R20[0.37] R26[0.35] G1[0.19];0.35;0.70;0.17;0.39;0.00;0.00;0.71;0.75;0.2559;0.2585;1
9;9;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.28] R20[0.37] R26[0.35] G1[0.19];0.35;0.70;0.17;0.39;0.00;0.00;0.71;0.75;0.2576;0.2618;1
10;10;Agent_1;RL selected stage 2 [resolution increase] (deficit bucket: mid) → ACCEPTED: A1: A1: IF suppression feasibility is VH AND asset exposure risk is VH THEN asset protection 0.8, resource deployment 0.6 (adaptation-born: resolution increase (instantiated antecedent cell));2;2;R7[0.28] R20[0.37] R26[0.35] G1[0.19] A1[0.68];0.35;0.72;0.17;0.78;0.00;0.00;0.79;0.75;0.2540;0.2626;1
11;11;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.28] R20[0.37] R26[0.35] G1[0.19] A1[0.68];0.35;0.72;0.17;0.78;0.00;0.00;0.79;0.75;0.2566;0.2724;1
12;12;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.28] R20[0.37] R26[0.35] G1[0.19] A1[0.68];0.35;0.72;0.17;0.78;0.00;0.00;0.79;0.75;0.2692;0.2675;1
13;13;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.28] R20[0.37] R26[0.35] G1[0.19] A1[0.68];0.35;0.72;0.17;0.78;0.00;0.00;0.79;0.75;0.2594;0.2746;1
14;14;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.28] R20[0.37] R26[0.35] G1[0.19] A1[0.68];0.35;0.72;0.17;0.78;0.00;0.00;0.79;0.75;0.2618;0.2660;1
15;15;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.28] R20[0.37] R26[0.35] G1[0.19] A1[0.68];0.35;0.72;0.17;0.78;0.00;0.00;0.79;0.75;0.2623;0.2647;1
16;16;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.28] R20[0.37] R26[0.35] G1[0.19] A1[0.68];0.35;0.72;0.17;0.78;0.00;0.00;0.79;0.75;0.2632;0.2730;1
17;17;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.28] R20[0.37] R26[0.35] G1[0.19] A1[0.68];0.35;0.72;0.17;0.78;0.00;0.00;0.79;0.75;0.2667;0.2664;1
18;18;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.28] R20[0.37] R26[0.35] G1[0.19] A1[0.68];0.35;0.72;0.17;0.78;0.00;0.00;0.79;0.75;0.2777;0.2689;1
19;19;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.28] R20[0.37] R26[0.35] G1[0.19] A1[0.68];0.35;0.72;0.17;0.78;0.00;0.00;0.79;0.75;0.2669;0.2716;1
20;20;Agent_1;RL selected stage 2 [resolution increase] (deficit bucket: low) → rejected (instantiated cell did not improve the physical forecast (0.311 vs 0.311, burn+asset+pop at >=45 min) | seed-base decision stands, its orders are applied);2;0;R7[0.28] R20[0.37] R26[0.35] G1[0.19] A1[0.68];0.35;0.72;0.17;0.78;0.00;0.00;0.79;0.75;0.2678;0.2704;1
21;21;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.28] R20[0.37] R26[0.35] G1[0.19] A1[0.68];0.35;0.72;0.17;0.78;0.00;0.00;0.79;0.75;0.2679;0.2744;1
22;22;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.28] R20[0.37] R26[0.35] G1[0.19] A1[0.68];0.35;0.72;0.17;0.78;0.00;0.00;0.79;0.75;0.2713;0.2734;1
23;23;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.28] R20[0.37] R26[0.35] G1[0.19] A1[0.68];0.35;0.72;0.17;0.78;0.00;0.00;0.79;0.75;0.2707;0.2728;1
24;24;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.28] R20[0.37] R26[0.35] G1[0.19] A1[0.68];0.35;0.72;0.17;0.78;0.00;0.00;0.79;0.75;0.2726;0.2750;1
25;25;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.28] R20[0.37] R26[0.35] G1[0.19] A1[0.68];0.35;0.72;0.17;0.78;0.00;0.00;0.79;0.75;0.2734;0.2759;1
26;26;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.28] R20[0.37] R26[0.35] G1[0.19] A1[0.68];0.35;0.72;0.17;0.78;0.00;0.00;0.79;0.75;0.2752;0.2750;1
27;27;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.28] R20[0.37] R26[0.35] G1[0.19] A1[0.68];0.35;0.72;0.17;0.78;0.00;0.00;0.79;0.75;0.2765;0.2756;1
28;28;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.28] R20[0.37] R26[0.35] G1[0.19] A1[0.68];0.00;0.00;0.00;0.00;0.00;0.00;0.79;0.75;0.2926;0.2769;1
29;29;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.28] R20[0.38] R26[0.35] G1[0.19] A1[0.68];0.00;0.00;0.00;0.00;0.00;0.00;0.79;0.75;0.2818;0.2786;1
