step;t_min;hotspot;attended;shares;statement
0;0.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.50), Agent_1 share 1.00
1;1.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.45), Agent_1 share 1.00
2;2.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.43), Agent_1 share 1.00
3;3.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.43), Agent_1 share 1.00
4;4.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.44), Agent_1 share 1.00
5;5.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.44), Agent_1 share 1.00
6;6.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.45), Agent_1 share 1.00
7;7.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.45), Agent_1 share 1.00
8;8.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.45), Agent_1 share 1.00
9;9.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.45), Agent_1 share 1.00
10;10.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.45), Agent_1 share 1.00
11;11.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.45), Agent_1 share 1.00
12;12.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.45), Agent_1 share 1.00
13;13.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.45), Agent_1 share 1.00
14;14.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.45), Agent_1 share 1.00
15;15.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.44), Agent_1 share 1.00
16;16.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.44), Agent_1 share 1.00
17;17.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.44), Agent_1 share 1.00
18;18.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.44), Agent_1 share 1.00
19;19.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.44), Agent_1 share 1.00
20;20.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.44), Agent_1 share 1.00
21;21.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.43), Agent_1 share 1.00
21;21.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.43), Agent_1 share 1.00
22;22.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.43), Agent_1 share 1.00
22;22.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.43), Agent_1 share 1.00
23;23.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.43), Agent_1 share 1.00
24;24.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.43), Agent_1 share 1.00
25;25.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.42), Agent_1 share 1.00
26;26.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.42), Agent_1 share 1.00
27;27.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.42), Agent_1 share 1.00
28;28.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.42), Agent_1 share 1.00
29;29.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.41), Agent_1 share 1.00
30;30.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.41), Agent_1 share 1.00
31;31.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.41), Agent_1 share 1.00
32;32.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.41), Agent_1 share 1.00
33;33.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.41), Agent_1 share 1.00
34;34.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.40), Agent_1 share 1.00
35;35.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.40), Agent_1 share 1.00
36;36.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.40), Agent_1 share 1.00
37;37.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.39), Agent_1 share 1.00
38;38.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.39), Agent_1 share 1.00
39;39.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.39), Agent_1 share 1.00
40;40.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.38), Agent_1 share 1.00
41;41.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.38), Agent_1 share 1.00
42;42.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.38), Agent_1 share 1.00
43;43.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.37), Agent_1 share 1.00
44;44.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.37), Agent_1 share 1.00
45;45.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.37), Agent_1 share 1.00
46;46.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.36), Agent_1 share 1.00
47;47.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.36), Agent_1 share 1.00
48;48.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.36), Agent_1 share 1.00
49;49.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.35), Agent_1 share 1.00
50;50.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.35), Agent_1 share 1.00
51;51.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.35), Agent_1 share 1.00
52;52.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.35), Agent_1 share 1.00
53;53.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.34), Agent_1 share 1.00
54;54.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.34), Agent_1 share 1.00
55;55.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.34), Agent_1 share 1.00
55;55.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.34), Agent_1 share 1.00
56;56.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.34), Agent_1 share 1.00
57;57.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.34), Agent_1 share 1.00
58;58.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.33), Agent_1 share 1.00
59;59.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.33), Agent_1 share 1.00
60;60.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.33), Agent_1 share 1.00
61;61.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.33), Agent_1 share 1.00
62;62.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.33), Agent_1 share 1.00
63;63.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.33), Agent_1 share 1.00
64;64.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.33), Agent_1 share 1.00
65;65.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.32), Agent_1 share 1.00
66;66.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.32), Agent_1 share 1.00
67;67.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.32), Agent_1 share 1.00
68;68.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.32), Agent_1 share 1.00
69;69.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.32), Agent_1 share 1.00
70;70.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.32), Agent_1 share 1.00
70;70.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.32), Agent_1 share 1.00
71;71.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.28), Agent_1 share 1.00
72;72.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.61), Agent_1 share 1.00
73;73.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.70), Agent_1 share 1.00
74;74.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.72), Agent_1 share 1.00
75;75.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.72), Agent_1 share 1.00
76;76.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.72), Agent_1 share 1.00
77;77.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.72), Agent_1 share 1.00
78;78.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.71), Agent_1 share 1.00
79;79.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.70), Agent_1 share 1.00
80;80.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.70), Agent_1 share 1.00
81;81.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.69), Agent_1 share 1.00
82;82.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.68), Agent_1 share 1.00
83;83.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.68), Agent_1 share 1.00
84;84.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.67), Agent_1 share 1.00
85;85.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.67), Agent_1 share 1.00
86;86.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.67), Agent_1 share 1.00
87;87.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.66), Agent_1 share 1.00
88;88.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.66), Agent_1 share 1.00
89;89.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.66), Agent_1 share 1.00
90;90.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.66), Agent_1 share 1.00
90;90.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.66), Agent_1 share 1.00
91;91.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.66), Agent_1 share 1.00
92;92.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.66), Agent_1 share 1.00
93;93.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.66), Agent_1 share 1.00
94;94.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.66), Agent_1 share 1.00
95;95.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.66), Agent_1 share 1.00
96;96.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.66), Agent_1 share 1.00
97;97.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.66), Agent_1 share 1.00
98;98.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.65), Agent_1 share 1.00
99;99.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.65), Agent_1 share 1.00
100;100.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.65), Agent_1 share 1.00
101;101.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.65), Agent_1 share 1.00
102;102.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.65), Agent_1 share 1.00
103;103.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.65), Agent_1 share 1.00
104;104.0;Agent_1;Agent_1;Agent_1=1.0;Global DSS: focus on Agent_1 (priority 0.65), Agent_1 share 1.00
