step;j_candidate;j_noaction;satisficing_bound;phys_candidate;phys_noaction
0;0.223888;0.223888;0.212694;0.296364;0.296364
0;0.223888;0.223888;0.212694;0.296364;0.296364
0;0.223888;0.223888;0.212694;0.296364;0.296364
1;0.227257;0.227257;0.215894;0.287321;0.287321
2;0.230229;0.230229;0.218717;0.287321;0.287321
3;0.246008;0.232827;0.221186;0.291113;0.291713
4;0.247907;0.234625;0.222894;0.291113;0.291713
5;0.250987;0.238887;0.226943;0.292581;0.294096
6;0.252807;0.240015;0.228014;0.291925;0.293713
7;0.255171;0.242066;0.229963;0.291925;0.293713
8;0.259862;0.244318;0.232102;0.294256;0.295865
9;0.260329;0.245949;0.233652;0.294256;0.295865
10;0.258788;0.247125;0.234769;0.293876;0.296364
11;0.262805;0.249847;0.237355;0.293979;0.297627
12;0.262491;0.250395;0.237875;0.293979;0.297627
13;0.264754;0.252925;0.240279;0.293979;0.297627
14;0.267445;0.255138;0.242382;0.295691;0.299869
15;0.269344;0.257365;0.244497;0.295380;0.299954
16;0.260360;0.257191;0.244331;0.295380;0.299954
17;0.264053;0.258751;0.245813;0.291398;0.299253
18;0.263743;0.261653;0.248570;0.290181;0.300195
19;0.266193;0.262438;0.249317;0.290181;0.300195
20;0.266776;0.262410;0.249289;0.290181;0.300195
21;0.271365;0.263749;0.250561;0.290181;0.300195
22;0.270373;0.266215;0.252904;0.290392;0.299612
23;0.273071;0.267783;0.254394;0.290392;0.299612
24;0.273704;0.269599;0.256119;0.290392;0.299612
25;0.276092;0.273292;0.259628;0.290392;0.299612
26;0.279715;0.273520;0.259844;0.289681;0.300606
27;0.283019;0.275297;0.261533;0.289681;0.300606
28;0.284449;0.277652;0.263770;0.289681;0.300606
29;0.286713;0.278473;0.264549;0.290093;0.299880
30;0.288647;0.281114;0.267058;0.290093;0.299880
31;0.289991;0.282668;0.268535;0.290093;0.299880
32;0.294941;0.284505;0.270279;0.290093;0.299880
33;0.296479;0.287082;0.272728;0.290093;0.299880
34;0.298423;0.289180;0.274721;0.292862;0.300927
35;0.300491;0.290702;0.276167;0.292862;0.300927
36;0.298037;0.292937;0.278291;0.292862;0.300927
37;0.300483;0.294209;0.279498;0.292862;0.300927
38;0.301532;0.295120;0.280364;0.292862;0.300927
39;0.296572;0.297321;0.282455;0.292862;0.300927
40;0.303296;0.299374;0.284405;0.292862;0.300927
41;0.305974;0.300528;0.285502;0.292862;0.300927
42;0.308271;0.301715;0.286629;0.292862;0.300927
43;0.310733;0.302647;0.287515;0.292862;0.300927
44;0.317328;0.304291;0.289077;0.293216;0.299253
45;0.311018;0.306083;0.290779;0.293216;0.299253
46;0.311666;0.307808;0.292417;0.293216;0.299253
47;0.309758;0.309667;0.294183;0.293216;0.299253
48;0.313621;0.311423;0.295852;0.293216;0.299253
49;0.313605;0.313900;0.298205;0.293216;0.299253
