step;j_candidate;j_noaction;satisficing_bound;phys_candidate;phys_noaction
0;0.053643;0.053539;0.052468;0.060795;0.060678
1;0.104243;0.104200;0.102116;0.118142;0.118093
2;0.145457;0.147101;0.144159;0.164851;0.166715
3;0.232774;0.178784;0.175208;0.201691;0.202622
4;0.250573;0.201085;0.197063;0.226789;0.227892
5;0.259293;0.215063;0.210762;0.243044;0.243724
6;0.263516;0.226642;0.222109;0.256272;0.256792
7;0.265945;0.235149;0.230446;0.264660;0.266292
8;0.268000;0.241431;0.236602;0.271727;0.273205
9;0.268574;0.244954;0.240055;0.275717;0.276964
9;0.268574;0.244954;0.240055;0.275717;0.276964
10;0.270436;0.248085;0.243123;0.278783;0.280279
11;0.268439;0.250529;0.245518;0.280410;0.282627
