step;j_candidate;j_noaction;satisficing_bound;phys_candidate;phys_noaction
0;0.223888;0.223888;0.212694;0.296849;0.296849
0;0.223888;0.223888;0.212694;0.296849;0.296849
0;0.223888;0.223888;0.212694;0.296849;0.296849
1;0.227257;0.227257;0.215894;0.288646;0.288646
2;0.230229;0.230229;0.218717;0.288646;0.288646
3;0.247639;0.232827;0.221186;0.290738;0.291713
4;0.249075;0.234583;0.222854;0.290738;0.291713
5;0.252510;0.238865;0.226922;0.291892;0.293246
6;0.253863;0.240256;0.228243;0.292722;0.294500
7;0.257472;0.242635;0.230503;0.292722;0.294500
8;0.257781;0.244661;0.232428;0.292815;0.295718
9;0.260413;0.246057;0.233754;0.294023;0.296273
10;0.260965;0.246888;0.234543;0.294008;0.296849
11;0.264049;0.250721;0.238185;0.294008;0.296849
12;0.264910;0.250594;0.238065;0.294600;0.298186
13;0.267590;0.252565;0.239937;0.294600;0.298186
14;0.268845;0.254955;0.242207;0.296377;0.299515
15;0.270210;0.256357;0.243540;0.296377;0.299515
16;0.273303;0.256864;0.244020;0.296493;0.299406
17;0.272776;0.259650;0.246668;0.296493;0.299406
18;0.273559;0.259747;0.246759;0.294212;0.299985
19;0.275566;0.261094;0.248039;0.294212;0.299985
20;0.276710;0.263499;0.250324;0.294966;0.300737
21;0.280473;0.264447;0.251224;0.296748;0.300504
22;0.280751;0.266607;0.253277;0.296748;0.300504
23;0.280985;0.267229;0.253868;0.294227;0.300545
24;0.283135;0.270477;0.256953;0.294227;0.300545
25;0.285918;0.272362;0.258743;0.294657;0.302625
26;0.288600;0.273109;0.259454;0.294657;0.302625
27;0.290193;0.276147;0.262339;0.294285;0.301958
28;0.294175;0.277345;0.263478;0.294285;0.301958
29;0.297802;0.280053;0.266050;0.294285;0.301958
