step;t_min;region;story;stage_tried;stage_accepted;fired_rules;suppression;deployment;containment;protection;evacuation;warning;quality;gate_min;J_forecast;J_noaction;attended
0;0;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.19] A1[0.54] G1[0.36] G2[0.36] G3[0.24];0.86;0.72;0.14;0.78;0.28;0.17;0.78;0.00;0.2239;0.2239;1
0;0;Agent_2;orders came from the seed rule base (rules as-is);0;0;R7[0.11] R11[0.23] R15[0.20] R20[0.12] R26[0.20] A1[0.11];0.53;0.68;0.28;0.43;0.40;0.53;0.76;0.00;0.2239;0.2239;1
0;0;Agent_3;orders came from the seed rule base (rules as-is);0;0;G1[0.11];0.10;0.09;0.00;0.00;0.00;0.00;0.73;0.00;0.2239;0.2239;1
0;0;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.19] A1[0.54] G1[0.36] G2[0.36] G3[0.24];0.86;0.72;0.14;0.78;0.28;0.17;0.78;0.00;0.2239;0.2239;1
0;0;Agent_2;orders came from the seed rule base (rules as-is);0;0;R7[0.11] R11[0.23] R15[0.20] R20[0.12] R26[0.20] A1[0.11];0.53;0.68;0.28;0.43;0.40;0.53;0.76;0.00;0.2239;0.2239;1
0;0;Agent_3;orders came from the seed rule base (rules as-is);0;0;G1[0.11];0.10;0.09;0.00;0.00;0.00;0.00;0.73;0.00;0.2239;0.2239;1
0;0;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.19] A1[0.54] G1[0.36] G2[0.36] G3[0.24];0.86;0.72;0.14;0.78;0.28;0.17;0.78;0.00;0.2239;0.2239;1
0;0;Agent_2;orders came from the seed rule base (rules as-is);0;0;R7[0.11] R11[0.23] R15[0.20] R20[0.12] R26[0.20] A1[0.11];0.53;0.68;0.28;0.43;0.40;0.53;0.76;0.00;0.2239;0.2239;1
0;0;Agent_3;orders came from the seed rule base (rules as-is);0;0;G1[0.11];0.10;0.09;0.00;0.00;0.00;0.00;0.73;0.00;0.2239;0.2239;1
1;1;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.17] A1[0.49] G1[0.32] G2[0.32] G3[0.22];0.78;0.65;0.13;0.78;0.26;0.15;0.78;0.00;0.2273;0.2273;1
1;1;Agent_2;orders came from the seed rule base (rules as-is);0;0;R7[0.10] R11[0.23] R15[0.18] R20[0.10] R26[0.18] A1[0.10];0.48;0.63;0.25;0.39;0.38;0.50;0.78;0.00;0.2273;0.2273;1
1;1;Agent_3;orders came from the seed rule base (rules as-is);0;0;G1[0.10];0.09;0.08;0.00;0.00;0.00;0.00;0.76;0.00;0.2273;0.2273;1
2;2;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.16] A1[0.60] G1[0.30] G2[0.30] G3[0.27];0.79;0.61;0.16;0.78;0.31;0.19;0.80;0.12;0.2302;0.2302;1
2;2;Agent_2;orders came from the seed rule base (rules as-is);0;0;R7[0.12] R11[0.23] R15[0.17] R20[0.10] R26[0.17] A1[0.12];0.47;0.62;0.25;0.43;0.39;0.49;0.79;0.12;0.2302;0.2302;1
2;2;Agent_3;orders came from the seed rule base (rules as-is);0;0;G1[0.09];0.08;0.07;0.00;0.00;0.00;0.00;0.73;0.12;0.2302;0.2302;1
3;3;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.17] R26[0.04] A1[0.68] G1[0.29] G2[0.29];0.82;0.64;0.17;0.78;0.36;0.20;0.73;0.12;0.2476;0.2328;1
3;3;Agent_2;orders came from the seed rule base (rules as-is);0;0;R7[0.12] R11[0.23] R15[0.16] R20[0.09] R26[0.16] A1[0.12];0.45;0.60;0.24;0.43;0.38;0.48;0.84;0.12;0.2476;0.2328;1
3;3;Agent_3;orders came from the seed rule base (rules as-is);0;0;R7[0.04] R20[0.02] R26[0.04] A1[0.08] G1[0.09] G2[0.08];0.22;0.18;0.04;0.18;0.04;0.02;0.76;0.12;0.2476;0.2328;1
