step;j_candidate;j_noaction;satisficing_bound;phys_candidate;phys_noaction
0;0.223888;0.223888;0.212694;0.287321;0.287321
1;0.227257;0.227257;0.215894;0.287321;0.287321
2;0.230229;0.230229;0.218717;0.287321;0.287321
3;0.177340;0.232827;0.221186;0.266354;0.291713
4;0.056176;0.231041;0.219489;0.266354;0.291713
5;0.051046;0.061175;0.058116;0.038218;0.081223
6;0.052264;0.061361;0.058293;0.038218;0.069895
7;0.053467;0.081743;0.077656;0.038218;0.069895
8;0.053590;0.063713;0.060528;0.038218;0.071204
9;0.054350;0.063909;0.060714;0.038218;0.071204
10;0.055110;0.064693;0.061458;0.038218;0.071204
11;0.055875;0.085501;0.081226;0.038218;0.071204
12;0.056628;0.068015;0.064614;0.038218;0.071204
13;0.057385;0.067619;0.064238;0.038218;0.071204
14;0.058142;0.067803;0.064413;0.038218;0.071204
15;0.058901;0.068575;0.065146;0.038218;0.071204
16;0.059660;0.068752;0.065315;0.038218;0.071204
17;0.060426;0.148531;0.141104;0.038218;0.071204
18;0.061184;0.073804;0.070114;0.038218;0.073143
19;0.061944;0.072827;0.069186;0.038218;0.073143
20;0.062704;0.072416;0.068795;0.038218;0.073143
21;0.063464;0.073181;0.069522;0.038218;0.073143
22;0.064230;0.094467;0.089744;0.038218;0.073143
23;0.064988;0.078208;0.074297;0.038218;0.073143
24;0.065747;0.077235;0.073374;0.038218;0.073143
25;0.066507;0.076827;0.072986;0.038218;0.073143
26;0.067266;0.076999;0.073149;0.038218;0.073143
27;0.068025;0.077168;0.073310;0.038218;0.073143
28;0.068790;0.099045;0.094092;0.038218;0.090505
29;0.069546;0.083355;0.079188;0.038218;0.090505
30;0.070304;0.082389;0.078270;0.038218;0.090505
31;0.071062;0.081984;0.077885;0.038218;0.090505
32;0.071825;0.102088;0.096983;0.038218;0.090505
33;0.072580;0.086397;0.082077;0.038218;0.090505
34;0.073337;0.086008;0.081708;0.038218;0.090505
