quantity;value
cycles;16
satisficing_failed;16
tried;3
accepted;2
rejected;1
withheld;0
persist_failed;0
dJ_accepted;-0.001389
stage2_tried;1
stage2_accepted;0
stage3_tried;2
stage3_accepted;2
blocked: cooldown between adaptation trials;13
gate: admitted (improves G3 + G4);2
rejected: cell already covered — an active rule sits on this antecedent cell and;1
