step;j_candidate;j_noaction;satisficing_bound;phys_candidate;phys_noaction
0;0.243539;0.243539;0.231362;0.286149;0.286149
1;0.244347;0.244347;0.232129;0.286149;0.286149
2;0.245052;0.245052;0.232799;0.286149;0.286149
3;0.264724;0.245862;0.233569;0.287441;0.287461
4;0.256284;0.246721;0.234385;0.274821;0.287935
5;0.254129;0.248492;0.236067;0.274821;0.287935
6;0.249286;0.249930;0.237433;0.264204;0.288589
7;0.249805;0.252016;0.239415;0.268133;0.288703
8;0.239381;0.254063;0.241360;0.268133;0.288703
9;0.241733;0.255673;0.242889;0.268133;0.288703
10;0.228239;0.256414;0.243593;0.268133;0.288703
11;0.229290;0.257789;0.244900;0.268133;0.288703
12;0.226066;0.258535;0.245608;0.232209;0.287059
13;0.222875;0.259796;0.246806;0.232209;0.287059
14;0.225170;0.260588;0.247559;0.232209;0.287059
15;0.225863;0.261357;0.248289;0.214570;0.284915
16;0.229472;0.262655;0.249522;0.214570;0.284915
17;0.235362;0.262551;0.249424;0.214570;0.284915
18;0.241324;0.262884;0.249740;0.214570;0.284915
19;0.241651;0.263159;0.250001;0.214570;0.284915
20;0.259897;0.263261;0.250098;0.214570;0.284915
20;0.259897;0.263261;0.250098;0.214570;0.284915
21;0.252657;0.267392;0.254022;0.214570;0.284915
22;0.253829;0.265955;0.252657;0.214570;0.284915
23;0.253240;0.268790;0.255351;0.214570;0.284915
24;0.254811;0.268287;0.254873;0.214570;0.284915
