step,t_min,burning,burned,j_total,j_physical,j_burn,j_asset,j_pop,j_resp,wws_mean,prec_mean,fmoist_mean,alloc_cells,alloc_rcap_sum
1,1.0,262,262,0.13313,0.15094,0.45282,0.00000,0.00000,0.00000,8.27,0.00,0.159,0,0.0
2,2.0,264,264,0.13368,0.15157,0.45470,0.00000,0.00000,0.00000,8.27,0.00,0.159,0,0.0
3,3.0,274,274,0.13640,0.15464,0.46393,0.00000,0.00000,0.00000,8.27,0.00,0.159,0,0.0
4,4.0,303,303,0.16228,0.16301,0.48903,0.00000,0.00000,0.00128,8.27,0.00,0.159,1535,66.3
5,5.0,332,332,0.16999,0.17062,0.51187,0.00000,0.00000,0.02161,8.27,0.00,0.159,1540,467.7
6,6.0,356,356,0.17593,0.17643,0.52929,0.00000,0.00000,0.04400,8.27,0.00,0.160,1558,515.2
7,7.0,369,370,0.17978,0.17963,0.53889,0.00000,0.00000,0.06880,8.27,0.00,0.160,1599,569.7
8,8.0,392,393,0.18537,0.18461,0.55383,0.00000,0.00000,0.09548,8.27,0.00,0.160,1621,612.3
9,9.0,400,401,0.18823,0.18627,0.55881,0.00000,0.00000,0.12389,8.27,0.00,0.161,1645,651.4
10,10.0,409,410,0.19135,0.18809,0.56427,0.00000,0.00000,0.15350,8.27,0.00,0.162,1658,678.3
11,11.0,412,415,0.19389,0.18908,0.56725,0.00000,0.00000,0.18441,8.27,0.00,0.163,1678,707.5
12,12.0,417,421,0.19665,0.19026,0.57077,0.00000,0.00000,0.21607,8.27,0.00,0.164,1687,724.4
13,13.0,421,425,0.19912,0.19103,0.57309,0.00000,0.00000,0.24816,8.27,0.00,0.165,1441,730.5
14,14.0,423,427,0.20125,0.19141,0.57423,0.00000,0.00000,0.28025,8.27,0.00,0.166,1373,726.4
15,15.0,426,430,0.20364,0.19198,0.57594,0.00000,0.00000,0.31233,8.27,0.00,0.167,1292,721.1
16,16.0,427,431,0.20574,0.19217,0.57651,0.00000,0.00000,0.34442,8.27,0.00,0.167,1231,717.2
17,17.0,432,436,0.20840,0.19311,0.57933,0.00000,0.00000,0.37648,8.27,0.00,0.168,1220,716.6
18,18.0,435,439,0.21074,0.19367,0.58100,0.00000,0.00000,0.40856,8.27,0.00,0.169,1217,716.8
19,19.0,435,439,0.21260,0.19367,0.58100,0.00000,0.00000,0.44065,8.27,0.00,0.170,1215,717.0
20,20.0,435,439,0.21447,0.19367,0.58100,0.00000,0.00000,0.47272,8.27,0.00,0.171,1213,716.6
21,21.0,435,439,0.21635,0.19367,0.58100,0.00000,0.00000,0.50480,8.27,0.00,0.171,1213,717.0
22,22.0,438,442,0.21873,0.19422,0.58265,0.00000,0.00000,0.53687,8.27,0.00,0.172,1212,716.5
23,23.0,438,442,0.22062,0.19422,0.58265,0.00000,0.00000,0.56895,8.27,0.00,0.173,1213,716.9
24,24.0,439,443,0.22268,0.19440,0.58320,0.00000,0.00000,0.60101,8.27,0.00,0.173,1213,716.5
25,25.0,441,445,0.22491,0.19477,0.58430,0.00000,0.00000,0.63308,8.27,0.00,0.174,1214,716.5
