step;t_min;hotspot;attended;shares;statement
0;0.0;Agent_3;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_3 (priority 0.58), Agent_3 share 1.00, Agent_1 share 1.00, Agent_2 share 1.00
1;30.0;Agent_3;Agent_1|Agent_3;Agent_1=1.0|Agent_2=0.635|Agent_3=1.0;Global DSS: focus on Agent_3 (priority 0.33), Agent_3 share 1.00, Agent_1 share 1.00, Agent_2 share 0.63 (monitor)
2;60.0;Agent_3;Agent_1|Agent_3;Agent_1=1.0|Agent_2=0.635|Agent_3=1.0;Global DSS: focus on Agent_3 (priority 0.31), Agent_3 share 1.00, Agent_1 share 1.00, Agent_2 share 0.64 (monitor)
10;300.0;Agent_3;Agent_1|Agent_3;Agent_1=1.0|Agent_2=0.64|Agent_3=1.0;Global DSS: focus on Agent_3 (priority 0.29), Agent_3 share 1.00, Agent_1 share 1.00, Agent_2 share 0.64 (monitor)
3;90.0;Agent_3;Agent_1|Agent_3;Agent_1=1.0|Agent_2=0.644|Agent_3=1.0;Global DSS: focus on Agent_3 (priority 0.27), Agent_3 share 1.00, Agent_1 share 1.00, Agent_2 share 0.64 (monitor)
4;120.0;Agent_3;Agent_1|Agent_3;Agent_1=1.0|Agent_2=0.647|Agent_3=1.0;Global DSS: focus on Agent_3 (priority 0.25), Agent_3 share 1.00, Agent_1 share 1.00, Agent_2 share 0.65 (monitor)
5;150.0;Agent_3;Agent_1|Agent_3;Agent_1=1.0|Agent_2=0.646|Agent_3=1.0;Global DSS: focus on Agent_3 (priority 0.25), Agent_3 share 1.00, Agent_1 share 1.00, Agent_2 share 0.65 (monitor)
9;270.0;Agent_3;Agent_1|Agent_3;Agent_1=1.0|Agent_2=0.64|Agent_3=1.0;Global DSS: focus on Agent_3 (priority 0.24), Agent_3 share 1.00, Agent_1 share 1.00, Agent_2 share 0.64 (monitor)
6;180.0;Agent_3;Agent_1|Agent_3;Agent_1=1.0|Agent_2=0.64|Agent_3=1.0;Global DSS: focus on Agent_3 (priority 0.24), Agent_3 share 1.00, Agent_1 share 1.00, Agent_2 share 0.64 (monitor) · water ferried from Agent_2's water (134 m) to Agent_1, water ferried from Agent_2's water (3650 m) to Agent_3
7;210.0;Agent_3;Agent_1|Agent_3;Agent_1=1.0|Agent_2=0.644|Agent_3=1.0;Global DSS: focus on Agent_3 (priority 0.21), Agent_3 share 1.00, Agent_1 share 1.00, Agent_2 share 0.64 (monitor) · water ferried from Agent_2's water (150 m) to Agent_1, water ferried from Agent_2's water (3511 m) to Agent_3
8;240.0;Agent_3;Agent_1|Agent_3;Agent_1=1.0|Agent_2=0.652|Agent_3=1.0;Global DSS: focus on Agent_3 (priority 0.20), Agent_3 share 1.00, Agent_1 share 1.00, Agent_2 share 0.65 (monitor) · water ferried from Agent_2's water (192 m) to Agent_1, water ferried from Agent_2's water (3352 m) to Agent_3
9;270.0;Agent_3;Agent_1|Agent_3;Agent_1=1.0|Agent_2=0.658|Agent_3=1.0;Global DSS: focus on Agent_3 (priority 0.19), Agent_3 share 1.00, Agent_1 share 1.00, Agent_2 share 0.66 (monitor) · water ferried from Agent_2's water (295 m) to Agent_1, water ferried from Agent_2's water (3384 m) to Agent_3
10;300.0;Agent_3;Agent_1|Agent_3;Agent_1=1.0|Agent_2=0.663|Agent_3=1.0;Global DSS: focus on Agent_3 (priority 0.18), Agent_3 share 1.00, Agent_1 share 1.00, Agent_2 share 0.66 (monitor) · water ferried from Agent_2's water (577 m) to Agent_1, water ferried from Agent_2's water (3407 m) to Agent_3
11;330.0;Agent_3;Agent_1|Agent_3;Agent_1=1.0|Agent_2=0.667|Agent_3=1.0;Global DSS: focus on Agent_3 (priority 0.16), Agent_3 share 1.00, Agent_1 share 1.00, Agent_2 share 0.67 (monitor)
12;360.0;Agent_3;Agent_1|Agent_3;Agent_1=1.0|Agent_2=0.666|Agent_3=1.0;Global DSS: focus on Agent_3 (priority 0.15), Agent_3 share 1.00, Agent_1 share 1.00, Agent_2 share 0.67 (monitor)
13;390.0;Agent_3;Agent_1|Agent_3;Agent_1=1.0|Agent_2=0.665|Agent_3=1.0;Global DSS: focus on Agent_3 (priority 0.14), Agent_3 share 1.00, Agent_1 share 1.00, Agent_2 share 0.66 (monitor)
14;420.0;Agent_3;Agent_1|Agent_3;Agent_1=1.0|Agent_2=0.667|Agent_3=1.0;Global DSS: focus on Agent_3 (priority 0.13), Agent_3 share 1.00, Agent_1 share 1.00, Agent_2 share 0.67 (monitor)
15;450.0;Agent_3;Agent_1|Agent_3;Agent_1=1.0|Agent_2=0.669|Agent_3=1.0;Global DSS: focus on Agent_3 (priority 0.12), Agent_3 share 1.00, Agent_1 share 1.00, Agent_2 share 0.67 (monitor) · water ferried from Agent_2's water (671 m) to Agent_1, water ferried from Agent_2's water (3423 m) to Agent_3
16;480.0;Agent_3;Agent_1|Agent_3;Agent_1=1.0|Agent_2=0.671|Agent_3=1.0;Global DSS: focus on Agent_3 (priority 0.11), Agent_3 share 1.00, Agent_1 share 1.00, Agent_2 share 0.67 (monitor) · water ferried from Agent_2's water (671 m) to Agent_1, water ferried from Agent_2's water (3810 m) to Agent_3
17;510.0;Agent_3;Agent_1|Agent_3;Agent_1=1.0|Agent_2=0.67|Agent_3=1.0;Global DSS: focus on Agent_3 (priority 0.10), Agent_3 share 1.00, Agent_1 share 1.00, Agent_2 share 0.67 (monitor) · water ferried from Agent_2's water (671 m) to Agent_1, water ferried from Agent_2's water (3810 m) to Agent_3
18;540.0;Agent_3;Agent_1|Agent_3;Agent_1=1.0|Agent_2=0.671|Agent_3=1.0;Global DSS: focus on Agent_3 (priority 0.09), Agent_3 share 1.00, Agent_1 share 1.00, Agent_2 share 0.67 (monitor)
19;570.0;Agent_3;Agent_1|Agent_3;Agent_1=1.0|Agent_2=0.672|Agent_3=1.0;Global DSS: focus on Agent_3 (priority 0.08), Agent_3 share 1.00, Agent_1 share 1.00, Agent_2 share 0.67 (monitor) · water ferried from Agent_2's water (671 m) to Agent_1, water ferried from Agent_2's water (3446 m) to Agent_3
20;600.0;Agent_3;Agent_1|Agent_3;Agent_1=1.0|Agent_2=0.673|Agent_3=1.0;Global DSS: focus on Agent_3 (priority 0.07), Agent_3 share 1.00, Agent_1 share 1.00, Agent_2 share 0.67 (monitor)
21;630.0;Agent_3;Agent_1|Agent_3;Agent_1=1.0|Agent_2=0.674|Agent_3=1.0;Global DSS: focus on Agent_3 (priority 0.07), Agent_3 share 1.00, Agent_1 share 1.00, Agent_2 share 0.67 (monitor)
22;660.0;Agent_3;Agent_1|Agent_3;Agent_1=1.0|Agent_2=0.675|Agent_3=1.0;Global DSS: focus on Agent_3 (priority 0.06), Agent_3 share 1.00, Agent_1 share 1.00, Agent_2 share 0.67 (monitor)
23;690.0;Agent_3;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_3 (priority 0.05), Agent_3 share 1.00, Agent_1 share 1.00, Agent_2 share 1.00
24;720.0;Agent_3;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_3 (priority 0.05), Agent_3 share 1.00, Agent_1 share 1.00, Agent_2 share 1.00 · water ferried from Agent_2's water (671 m) to Agent_1
25;750.0;Agent_3;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_3 (priority 0.04), Agent_3 share 1.00, Agent_1 share 1.00, Agent_2 share 1.00 · water ferried from Agent_2's water (671 m) to Agent_1, water ferried from Agent_2's water (4370 m) to Agent_3
