step;j_candidate;j_noaction;satisficing_bound;phys_candidate;phys_noaction
10;0.244490;0.242080;0.237239;0.235436;0.247398
0;0.053641;0.053539;0.052468;0.060793;0.060678
1;0.104241;0.104197;0.102113;0.118140;0.118090
2;0.118834;0.147098;0.144156;0.128378;0.166711
3;0.149571;0.155465;0.152356;0.163318;0.176175
4;0.169025;0.168640;0.165267;0.185360;0.191066
5;0.189919;0.187853;0.184096;0.208954;0.212783
6;0.204277;0.202735;0.198681;0.225077;0.229578
7;0.214497;0.215975;0.211656;0.236425;0.244488
8;0.216575;0.221206;0.216782;0.238566;0.250300
9;0.213582;0.223403;0.218935;0.234997;0.252646
10;0.214148;0.218917;0.214539;0.235436;0.247398
11;0.214617;0.212494;0.208244;0.235783;0.239942
12;0.214940;0.211853;0.207616;0.235990;0.239064
13;0.215395;0.211607;0.207374;0.236335;0.238651
14;0.215852;0.211115;0.206892;0.236697;0.237964
15;0.216167;0.211313;0.207087;0.237005;0.238064
16;0.216381;0.211492;0.207262;0.237140;0.238147
17;0.216914;0.211763;0.207527;0.237704;0.238349
18;0.217036;0.212183;0.207940;0.237668;0.238751
19;0.217320;0.212368;0.208121;0.237956;0.238901
20;0.217597;0.212525;0.208274;0.238193;0.239035
21;0.217783;0.212986;0.208726;0.238344;0.239517
22;0.217966;0.213218;0.208954;0.238461;0.239733
23;0.218188;0.213423;0.209154;0.238663;0.239915
24;0.218500;0.213023;0.208762;0.238898;0.239418
24;0.218500;0.213023;0.208762;0.238898;0.239418
25;0.218746;0.213063;0.208802;0.239099;0.239435
25;0.218746;0.213063;0.208802;0.239099;0.239435
26;0.218759;0.213156;0.208893;0.239183;0.239518
27;0.218830;0.213238;0.208973;0.239233;0.239585
28;0.219009;0.213272;0.209007;0.239333;0.239584
28;0.219012;0.213272;0.209007;0.239333;0.239584
29;0.219182;0.213286;0.209021;0.239433;0.239567
30;0.225836;0.213293;0.209027;0.239516;0.239550
30;0.225836;0.213293;0.209027;0.239516;0.239550
31;0.226373;0.213357;0.209090;0.239599;0.239599
32;0.224632;0.213448;0.209179;0.239683;0.239683
32;0.224632;0.213448;0.209179;0.239683;0.239683
33;0.222725;0.213541;0.209270;0.239766;0.239766
34;0.220863;0.213626;0.209354;0.239849;0.239849
35;0.220878;0.213706;0.209432;0.239933;0.239933
36;0.221022;0.213787;0.209511;0.240016;0.240016
37;0.219256;0.212767;0.208512;0.240099;0.240099
38;0.219305;0.212869;0.208612;0.240183;0.240183
39;0.219602;0.212944;0.208685;0.240266;0.240266
40;0.219696;0.213019;0.208758;0.240349;0.240349
41;0.219801;0.213094;0.208832;0.240433;0.240433
42;0.219913;0.213169;0.208906;0.240516;0.240516
