step,t_min,burning,burned,j_total,j_physical,j_burn,j_asset,j_pop,j_resp,wws_mean,prec_mean,fmoist_mean,alloc_cells,alloc_rcap_sum
1,1.0,29,29,0.02467,0.02797,0.08391,0.00000,0.00000,0.00000,8.27,0.00,0.067,0,0.0
2,2.0,36,36,0.04254,0.03403,0.10210,0.00000,0.00000,0.00022,8.27,0.00,0.068,352,33.6
3,3.0,46,46,0.05034,0.04229,0.12686,0.00000,0.00000,0.00044,8.27,0.00,0.068,360,34.0
4,4.0,55,55,0.06060,0.04934,0.14801,0.00000,0.00000,0.00099,8.27,0.00,0.068,973,90.0
5,5.0,61,61,0.06438,0.05385,0.16155,0.00000,0.00000,0.00160,8.27,0.00,0.068,585,96.7
6,6.0,64,64,0.06615,0.05605,0.16816,0.00000,0.00000,0.00228,8.27,0.00,0.068,612,107.6
7,7.0,70,70,0.06974,0.06036,0.18107,0.00000,0.00000,0.00302,8.27,0.00,0.068,630,115.2
8,8.0,71,71,0.07030,0.06106,0.18318,0.00000,0.00000,0.00381,8.27,0.00,0.068,649,124.0
9,9.0,76,76,0.07322,0.06453,0.19358,0.00000,0.00000,0.00464,8.27,0.00,0.068,659,128.9
10,10.0,84,84,0.07800,0.06990,0.20969,0.00000,0.00000,0.00552,8.27,0.00,0.069,680,137.2
11,11.0,87,87,0.07980,0.07185,0.21556,0.00000,0.00000,0.00647,8.27,0.00,0.069,718,148.0
12,12.0,96,96,0.08486,0.07756,0.23267,0.00000,0.00000,0.00747,8.27,0.00,0.069,736,154.5
13,13.0,101,101,0.08763,0.08062,0.24186,0.00000,0.00000,0.00853,8.27,0.00,0.069,765,164.8
14,14.0,107,107,0.09090,0.08420,0.25260,0.00000,0.00000,0.00965,8.27,0.00,0.070,791,173.9
15,15.0,116,116,0.09550,0.08938,0.26815,0.00000,0.00000,0.01084,8.27,0.00,0.070,821,183.4
16,16.0,129,129,0.10173,0.09650,0.28950,0.00000,0.00000,0.01211,8.27,0.00,0.070,843,196.2
17,17.0,145,145,0.10892,0.10471,0.31412,0.00000,0.00000,0.01350,8.27,0.00,0.070,882,214.8
18,18.0,160,160,0.11508,0.11190,0.33571,0.00000,0.00000,0.01502,8.27,0.00,0.071,916,235.3
19,19.0,177,177,0.12150,0.11953,0.35859,0.00000,0.00000,0.01670,8.27,0.00,0.071,949,258.6
20,20.0,195,195,0.12787,0.12705,0.38116,0.00000,0.00000,0.01856,8.27,0.00,0.068,979,285.2
21,21.0,218,218,0.13621,0.13593,0.40778,0.00000,0.00000,0.02044,8.27,0.00,0.068,1019,291.4
22,22.0,239,239,0.14211,0.14339,0.43017,0.00000,0.00000,0.02259,8.27,0.00,0.068,1040,330.6
23,23.0,260,260,0.14756,0.15031,0.45092,0.00000,0.00000,0.02504,8.27,0.00,0.068,1083,376.0
24,24.0,288,288,0.15557,0.15878,0.47635,0.00000,0.00000,0.02751,8.27,0.00,0.068,1112,379.5
25,25.0,306,306,0.15639,0.16383,0.49149,0.00000,0.00000,0.03085,8.27,0.00,0.068,1157,508.2
26,26.0,331,331,0.16219,0.17037,0.51112,0.00000,0.00000,0.03437,8.27,0.00,0.068,1179,533.8
27,27.0,359,359,0.16816,0.17713,0.53138,0.00000,0.00000,0.03815,8.27,0.00,0.068,1232,573.7
28,28.0,388,388,0.17389,0.18356,0.55067,0.00000,0.00000,0.04219,8.27,0.00,0.068,1282,610.3
29,29.0,410,410,0.17594,0.18809,0.56427,0.00000,0.00000,0.01246,8.27,0.00,0.068,1348,652.1
30,30.0,438,438,0.17780,0.19348,0.58044,0.00000,0.00000,0.01373,8.27,0.00,0.068,1397,681.1
31,31.0,460,460,0.18129,0.19744,0.59233,0.00000,0.00000,0.01507,8.27,0.00,0.068,1448,717.9
32,32.0,485,485,0.18505,0.20168,0.60504,0.00000,0.00000,0.01647,8.27,0.00,0.069,1493,747.9
33,33.0,508,508,0.18832,0.20535,0.61606,0.00000,0.00000,0.01795,8.27,0.00,0.069,1543,783.9
34,34.0,523,523,0.19038,0.20764,0.62292,0.00000,0.00000,0.01948,8.27,0.00,0.069,1589,814.0
35,35.0,535,535,0.19201,0.20941,0.62823,0.00000,0.00000,0.02105,8.27,0.00,0.069,1614,834.1
36,36.0,554,554,0.19446,0.21211,0.63634,0.00000,0.00000,0.02267,8.27,0.00,0.069,1644,856.8
37,37.0,571,571,0.19656,0.21444,0.64331,0.00000,0.00000,0.02437,8.27,0.00,0.069,1696,897.2
38,38.0,592,592,0.19909,0.21718,0.65155,0.00000,0.00000,0.02613,8.27,0.00,0.069,1733,930.2
39,39.0,611,611,0.20129,0.21956,0.65869,0.00000,0.00000,0.02795,8.27,0.00,0.070,1770,963.6
40,40.0,632,632,0.20360,0.22208,0.66624,0.00000,0.00000,0.02982,8.27,0.00,0.071,1795,987.3
41,41.0,647,647,0.20522,0.22381,0.67144,0.00000,0.00000,0.03173,8.27,0.00,0.073,1818,1008.1
42,42.0,658,658,0.20640,0.22505,0.67515,0.00000,0.00000,0.03367,8.27,0.00,0.074,1836,1022.8
43,43.0,671,671,0.20776,0.22647,0.67942,0.00000,0.00000,0.03566,8.27,0.00,0.075,1860,1046.0
44,44.0,680,680,0.20872,0.22744,0.68232,0.00000,0.00000,0.03769,8.27,0.00,0.077,1890,1069.5
45,45.0,689,689,0.20967,0.22839,0.68516,0.00000,0.00000,0.03974,8.27,0.00,0.078,1901,1080.7
46,46.0,696,696,0.21044,0.22911,0.68734,0.00000,0.00000,0.04182,8.27,0.00,0.079,1916,1094.5
47,47.0,704,704,0.21128,0.22993,0.68979,0.00000,0.00000,0.04391,8.27,0.00,0.080,1925,1102.1
48,48.0,708,708,0.21176,0.23033,0.69100,0.00000,0.00000,0.04603,8.27,0.00,0.081,1936,1114.6
49,49.0,678,711,0.21215,0.23063,0.69190,0.00000,0.00000,0.04816,8.27,0.00,0.083,1942,1119.7
50,50.0,309,724,0.21342,0.23192,0.69575,0.00000,0.00000,0.05025,8.27,0.00,0.084,1924,1102.0
51,51.0,373,838,0.22285,0.24193,0.72579,0.00000,0.00000,0.05162,8.27,0.00,0.084,1691,737.2
52,52.0,294,846,0.22314,0.24256,0.72768,0.00000,0.00000,0.05355,8.27,0.00,0.086,1882,1018.6
53,53.0,292,861,0.22450,0.24372,0.73115,0.00000,0.00000,0.05510,8.27,0.00,0.086,1763,827.1
54,54.0,288,875,0.22552,0.24477,0.73431,0.00000,0.00000,0.05666,8.27,0.00,0.087,1768,829.8
55,55.0,279,885,0.22628,0.24551,0.73652,0.00000,0.00000,0.05821,8.27,0.00,0.088,1751,825.4
56,56.0,279,895,0.22703,0.24623,0.73869,0.00000,0.00000,0.05973,8.27,0.00,0.089,1738,812.6
57,57.0,380,927,0.22914,0.24847,0.74542,0.00000,0.00000,0.06128,8.27,0.00,0.069,1724,823.3
58,58.0,487,943,0.23006,0.24955,0.74865,0.00000,0.00000,0.06304,8.27,0.00,0.069,1818,937.4
59,59.0,596,967,0.23145,0.25112,0.75335,0.00000,0.00000,0.06497,8.27,0.00,0.069,1891,1021.5
60,60.0,695,989,0.23271,0.25250,0.75751,0.00000,0.00000,0.06711,8.27,0.00,0.069,1992,1128.3
61,61.0,774,1001,0.23341,0.25324,0.75971,0.00000,0.00000,0.06941,8.27,0.00,0.069,2041,1212.2
62,62.0,829,1018,0.23440,0.25426,0.76278,0.00000,0.00000,0.07183,8.27,0.00,0.069,2094,1275.5
63,63.0,857,1027,0.23499,0.25479,0.76436,0.00000,0.00000,0.07437,8.27,0.00,0.069,2172,1335.8
64,64.0,870,1035,0.23554,0.25525,0.76576,0.00000,0.00000,0.07697,8.27,0.00,0.069,2206,1364.7
65,65.0,878,1040,0.23594,0.25554,0.76662,0.00000,0.00000,0.07962,8.27,0.00,0.069,2239,1389.9
66,66.0,881,1043,0.23625,0.25571,0.76714,0.00000,0.00000,0.08230,8.27,0.00,0.069,2267,1406.3
67,67.0,884,1046,0.23655,0.25588,0.76765,0.00000,0.00000,0.08499,8.27,0.00,0.069,2281,1414.2
68,68.0,887,1049,0.23687,0.25605,0.76816,0.00000,0.00000,0.08770,8.27,0.00,0.071,2292,1420.7
69,69.0,889,1051,0.23710,0.25617,0.76850,0.00000,0.00000,0.09040,8.27,0.00,0.073,2310,1419.6
70,70.0,890,1052,0.23730,0.25622,0.76867,0.00000,0.00000,0.09311,8.27,0.00,0.075,2324,1424.3
71,71.0,891,1054,0.23756,0.25634,0.76901,0.00000,0.00000,0.09583,8.27,0.00,0.077,2325,1425.1
