step;j_candidate;j_noaction;satisficing_bound;phys_candidate;phys_noaction
52;0.102785;0.117123;0.114780;0.049336;0.087678
53;0.103654;0.117474;0.115124;0.049336;0.087678
54;0.104507;0.118334;0.115967;0.049336;0.087678
55;0.105358;0.118166;0.115803;0.049336;0.087678
56;0.106210;0.119026;0.116646;0.049336;0.087678
57;0.107062;0.119368;0.116981;0.049336;0.087678
58;0.107916;0.119186;0.116802;0.049336;0.087678
59;0.108770;0.119520;0.117130;0.049336;0.087678
60;0.109625;0.119322;0.116936;0.049336;0.087678
61;0.110480;0.120182;0.117778;0.049336;0.087678
62;0.111336;0.120509;0.118099;0.049336;0.082422
63;0.112193;0.121368;0.118941;0.049336;0.082422
64;0.113050;0.121154;0.118731;0.049336;0.082422
65;0.113907;0.120931;0.118512;0.049336;0.082422
66;0.114765;0.120145;0.117743;0.049336;0.082422
67;0.115622;0.227221;0.222677;0.049336;0.082422
68;0.115768;0.118502;0.116132;0.049336;0.082422
69;0.115767;0.119361;0.116974;0.049336;0.082422
70;0.115766;0.120220;0.117816;0.049336;0.082422
71;0.115766;0.121079;0.118657;0.049336;0.082422
72;0.120991;0.121938;0.119499;0.056052;0.072500
73;0.122945;0.122945;0.120486;0.072500;0.072500
74;0.122945;0.122945;0.120486;0.072500;0.072500
75;0.134785;0.122945;0.120486;0.072500;0.072500
76;0.135137;0.122945;0.120486;0.072500;0.072500
77;0.135152;0.122945;0.120486;0.072500;0.072500
78;0.134906;0.122945;0.120486;0.072500;0.072500
