step;t_min;region;story;stage_tried;stage_accepted;fired_rules;suppression;deployment;containment;protection;evacuation;warning;quality;gate_min;J_forecast;J_noaction;attended
0;0;Agent_1;RL selected stage 3 [GenAI] (deficit bucket: low) → rejected (rejected at G3 (template) | seed-base decision stands, its orders are applied);3;0;R1[0.22] R2[0.21] R3[0.32] R4[0.11] R6[0.06] R7[0.07];0.52;0.73;0.39;0.75;0.73;0.49;0.77;0.00;0.1617;0.1563;1
1;1;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.23] R2[0.21] R3[0.36] R4[0.12] R6[0.07] R7[0.07];0.50;0.74;0.39;0.75;0.80;0.55;0.79;0.95;0.0194;0.1723;1
2;2;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.23] R2[0.21] R3[0.01] R4[0.21] R6[0.07] R7[0.07];0.60;0.77;0.37;0.77;0.72;0.77;0.90;0.95;0.0192;0.1809;1
3;3;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.23] R2[0.21] R4[0.22] R6[0.07] R7[0.07] R8[0.07];0.60;0.77;0.37;0.77;0.72;0.77;0.90;0.95;0.0192;0.1820;1
4;4;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.23] R2[0.21] R4[0.22] R6[0.07] R7[0.07] R8[0.07];0.60;0.77;0.37;0.77;0.72;0.77;0.90;0.95;0.0192;0.1872;1
5;5;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.23] R2[0.21] R4[0.22] R6[0.07] R7[0.07] R8[0.07];0.60;0.77;0.37;0.77;0.72;0.77;0.90;0.95;0.0193;0.1889;1
6;6;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.23] R2[0.21] R4[0.22] R6[0.07] R7[0.07] R8[0.07];0.60;0.77;0.37;0.77;0.72;0.77;0.90;0.95;0.0193;0.1912;1
7;7;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.23] R2[0.21] R4[0.22] R6[0.07] R7[0.07] R8[0.07];0.60;0.77;0.37;0.77;0.72;0.77;0.90;0.95;0.0193;0.1922;1
8;8;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.23] R2[0.21] R4[0.22] R6[0.07] R7[0.07] R8[0.07];0.60;0.77;0.37;0.77;0.72;0.77;0.90;0.95;0.0193;0.1922;1
9;9;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.23] R2[0.21] R4[0.22] R6[0.07] R7[0.07] R8[0.07];0.60;0.77;0.37;0.77;0.72;0.77;0.90;0.95;0.0194;0.1893;1
10;10;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.23] R2[0.21] R4[0.22] R6[0.07] R7[0.07] R8[0.07];0.60;0.77;0.37;0.77;0.72;0.77;0.90;0.95;0.0194;0.1887;1
11;11;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.23] R2[0.21] R4[0.22] R6[0.07] R7[0.07] R8[0.07];0.60;0.77;0.37;0.77;0.72;0.77;0.90;0.95;0.0194;0.1884;1
12;12;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.23] R2[0.21] R4[0.22] R6[0.07] R7[0.07] R8[0.07];0.60;0.77;0.37;0.77;0.72;0.77;0.90;0.95;0.0195;0.1836;1
13;13;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.23] R2[0.21] R4[0.22] R6[0.07] R7[0.07] R8[0.07];0.60;0.77;0.37;0.77;0.72;0.77;0.90;0.95;0.0195;0.1804;1
14;14;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.23] R2[0.21] R4[0.21] R6[0.07] R7[0.07] R8[0.07];0.60;0.77;0.37;0.77;0.72;0.77;0.90;0.95;0.0195;0.1783;1
15;15;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.23] R2[0.21] R4[0.21] R6[0.07] R7[0.07] R8[0.07];0.60;0.77;0.37;0.77;0.72;0.77;0.90;0.95;0.0195;0.1750;1
16;16;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.23] R2[0.21] R4[0.21] R6[0.06] R7[0.07] R8[0.06];0.60;0.77;0.37;0.77;0.72;0.77;0.90;0.95;0.0196;0.1750;1
17;17;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.23] R2[0.21] R4[0.21] R6[0.06] R7[0.07] R8[0.06];0.60;0.77;0.37;0.77;0.72;0.77;0.90;0.95;0.0196;0.1727;1
18;18;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.23] R2[0.21] R4[0.21] R6[0.06] R7[0.07] R8[0.06];0.60;0.77;0.37;0.77;0.72;0.77;0.90;0.95;0.0196;0.1640;1
19;19;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.23] R2[0.21] R4[0.21] R6[0.06] R7[0.07] R8[0.06];0.60;0.77;0.37;0.77;0.72;0.77;0.90;0.95;0.0197;0.1628;1
20;20;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.23] R2[0.21] R4[0.21] R6[0.06] R7[0.07] R8[0.06];0.60;0.77;0.37;0.77;0.72;0.77;0.90;0.95;0.0197;0.1624;1
21;21;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.23] R2[0.21] R4[0.21] R6[0.06] R7[0.07] R8[0.06];0.60;0.77;0.37;0.77;0.72;0.77;0.90;0.95;0.0197;0.1590;1
22;22;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.23] R2[0.21] R4[0.21] R6[0.06] R7[0.07] R8[0.06];0.60;0.77;0.37;0.77;0.72;0.77;0.90;0.95;0.0198;0.1534;1
23;23;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.23] R2[0.21] R4[0.21] R6[0.06] R7[0.07] R8[0.06];0.60;0.77;0.37;0.77;0.72;0.77;0.90;0.95;0.0198;0.1507;1
24;24;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.23] R2[0.21] R4[0.21] R6[0.06] R7[0.07] R8[0.06];0.60;0.77;0.37;0.77;0.72;0.77;0.90;0.95;0.0198;0.1394;1
25;25;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.23] R2[0.21] R4[0.21] R6[0.06] R7[0.07] R8[0.06];0.60;0.77;0.37;0.77;0.72;0.77;0.90;0.95;0.0198;0.1369;1
26;26;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.23] R2[0.21] R4[0.21] R6[0.06] R7[0.07] R8[0.06];0.60;0.77;0.37;0.77;0.72;0.77;0.90;0.95;0.0199;0.1283;1
27;27;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.23] R2[0.21] R4[0.21] R6[0.06] R7[0.07] R8[0.06];0.60;0.77;0.37;0.77;0.72;0.77;0.90;0.95;0.0199;0.1246;1
28;28;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.23] R2[0.21] R4[0.21] R6[0.06] R7[0.07] R8[0.06];0.60;0.77;0.37;0.77;0.72;0.77;0.90;0.95;0.0199;0.1163;1
29;29;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.23] R2[0.21] R4[0.21] R6[0.06] R7[0.07] R8[0.06];0.60;0.77;0.37;0.77;0.72;0.77;0.90;0.95;0.0200;0.1158;1
30;30;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.23] R2[0.21] R4[0.21] R6[0.06] R7[0.07] R8[0.06];0.60;0.76;0.37;0.77;0.72;0.77;0.90;0.95;0.0200;0.1141;1
31;31;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.23] R2[0.21] R4[0.21] R6[0.06] R7[0.07] R8[0.06];0.60;0.76;0.37;0.77;0.72;0.77;0.90;0.95;0.0200;0.1095;1
32;32;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.23] R2[0.21] R4[0.21] R6[0.06] R7[0.07] R8[0.06];0.60;0.76;0.37;0.77;0.72;0.77;0.90;0.95;0.0200;0.1054;1
33;33;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.22] R2[0.21] R4[0.21] R6[0.06] R7[0.07] R8[0.06];0.60;0.76;0.37;0.77;0.72;0.77;0.90;0.95;0.0201;0.1018;1
34;34;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.22] R2[0.21] R4[0.21] R6[0.06] R7[0.07] R8[0.06];0.60;0.76;0.37;0.77;0.72;0.77;0.90;0.95;0.0201;0.0975;1
35;35;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.22] R2[0.21] R4[0.21] R6[0.06] R7[0.07] R8[0.06];0.60;0.76;0.37;0.77;0.72;0.77;0.90;0.95;0.0201;0.0925;1
36;36;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.22] R2[0.21] R4[0.21] R6[0.06] R7[0.07] R8[0.06];0.60;0.76;0.37;0.77;0.72;0.77;0.90;0.95;0.0202;0.0919;1
37;37;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.22] R2[0.21] R4[0.20] R6[0.06] R7[0.07] R8[0.06];0.60;0.76;0.37;0.77;0.72;0.77;0.90;0.95;0.0202;0.0874;1
38;38;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.22] R2[0.21] R4[0.20] R6[0.06] R7[0.07] R8[0.06];0.60;0.76;0.37;0.77;0.72;0.77;0.90;0.95;0.0202;0.0841;1
39;39;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.22] R2[0.21] R4[0.20] R6[0.06] R7[0.07] R8[0.06];0.60;0.76;0.37;0.77;0.72;0.77;0.90;0.95;0.0202;0.0794;1
40;40;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.22] R2[0.21] R4[0.20] R6[0.06] R7[0.07] R8[0.06];0.60;0.76;0.37;0.77;0.72;0.77;0.90;0.95;0.0203;0.0739;1
41;41;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.22] R2[0.21] R4[0.20] R6[0.06] R7[0.07] R8[0.06];0.60;0.76;0.37;0.77;0.72;0.77;0.90;0.95;0.0203;0.0739;1
42;42;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.22] R2[0.21] R4[0.20] R6[0.06] R7[0.07] R8[0.06];0.60;0.76;0.37;0.77;0.72;0.77;0.90;0.95;0.0203;0.0711;1
