step,t_min,burning,burned,j_total,j_burn,j_asset,j_pop,j_resp,wws_mean,prec_mean,fmoist_mean,alloc_cells,alloc_rcap_sum
1,1.0,14,14,0.01810,0.04326,0.00000,0.00000,0.00027,8.27,0.00,0.068,188,140.5
2,2.0,14,14,0.01935,0.04326,0.00000,0.00000,0.00074,8.27,0.00,0.068,466,269.3
3,3.0,14,14,0.01913,0.04326,0.00000,0.00000,0.00123,8.27,0.00,0.068,466,269.5
4,4.0,14,14,0.01914,0.04326,0.00000,0.00000,0.00171,8.27,0.00,0.068,466,269.7
5,5.0,14,14,0.01917,0.04326,0.00000,0.00000,0.00219,8.27,0.00,0.068,466,269.7
6,6.0,14,14,0.01920,0.04326,0.00000,0.00000,0.00267,8.27,0.00,0.068,466,269.7
7,7.0,14,14,0.01923,0.04326,0.00000,0.00000,0.00316,8.27,0.00,0.068,466,269.7
8,8.0,14,14,0.01926,0.04326,0.00000,0.00000,0.00364,8.27,0.00,0.068,466,269.7
9,9.0,14,14,0.01929,0.04326,0.00000,0.00000,0.00412,8.27,0.00,0.068,466,269.7
10,10.0,14,14,0.01932,0.04326,0.00000,0.00000,0.00461,8.27,0.00,0.068,466,269.7
11,11.0,14,14,0.01935,0.04326,0.00000,0.00000,0.00509,8.27,0.00,0.068,466,269.7
12,12.0,14,14,0.01937,0.04326,0.00000,0.00000,0.00557,8.27,0.00,0.069,466,269.7
13,13.0,14,14,0.01940,0.04326,0.00000,0.00000,0.00605,8.27,0.00,0.069,466,269.6
14,14.0,14,14,0.01943,0.04326,0.00000,0.00000,0.00654,8.27,0.00,0.069,466,269.6
15,15.0,14,14,0.01946,0.04326,0.00000,0.00000,0.00702,8.27,0.00,0.070,466,269.6
16,16.0,14,14,0.01949,0.04326,0.00000,0.00000,0.00750,8.27,0.00,0.070,466,269.6
17,17.0,14,14,0.01952,0.04326,0.00000,0.00000,0.00798,8.27,0.00,0.070,466,269.6
18,18.0,14,14,0.01955,0.04326,0.00000,0.00000,0.00847,8.27,0.00,0.070,466,269.5
19,19.0,14,14,0.01958,0.04326,0.00000,0.00000,0.00895,8.27,0.00,0.071,466,269.5
20,20.0,14,14,0.01961,0.04326,0.00000,0.00000,0.00943,8.27,0.00,0.071,466,269.5
21,21.0,14,14,0.01964,0.04326,0.00000,0.00000,0.00991,8.27,0.00,0.071,466,269.5
22,22.0,14,14,0.01967,0.04326,0.00000,0.00000,0.01039,8.27,0.00,0.071,466,269.5
23,23.0,14,14,0.01969,0.04326,0.00000,0.00000,0.01088,8.27,0.00,0.072,466,269.4
24,24.0,14,14,0.01972,0.04326,0.00000,0.00000,0.01136,8.27,0.00,0.072,466,269.4
25,25.0,14,14,0.01975,0.04326,0.00000,0.00000,0.01184,8.27,0.00,0.072,466,269.4
26,26.0,14,14,0.01978,0.04326,0.00000,0.00000,0.01232,8.27,0.00,0.072,466,269.4
27,27.0,14,14,0.01981,0.04326,0.00000,0.00000,0.01280,8.27,0.00,0.072,466,269.4
28,28.0,14,14,0.01984,0.04326,0.00000,0.00000,0.01329,8.27,0.00,0.073,466,269.4
29,29.0,14,14,0.01987,0.04326,0.00000,0.00000,0.01377,8.27,0.00,0.073,466,269.3
30,30.0,14,14,0.01990,0.04326,0.00000,0.00000,0.01425,8.27,0.00,0.073,466,269.3
31,31.0,14,14,0.01993,0.04326,0.00000,0.00000,0.01473,8.27,0.00,0.073,466,269.3
32,32.0,14,14,0.01996,0.04326,0.00000,0.00000,0.01521,8.27,0.00,0.073,466,269.3
33,33.0,14,14,0.01998,0.04326,0.00000,0.00000,0.01570,8.27,0.00,0.074,466,269.3
34,34.0,14,14,0.02001,0.04326,0.00000,0.00000,0.01618,8.27,0.00,0.074,466,269.3
35,35.0,14,14,0.02004,0.04326,0.00000,0.00000,0.01666,8.27,0.00,0.074,466,269.3
36,36.0,14,14,0.02007,0.04326,0.00000,0.00000,0.01714,8.27,0.00,0.074,466,269.3
37,37.0,14,14,0.02010,0.04326,0.00000,0.00000,0.01762,8.27,0.00,0.074,466,269.3
38,38.0,14,14,0.02013,0.04326,0.00000,0.00000,0.01811,8.27,0.00,0.074,466,269.3
39,39.0,14,14,0.02016,0.04326,0.00000,0.00000,0.01859,8.27,0.00,0.075,466,269.2
40,40.0,14,14,0.02018,0.04326,0.00000,0.00000,0.01907,8.27,0.00,0.075,466,269.2
41,41.0,14,14,0.02021,0.04326,0.00000,0.00000,0.01955,8.27,0.00,0.075,466,269.2
42,42.0,14,14,0.02024,0.04326,0.00000,0.00000,0.02003,8.27,0.00,0.075,466,269.2
43,43.0,14,14,0.02027,0.04326,0.00000,0.00000,0.02051,8.27,0.00,0.075,466,269.2
44,44.0,14,14,0.02030,0.04326,0.00000,0.00000,0.02100,8.27,0.00,0.075,466,269.2
45,45.0,14,14,0.02033,0.04326,0.00000,0.00000,0.02148,8.27,0.00,0.075,466,269.2
46,46.0,14,14,0.02036,0.04326,0.00000,0.00000,0.02196,8.27,0.00,0.075,466,269.2
47,47.0,14,14,0.02038,0.04326,0.00000,0.00000,0.02244,8.27,0.00,0.076,466,269.2
48,48.0,14,14,0.02041,0.04326,0.00000,0.00000,0.02292,8.27,0.00,0.076,466,269.2
49,49.0,14,14,0.02044,0.04326,0.00000,0.00000,0.02340,8.27,0.00,0.076,466,269.2
50,50.0,14,14,0.02047,0.04326,0.00000,0.00000,0.02388,8.27,0.00,0.076,466,269.2
51,51.0,14,14,0.02050,0.04326,0.00000,0.00000,0.02437,8.27,0.00,0.076,466,269.2
52,52.0,14,14,0.02053,0.04326,0.00000,0.00000,0.02485,8.27,0.00,0.076,466,269.2
53,53.0,14,14,0.02056,0.04326,0.00000,0.00000,0.02533,8.27,0.00,0.076,466,269.2
54,54.0,14,14,0.02058,0.04326,0.00000,0.00000,0.02581,8.27,0.00,0.076,466,269.2
55,55.0,14,14,0.02061,0.04326,0.00000,0.00000,0.02629,8.27,0.00,0.076,466,269.2
56,56.0,14,14,0.02064,0.04326,0.00000,0.00000,0.02677,8.27,0.00,0.077,466,269.1
57,57.0,14,14,0.02067,0.04326,0.00000,0.00000,0.02726,8.27,0.00,0.077,466,269.1
58,58.0,14,14,0.02070,0.04326,0.00000,0.00000,0.02774,8.27,0.00,0.077,466,269.1
59,59.0,14,14,0.02073,0.04326,0.00000,0.00000,0.02822,8.27,0.00,0.077,466,269.1
60,60.0,14,14,0.02075,0.04326,0.00000,0.00000,0.02870,8.27,0.00,0.077,466,269.1
61,61.0,14,14,0.02078,0.04326,0.00000,0.00000,0.02918,8.27,0.00,0.077,466,269.1
62,62.0,14,14,0.02081,0.04326,0.00000,0.00000,0.02966,8.27,0.00,0.077,466,269.1
63,63.0,14,14,0.02084,0.04326,0.00000,0.00000,0.03014,8.27,0.00,0.077,466,269.1
64,64.0,14,14,0.02087,0.04326,0.00000,0.00000,0.03063,8.27,0.00,0.077,466,269.1
65,65.0,14,14,0.02090,0.04326,0.00000,0.00000,0.03111,8.27,0.00,0.077,466,269.1
66,66.0,14,14,0.02092,0.04326,0.00000,0.00000,0.03159,8.27,0.00,0.077,466,269.1
67,67.0,14,14,0.02095,0.04326,0.00000,0.00000,0.03207,8.27,0.00,0.078,466,269.1
68,68.0,14,14,0.02098,0.04326,0.00000,0.00000,0.03255,8.27,0.00,0.078,466,269.1
69,69.0,14,14,0.02101,0.04326,0.00000,0.00000,0.03303,8.27,0.00,0.078,466,269.1
70,70.0,14,14,0.02104,0.04326,0.00000,0.00000,0.03351,8.27,0.00,0.078,466,269.0
71,71.0,14,14,0.02107,0.04326,0.00000,0.00000,0.03400,8.27,0.00,0.078,466,269.0
72,72.0,14,14,0.02110,0.04326,0.00000,0.00000,0.03448,8.27,0.00,0.078,466,269.0
73,73.0,13,14,0.02112,0.04326,0.00000,0.00000,0.03496,8.27,0.00,0.078,466,269.0
74,74.0,13,14,0.02115,0.04326,0.00000,0.00000,0.03544,8.27,0.00,0.078,465,268.0
75,75.0,13,14,0.02118,0.04326,0.00000,0.00000,0.03592,8.27,0.00,0.078,465,268.0
76,76.0,13,14,0.02121,0.04326,0.00000,0.00000,0.03640,8.27,0.00,0.078,465,268.0
77,77.0,13,14,0.02123,0.04326,0.00000,0.00000,0.03688,8.27,0.00,0.078,465,268.0
78,78.0,13,14,0.02126,0.04326,0.00000,0.00000,0.03736,8.27,0.00,0.078,465,267.9
79,79.0,13,14,0.02129,0.04326,0.00000,0.00000,0.03783,8.27,0.00,0.078,465,267.9
80,80.0,13,14,0.02132,0.04326,0.00000,0.00000,0.03831,8.27,0.00,0.078,465,267.9
81,81.0,13,14,0.02135,0.04326,0.00000,0.00000,0.03879,8.27,0.00,0.079,465,267.9
82,82.0,13,14,0.02137,0.04326,0.00000,0.00000,0.03927,8.27,0.00,0.079,465,267.9
83,83.0,12,14,0.02140,0.04326,0.00000,0.00000,0.03975,8.27,0.00,0.079,465,267.9
84,84.0,12,15,0.02231,0.04627,0.00000,0.00000,0.04023,8.27,0.00,0.079,464,267.0
85,85.0,11,15,0.02239,0.04627,0.00000,0.00000,0.04073,8.27,0.00,0.079,483,277.3
86,86.0,12,16,0.02325,0.04928,0.00000,0.00000,0.04120,8.27,0.00,0.079,463,266.1
87,87.0,11,16,0.02332,0.04928,0.00000,0.00000,0.04170,8.27,0.00,0.079,483,277.3
88,88.0,9,16,0.02331,0.04928,0.00000,0.00000,0.04217,8.27,0.00,0.079,463,266.0
89,89.0,9,16,0.02333,0.04928,0.00000,0.00000,0.04265,8.27,0.00,0.079,462,265.1
90,90.0,9,16,0.02337,0.04928,0.00000,0.00000,0.04312,8.27,0.00,0.079,462,265.2
91,91.0,8,16,0.02339,0.04928,0.00000,0.00000,0.04360,8.27,0.00,0.079,462,265.1
92,92.0,11,19,0.02605,0.05825,0.00000,0.00000,0.04406,8.27,0.00,0.079,453,260.3
93,93.0,8,19,0.02612,0.05825,0.00000,0.00000,0.04456,8.27,0.00,0.079,487,280.5
94,94.0,8,19,0.02611,0.05825,0.00000,0.00000,0.04503,8.27,0.00,0.079,453,260.8
95,95.0,8,19,0.02614,0.05825,0.00000,0.00000,0.04550,8.27,0.00,0.079,453,260.3
96,96.0,8,19,0.02616,0.05825,0.00000,0.00000,0.04596,8.27,0.00,0.079,453,260.2
97,97.0,8,19,0.02619,0.05825,0.00000,0.00000,0.04643,8.27,0.00,0.079,453,260.2
98,98.0,8,19,0.02622,0.05825,0.00000,0.00000,0.04690,8.27,0.00,0.080,453,260.2
99,99.0,8,19,0.02624,0.05825,0.00000,0.00000,0.04736,8.27,0.00,0.080,453,260.2
100,100.0,8,19,0.02627,0.05825,0.00000,0.00000,0.04783,8.27,0.00,0.080,453,260.2
101,101.0,8,19,0.02630,0.05825,0.00000,0.00000,0.04829,8.27,0.00,0.080,453,260.1
102,102.0,8,19,0.02632,0.05825,0.00000,0.00000,0.04876,8.27,0.00,0.080,453,260.2
103,103.0,8,19,0.02635,0.05825,0.00000,0.00000,0.04922,8.27,0.00,0.080,453,260.1
104,104.0,8,19,0.02638,0.05825,0.00000,0.00000,0.04969,8.27,0.00,0.080,453,260.1
105,105.0,8,19,0.02641,0.05825,0.00000,0.00000,0.05016,8.27,0.00,0.080,453,260.1
106,106.0,8,19,0.02643,0.05825,0.00000,0.00000,0.05062,8.27,0.00,0.080,453,260.1
107,107.0,8,19,0.02646,0.05825,0.00000,0.00000,0.05109,8.27,0.00,0.080,453,260.1
108,108.0,7,19,0.02648,0.05825,0.00000,0.00000,0.05155,8.27,0.00,0.080,453,260.1
109,109.0,9,22,0.02912,0.06713,0.00000,0.00000,0.05201,8.27,0.00,0.080,444,255.3
110,110.0,5,22,0.02917,0.06713,0.00000,0.00000,0.05250,8.27,0.00,0.080,476,273.8
111,111.0,6,23,0.03004,0.07007,0.00000,0.00000,0.05296,8.27,0.00,0.080,442,254.0
112,112.0,5,23,0.03011,0.07007,0.00000,0.00000,0.05343,8.27,0.00,0.080,462,264.8
113,113.0,5,23,0.03008,0.07007,0.00000,0.00000,0.05388,8.27,0.00,0.080,442,253.5
114,114.0,5,23,0.03011,0.07007,0.00000,0.00000,0.05434,8.27,0.00,0.080,442,253.6
115,115.0,5,23,0.03014,0.07007,0.00000,0.00000,0.05479,8.27,0.00,0.080,442,253.6
116,116.0,5,23,0.03016,0.07007,0.00000,0.00000,0.05525,8.27,0.00,0.080,442,253.6
117,117.0,5,23,0.03019,0.07007,0.00000,0.00000,0.05570,8.27,0.00,0.080,442,253.7
118,118.0,5,23,0.03022,0.07007,0.00000,0.00000,0.05616,8.27,0.00,0.080,442,253.6
119,119.0,5,23,0.03024,0.07007,0.00000,0.00000,0.05661,8.27,0.00,0.080,442,253.7
120,120.0,5,23,0.03027,0.07007,0.00000,0.00000,0.05707,8.27,0.00,0.081,442,253.7
121,121.0,5,23,0.03030,0.07007,0.00000,0.00000,0.05752,8.27,0.00,0.081,442,253.7
122,122.0,4,23,0.03032,0.07007,0.00000,0.00000,0.05797,8.27,0.00,0.081,442,253.8
123,123.0,4,23,0.03034,0.07007,0.00000,0.00000,0.05843,8.27,0.00,0.081,441,252.9
124,124.0,4,23,0.03037,0.07007,0.00000,0.00000,0.05888,8.27,0.00,0.081,441,252.9
125,125.0,4,23,0.03040,0.07007,0.00000,0.00000,0.05934,8.27,0.00,0.081,441,252.9
126,126.0,4,23,0.03042,0.07007,0.00000,0.00000,0.05979,8.27,0.00,0.081,441,253.0
127,127.0,4,23,0.03045,0.07007,0.00000,0.00000,0.06024,8.27,0.00,0.081,441,252.9
128,128.0,4,23,0.03048,0.07007,0.00000,0.00000,0.06070,8.27,0.00,0.081,441,252.9
