step;t_min;region;story;stage_tried;stage_accepted;fired_rules;suppression;deployment;containment;protection;evacuation;warning;quality;gate_min;J_forecast;J_noaction;attended
0;0;Agent_1;stage controller selected stage 2 [resolution increase] (deficit bucket: low) → rejected (cell already covered — an active rule sits on this antecedent cell and the situation is crisp; numeric tuning is stage ① evFIS's job | seed-base decision stands, its orders are applied);2;0;R7[0.02] R20[0.19] G1[0.06] G2[0.19] G3[0.06] G4[0.19];0.80;0.70;0.73;0.76;0.64;0.00;0.53;0.00;0.2438;0.2438;1
0;0;Agent_2;stage controller selected stage 2 [resolution increase] (deficit bucket: low) → rejected (cell already covered — an active rule sits on this antecedent cell and the situation is crisp; numeric tuning is stage ① evFIS's job | seed-base decision stands, its orders are applied);2;0;R11[0.23] G21[0.11] G22[0.11];0.00;0.10;0.15;0.00;0.23;0.23;0.92;0.00;0.2438;0.2438;0
0;0;Agent_3;stage controller selected stage 2 [resolution increase] (deficit bucket: low) → rejected (cell already covered — an active rule sits on this antecedent cell and the situation is crisp; numeric tuning is stage ① evFIS's job | seed-base decision stands, its orders are applied);2;0;G21[0.04] G22[0.04];0.00;0.00;0.00;0.00;0.00;0.00;0.75;0.00;0.2438;0.2438;1
1;1;Agent_1;stage controller selected stage 2 [resolution increase] (deficit bucket: high+gap) → rejected (cell already covered — an active rule sits on this antecedent cell and the situation is crisp; numeric tuning is stage ① evFIS's job | seed-base decision stands, its orders are applied);2;0;R7[0.02] R20[0.17] G1[0.05] G2[0.17] G3[0.05] G4[0.17];0.77;0.67;0.70;0.73;0.58;0.00;0.51;0.00;0.2443;0.2443;1
1;1;Agent_2;stage controller selected stage 2 [resolution increase] (deficit bucket: high+gap) → rejected (cell already covered — an active rule sits on this antecedent cell and the situation is crisp; numeric tuning is stage ① evFIS's job | seed-base decision stands, its orders are applied);2;0;R11[0.20] G21[0.10] G22[0.10];0.00;0.09;0.14;0.00;0.20;0.20;0.93;0.00;0.2443;0.2443;0
1;1;Agent_3;stage controller selected stage 2 [resolution increase] (deficit bucket: high+gap) → rejected (cell already covered — an active rule sits on this antecedent cell and the situation is crisp; numeric tuning is stage ① evFIS's job | seed-base decision stands, its orders are applied);2;0;G21[0.04] G22[0.04];0.00;0.00;0.00;0.00;0.00;0.00;0.78;0.00;0.2443;0.2443;1
2;2;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.16] G1[0.05] G2[0.16] G3[0.05] G4[0.16];0.79;0.68;0.72;0.75;0.69;0.00;0.52;0.12;0.2452;0.2452;1
2;2;Agent_2;orders came from the seed rule base (rules as-is);0;0;R11[0.25] G21[0.10] G22[0.10];0.00;0.12;0.12;0.00;0.25;0.25;0.92;0.12;0.2452;0.2452;0
2;2;Agent_3;orders came from the seed rule base (rules as-is);0;0;G21[0.04] G22[0.04];0.00;0.00;0.00;0.00;0.00;0.00;0.75;0.12;0.2452;0.2452;1
3;3;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.18] R26[0.04] G1[0.04] G2[0.18] G3[0.04];0.91;0.80;0.84;0.88;0.77;0.00;0.60;0.12;0.2380;0.2460;1
3;3;Agent_2;orders came from the seed rule base (rules as-is);0;0;R11[0.25] G21[0.09] G22[0.09] A4[0.04];0.00;0.12;0.12;0.02;0.28;0.25;0.89;0.12;0.2380;0.2460;0
3;3;Agent_3;orders came from the seed rule base (rules as-is);0;0;R7[0.04] R20[0.02] R26[0.04] G18[0.03] G21[0.04] G22[0.04];0.08;0.06;0.12;0.20;0.15;0.00;0.77;0.12;0.2380;0.2460;1
4;4;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.20] R26[0.08] G1[0.04] G2[0.20] G3[0.04];0.91;0.80;0.84;0.88;0.77;0.00;0.61;0.12;0.2415;0.2334;1
4;4;Agent_2;orders came from the seed rule base (rules as-is);0;0;R11[0.25] G21[0.09] G22[0.09] A4[0.04];0.00;0.11;0.12;0.03;0.28;0.25;0.89;0.12;0.2415;0.2334;0
4;4;Agent_3;orders came from the seed rule base (rules as-is);0;0;R7[0.04] R20[0.04] R26[0.08] G18[0.04] G21[0.04] G22[0.04];0.11;0.11;0.15;0.26;0.21;0.00;0.80;0.12;0.2415;0.2334;1
5;5;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.21] R26[0.11] G1[0.04] G2[0.21] G3[0.04];0.92;0.80;0.84;0.88;0.77;0.00;0.62;0.12;0.2455;0.2351;1
5;5;Agent_2;orders came from the seed rule base (rules as-is);0;0;R11[0.25] G21[0.09] G22[0.09] A4[0.05];0.00;0.11;0.12;0.03;0.28;0.25;0.90;0.12;0.2455;0.2351;0
5;5;Agent_3;orders came from the seed rule base (rules as-is);0;0;R7[0.04] R20[0.05] R26[0.11] G18[0.04] G21[0.04] G22[0.04];0.14;0.15;0.17;0.27;0.22;0.00;0.81;0.12;0.2455;0.2351;1
6;6;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.22] R26[0.13] G1[0.04] G2[0.22] G3[0.04];0.92;0.80;0.84;0.88;0.77;0.00;0.63;0.12;0.2492;0.2426;1
6;6;Agent_2;orders came from the seed rule base (rules as-is);0;0;R11[0.25] G21[0.09] G22[0.09] A4[0.05];0.00;0.11;0.12;0.03;0.28;0.25;0.90;0.12;0.2492;0.2426;0
6;6;Agent_3;orders came from the seed rule base (rules as-is);0;0;R7[0.04] R20[0.06] R26[0.13] G18[0.04] G21[0.04] G22[0.04];0.16;0.17;0.19;0.28;0.24;0.00;0.82;0.12;0.2492;0.2426;1
7;7;Agent_1;stage controller selected stage 1 [evFIS] (deficit bucket: high+gap) → ACCEPTED: G5 consequents -0.05;1;1;R7[0.02] R20[0.23] R26[0.14] G1[0.04] G2[0.23] G3[0.04];0.92;0.80;0.83;0.87;0.77;0.00;0.64;0.12;0.2491;0.2402;1
7;7;Agent_2;stage controller selected stage 1 [evFIS] (deficit bucket: high+gap) → ACCEPTED: G5 consequents -0.05;1;1;R11[0.25] G21[0.09] G22[0.09] A4[0.06];0.00;0.11;0.12;0.04;0.29;0.25;0.90;0.12;0.2491;0.2402;0
7;7;Agent_3;stage controller selected stage 1 [evFIS] (deficit bucket: high+gap) → ACCEPTED: G5 consequents -0.05;1;1;R7[0.04] R20[0.07] R26[0.14] G18[0.04] G21[0.04] G22[0.04];0.18;0.20;0.20;0.30;0.25;0.00;0.82;0.12;0.2491;0.2402;1
8;8;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.24] R26[0.16] G1[0.04] G2[0.24] G3[0.04];0.92;0.80;0.83;0.87;0.77;0.00;0.65;0.12;0.2516;0.2452;1
8;8;Agent_2;orders came from the seed rule base (rules as-is);0;0;R11[0.25] G21[0.09] G22[0.09] A4[0.06];0.00;0.11;0.12;0.04;0.29;0.25;0.90;0.12;0.2516;0.2452;0
8;8;Agent_3;orders came from the seed rule base (rules as-is);0;0;R7[0.04] R20[0.07] R26[0.16] G18[0.04] G21[0.04] G22[0.04];0.19;0.21;0.21;0.31;0.27;0.00;0.83;0.12;0.2516;0.2452;1
9;9;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.24] R26[0.17] G1[0.04] G2[0.24] G3[0.04];0.92;0.80;0.83;0.87;0.77;0.00;0.65;0.12;0.2538;0.2471;1
9;9;Agent_2;orders came from the seed rule base (rules as-is);0;0;R11[0.25] G21[0.09] G22[0.09] A4[0.06];0.00;0.11;0.12;0.04;0.29;0.25;0.90;0.12;0.2538;0.2471;0
9;9;Agent_3;orders came from the seed rule base (rules as-is);0;0;R7[0.04] R20[0.08] R26[0.17] G18[0.06] G21[0.04] G22[0.04];0.22;0.23;0.22;0.36;0.32;0.00;0.86;0.12;0.2538;0.2471;1
10;10;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.25] R26[0.17] G1[0.04] G2[0.25] G3[0.04];0.92;0.80;0.83;0.87;0.77;0.00;0.65;0.12;0.2523;0.2457;1
10;10;Agent_2;orders came from the seed rule base (rules as-is);0;0;R11[0.25] G21[0.09] G22[0.09] A4[0.07];0.00;0.11;0.12;0.04;0.29;0.25;0.90;0.12;0.2523;0.2457;0
10;10;Agent_3;orders came from the seed rule base (rules as-is);0;0;R7[0.04] R20[0.09] R26[0.17] G18[0.08] G21[0.04] G22[0.04];0.25;0.25;0.23;0.38;0.34;0.00;0.88;0.12;0.2523;0.2457;1
11;11;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.25] R26[0.18] G1[0.04] G2[0.25] G3[0.04];0.92;0.80;0.83;0.87;0.77;0.00;0.65;0.11;0.2537;0.2460;1
11;11;Agent_2;orders came from the seed rule base (rules as-is);0;0;R11[0.25] G21[0.10] G22[0.10] A4[0.07];0.00;0.11;0.12;0.04;0.29;0.25;0.90;0.11;0.2537;0.2460;0
11;11;Agent_3;orders came from the seed rule base (rules as-is);0;0;R7[0.04] R20[0.10] R26[0.18] G18[0.08] G21[0.04] G22[0.04];0.26;0.26;0.23;0.41;0.37;0.00;0.89;0.11;0.2537;0.2460;1
12;12;Agent_1;stage controller selected stage 1 [evFIS] (deficit bucket: high+gap) → ACCEPTED: G5 consequents -0.05;1;1;R7[0.02] R20[0.25] R26[0.18] G1[0.04] G2[0.25] G3[0.04];0.92;0.79;0.81;0.85;0.77;0.00;0.66;0.11;0.2531;0.2478;1
12;12;Agent_2;stage controller selected stage 1 [evFIS] (deficit bucket: high+gap) → ACCEPTED: G5 consequents -0.05;1;1;R11[0.25] G21[0.10] G22[0.10] A4[0.07];0.00;0.11;0.12;0.04;0.30;0.25;0.90;0.11;0.2531;0.2478;0
12;12;Agent_3;stage controller selected stage 1 [evFIS] (deficit bucket: high+gap) → ACCEPTED: G5 consequents -0.05;1;1;R7[0.04] R20[0.11] R26[0.18] G18[0.08] G21[0.04] G22[0.04];0.26;0.28;0.24;0.43;0.39;0.00;0.90;0.11;0.2531;0.2478;1
13;13;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.25] R26[0.19] G1[0.04] G2[0.25] G3[0.04];0.92;0.79;0.81;0.85;0.77;0.00;0.66;0.11;0.2581;0.2453;1
13;13;Agent_2;orders came from the seed rule base (rules as-is);0;0;R11[0.25] G21[0.10] G22[0.10] A4[0.07];0.00;0.11;0.12;0.04;0.30;0.25;0.90;0.11;0.2581;0.2453;0
13;13;Agent_3;orders came from the seed rule base (rules as-is);0;0;R7[0.04] R20[0.12] R26[0.19] G18[0.08] G21[0.04] G22[0.04];0.26;0.29;0.24;0.45;0.42;0.00;0.91;0.11;0.2581;0.2453;1
14;14;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.25] R26[0.19] G1[0.04] G2[0.25] G3[0.04];0.93;0.79;0.81;0.85;0.77;0.00;0.66;0.11;0.2585;0.2499;1
14;14;Agent_2;orders came from the seed rule base (rules as-is);0;0;R11[0.25] G21[0.10] G22[0.10] A4[0.08];0.00;0.11;0.12;0.05;0.30;0.25;0.90;0.11;0.2585;0.2499;0
14;14;Agent_3;orders came from the seed rule base (rules as-is);0;0;R7[0.04] R20[0.14] R26[0.19] G18[0.08] G21[0.04] G22[0.04];0.27;0.31;0.24;0.48;0.45;0.00;0.92;0.11;0.2585;0.2499;1
15;15;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.25] R26[0.19] G1[0.04] G2[0.25] G3[0.04];0.93;0.79;0.81;0.85;0.77;0.00;0.66;0.11;0.2579;0.2483;1
15;15;Agent_2;orders came from the seed rule base (rules as-is);0;0;R11[0.25] G21[0.10] G22[0.10] A4[0.08];0.00;0.11;0.13;0.05;0.30;0.25;0.91;0.11;0.2579;0.2483;0
15;15;Agent_3;orders came from the seed rule base (rules as-is);0;0;R7[0.04] R20[0.15] R26[0.19] G18[0.08] G21[0.04] G22[0.04];0.27;0.32;0.24;0.50;0.47;0.00;0.93;0.11;0.2579;0.2483;1
2;2;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.16] G1[0.05] G2[0.16] G3[0.05] G4[0.16];0.79;0.68;0.72;0.75;0.69;0.00;0.52;0.12;0.2452;0.2452;1
2;2;Agent_2;orders came from the seed rule base (rules as-is);0;0;R11[0.25] G21[0.10] G22[0.10];0.00;0.12;0.12;0.00;0.25;0.25;0.92;0.12;0.2452;0.2452;0
2;2;Agent_3;orders came from the seed rule base (rules as-is);0;0;G21[0.04] G22[0.04];0.00;0.00;0.00;0.00;0.00;0.00;0.75;0.12;0.2452;0.2452;1
2;2;Agent_1;stage controller selected stage 3 [GenAI] (deficit bucket: mid+gap) → ACCEPTED: G23: G23: IF suppression feasibility is VH AND fire threat level is VL AND intervention urgency is VL THEN suppression effort 0.9, water drafting 0.8, containment line 0.7 (adaptation-born: generative (claude), gates G1-G4);3;3;R7[0.02] R20[0.22] R26[0.15] G1[0.04] G2[0.22] G3[0.04];0.89;0.75;0.78;0.82;0.70;0.00;0.58;0.12;0.2580;0.2452;1
2;2;Agent_2;stage controller selected stage 3 [GenAI] (deficit bucket: mid+gap) → ACCEPTED: G23: G23: IF suppression feasibility is VH AND fire threat level is VL AND intervention urgency is VL THEN suppression effort 0.9, water drafting 0.8, containment line 0.7 (adaptation-born: generative (claude), gates G1-G4);3;3;R11[0.25] G21[0.09] G22[0.09];0.00;0.11;0.12;0.00;0.25;0.25;0.93;0.12;0.2580;0.2452;0
2;2;Agent_3;stage controller selected stage 3 [GenAI] (deficit bucket: mid+gap) → ACCEPTED: G23: G23: IF suppression feasibility is VH AND fire threat level is VL AND intervention urgency is VL THEN suppression effort 0.9, water drafting 0.8, containment line 0.7 (adaptation-born: generative (claude), gates G1-G4);3;3;R20[0.11] R26[0.15] G21[0.04] G22[0.04];0.15;0.24;0.19;0.01;0.01;0.00;0.79;0.12;0.2580;0.2452;1
16;16;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.22] R26[0.16] G1[0.04] G2[0.22] G3[0.04];0.92;0.79;0.80;0.85;0.77;0.00;0.64;0.11;0.2589;0.2487;1
16;16;Agent_2;orders came from the seed rule base (rules as-is);0;0;R11[0.25] G21[0.09] G22[0.09] A4[0.08];0.00;0.11;0.12;0.05;0.30;0.25;0.90;0.11;0.2589;0.2487;0
16;16;Agent_3;orders came from the seed rule base (rules as-is);0;0;R7[0.04] R20[0.13] R26[0.16] G18[0.08] G21[0.04] G22[0.04];0.24;0.28;0.22;0.51;0.48;0.00;0.94;0.11;0.2589;0.2487;1
17;17;Agent_1;stage controller selected stage 1 [evFIS] (deficit bucket: high+gap) → rejected (no improving perturbation found | seed-base decision stands, its orders are applied);1;0;R7[0.02] R20[0.22] R26[0.17] G1[0.03] G2[0.22] G3[0.03];0.92;0.79;0.81;0.85;0.77;0.00;0.65;0.11;0.2589;0.2497;1
17;17;Agent_2;stage controller selected stage 1 [evFIS] (deficit bucket: high+gap) → rejected (no improving perturbation found | seed-base decision stands, its orders are applied);1;0;R11[0.25] G21[0.10] G22[0.10] A4[0.08];0.00;0.11;0.12;0.05;0.30;0.25;0.90;0.11;0.2589;0.2497;0
17;17;Agent_3;stage controller selected stage 1 [evFIS] (deficit bucket: high+gap) → rejected (no improving perturbation found | seed-base decision stands, its orders are applied);1;0;R7[0.04] R20[0.15] R26[0.17] G18[0.08] G21[0.04] G22[0.04];0.24;0.30;0.22;0.51;0.51;0.00;0.94;0.11;0.2589;0.2497;1
18;18;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.22] R26[0.17] G1[0.03] G2[0.22] G3[0.03];0.92;0.79;0.81;0.85;0.77;0.00;0.65;0.11;0.2596;0.2520;1
18;18;Agent_2;orders came from the seed rule base (rules as-is);0;0;R11[0.25] G21[0.10] G22[0.10] A4[0.08];0.00;0.11;0.12;0.05;0.30;0.25;0.91;0.11;0.2596;0.2520;0
18;18;Agent_3;orders came from the seed rule base (rules as-is);0;0;R7[0.04] R20[0.17] R26[0.17] G18[0.08] G21[0.04] G22[0.04];0.25;0.33;0.23;0.51;0.51;0.00;0.94;0.11;0.2596;0.2520;1
19;19;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.22] R26[0.18] G1[0.03] G2[0.22] G3[0.03];0.92;0.79;0.81;0.85;0.77;0.00;0.65;0.11;0.2600;0.2514;1
19;19;Agent_2;orders came from the seed rule base (rules as-is);0;0;R11[0.25] G21[0.10] G22[0.10] A4[0.08];0.00;0.11;0.13;0.05;0.30;0.25;0.91;0.11;0.2600;0.2514;0
19;19;Agent_3;orders came from the seed rule base (rules as-is);0;0;R7[0.04] R20[0.18] R26[0.18] G18[0.08] G21[0.04] G22[0.04];0.25;0.34;0.23;0.51;0.50;0.00;0.94;0.11;0.2600;0.2514;1
20;20;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.21] R26[0.18] G1[0.03] G2[0.21] G3[0.03];0.92;0.79;0.81;0.85;0.77;0.00;0.65;0.11;0.2613;0.2510;1
20;20;Agent_2;orders came from the seed rule base (rules as-is);0;0;R11[0.25] G21[0.10] G22[0.10] A4[0.08];0.00;0.11;0.13;0.05;0.30;0.25;0.90;0.11;0.2613;0.2510;0
20;20;Agent_3;orders came from the seed rule base (rules as-is);0;0;R7[0.04] R20[0.19] R26[0.18] G18[0.08] G21[0.04] G22[0.04];0.26;0.35;0.24;0.51;0.50;0.00;0.94;0.11;0.2613;0.2510;1
21;21;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.21] R26[0.18] G1[0.03] G2[0.21] G3[0.03];0.92;0.79;0.81;0.85;0.77;0.00;0.65;0.11;0.2634;0.2528;1
21;21;Agent_2;orders came from the seed rule base (rules as-is);0;0;R11[0.25] G21[0.10] G22[0.10] A4[0.08];0.00;0.11;0.13;0.05;0.30;0.25;0.91;0.11;0.2634;0.2528;0
21;21;Agent_3;orders came from the seed rule base (rules as-is);0;0;R7[0.04] R20[0.20] R26[0.18] G18[0.08] G21[0.04] G22[0.04];0.26;0.36;0.24;0.51;0.50;0.00;0.94;0.11;0.2634;0.2528;1
