step;t_min;region;story;stage_tried;stage_accepted;fired_rules;suppression;deployment;containment;protection;evacuation;warning;quality;gate_min;J_forecast;J_noaction;attended
51;51;Agent_1;RL selected stage 2 [resolution increase] (deficit bucket: low) → rejected (cell already covered — an active rule sits on this antecedent cell; numeric tuning of an existing cell is stage ① evFIS's job | seed-base decision stands, its orders are applied);2;0;R20[0.57] R26[0.33] A1[0.68] G2[0.60] G5[0.57] G10[0.33];0.45;0.49;0.00;0.83;0.61;0.00;0.87;0.08;0.3149;0.3041;1
51;51;Agent_2;RL selected stage 2 [resolution increase] (deficit bucket: low) → rejected (cell already covered — an active rule sits on this antecedent cell; numeric tuning of an existing cell is stage ① evFIS's job | seed-base decision stands, its orders are applied);2;0;R7[0.08] R11[0.23] R15[0.23] R20[0.39] R26[0.34] A1[0.08];0.35;0.52;0.19;0.76;0.70;0.41;0.77;0.08;0.3149;0.3041;1
