step;j_candidate;j_noaction;satisficing_bound;phys_candidate;phys_noaction
0;0.137457;0.137457;0.130584;0.200854;0.200854
1;0.141309;0.141309;0.134244;0.200854;0.200854
2;0.145452;0.145452;0.138179;0.200854;0.200854
3;0.168458;0.148698;0.141263;0.204728;0.205816
4;0.165529;0.153997;0.146297;0.201680;0.207937
5;0.159878;0.155517;0.147741;0.193480;0.204728
5;0.159878;0.155517;0.147741;0.193480;0.204728
6;0.131440;0.159213;0.151252;0.171621;0.210848
7;0.128685;0.159898;0.151903;0.171621;0.210848
8;0.123616;0.158444;0.150522;0.149669;0.210706
9;0.121970;0.160732;0.152695;0.149669;0.210706
10;0.099358;0.158527;0.150600;0.127856;0.210420
11;0.080073;0.157888;0.149994;0.127856;0.210420
12;0.083608;0.157251;0.149388;0.127856;0.210420
13;0.084831;0.152132;0.144526;0.127856;0.210420
14;0.075738;0.148005;0.140605;0.080619;0.204728
15;0.102050;0.142869;0.135725;0.127052;0.204728
16;0.069743;0.135434;0.128662;0.127052;0.204728
17;0.072484;0.127199;0.120839;0.127052;0.204728
18;0.082409;0.114908;0.109163;0.127052;0.204728
19;0.093275;0.133778;0.127089;0.127052;0.204728
20;0.068683;0.104460;0.099237;0.127052;0.204728
21;0.068892;0.108544;0.103116;0.127052;0.204728
22;0.069154;0.137717;0.130831;0.127052;0.204728
23;0.069418;0.089186;0.084727;0.053107;0.129837
24;0.069640;0.093937;0.089240;0.053107;0.129837
25;0.069863;0.073587;0.069908;0.053107;0.128653
26;0.070087;0.068271;0.064858;0.053107;0.128653
27;0.070311;0.063269;0.060105;0.053107;0.128653
28;0.070536;0.062284;0.059170;0.053107;0.128653
29;0.070761;0.061890;0.058795;0.053107;0.128653
30;0.070986;0.060887;0.057842;0.053107;0.128653
31;0.071211;0.109056;0.103603;0.053107;0.149669
32;0.071436;0.060686;0.057652;0.053107;0.149669
32;0.071436;0.060686;0.057652;0.053107;0.149669
33;0.071660;0.062103;0.058998;0.053107;0.149669
34;0.071885;0.104501;0.099276;0.053107;0.149669
35;0.072109;0.061294;0.058230;0.053107;0.149669
36;0.072333;0.065102;0.061847;0.053107;0.149669
37;0.072557;0.061698;0.058613;0.053107;0.149669
37;0.072557;0.061698;0.058613;0.053107;0.149669
38;0.072780;0.064911;0.061666;0.053107;0.149669
39;0.073003;0.062100;0.058995;0.053107;0.149669
40;0.073226;0.062301;0.059186;0.053107;0.149669
41;0.073448;0.063715;0.060529;0.053107;0.070551
42;0.073670;0.062701;0.059566;0.053107;0.070551
42;0.073670;0.062701;0.059566;0.053107;0.070551
43;0.073891;0.066505;0.063180;0.053107;0.070551
44;0.074112;0.063099;0.059944;0.053107;0.070551
45;0.074333;0.063297;0.060132;0.105202;0.094894
46;0.074553;0.063495;0.060320;0.053107;0.070551
47;0.074773;0.067298;0.063933;0.053107;0.094894
47;0.074545;0.067298;0.063933;0.053107;0.094894
48;0.074809;0.063894;0.060699;0.053107;0.063151
49;0.075065;0.085728;0.081442;0.053107;0.063151
