step,t_min,burning,burned,j_total,j_physical,j_burn,j_asset,j_pop,j_resp,wws_mean,prec_mean,fmoist_mean,alloc_cells,alloc_rcap_sum
1,1.0,14,14,0.01272,0.01442,0.04326,0.00000,0.00000,0.00000,8.27,0.00,0.067,0,0.0
2,2.0,17,17,0.03040,0.01743,0.05228,0.00000,0.00000,0.00080,8.27,0.00,0.068,278,141.7
3,3.0,21,21,0.03394,0.02139,0.06418,0.00000,0.00000,0.00163,8.27,0.00,0.068,297,146.2
4,4.0,24,24,0.03659,0.02433,0.07300,0.00000,0.00000,0.00251,8.27,0.00,0.068,318,151.8
5,5.0,27,27,0.03918,0.02725,0.08175,0.00000,0.00000,0.00342,8.27,0.00,0.068,337,155.7
6,6.0,31,31,0.04254,0.03109,0.09327,0.00000,0.00000,0.00432,8.27,0.00,0.068,341,152.9
7,7.0,32,32,0.04334,0.03204,0.09613,0.00000,0.00000,0.00528,8.27,0.00,0.068,369,161.2
8,8.0,34,34,0.04497,0.03394,0.10183,0.00000,0.00000,0.00622,8.27,0.00,0.068,370,156.7
9,9.0,35,35,0.04581,0.03489,0.10466,0.00000,0.00000,0.00717,8.27,0.00,0.068,380,156.4
10,10.0,35,35,0.04606,0.03489,0.10466,0.00000,0.00000,0.00809,8.27,0.00,0.069,389,151.1
11,11.0,37,37,0.04798,0.03677,0.11030,0.00000,0.00000,0.00895,8.27,0.00,0.068,389,142.8
12,12.0,43,43,0.05310,0.04233,0.12700,0.00000,0.00000,0.00981,8.27,0.00,0.068,407,142.6
13,13.0,46,46,0.05584,0.04508,0.13523,0.00000,0.00000,0.01069,8.27,0.00,0.068,418,143.1
14,14.0,49,49,0.05848,0.04780,0.14339,0.00000,0.00000,0.01156,8.27,0.00,0.068,430,141.4
15,15.0,53,53,0.06168,0.05138,0.15414,0.00000,0.00000,0.01246,8.27,0.00,0.068,458,145.3
16,16.0,56,56,0.06453,0.05404,0.16212,0.00000,0.00000,0.01328,8.27,0.00,0.068,355,131.2
17,17.0,61,61,0.06807,0.05842,0.17525,0.00000,0.00000,0.01420,8.27,0.00,0.068,386,144.1
18,18.0,107,107,0.08515,0.09559,0.28678,0.00000,0.00000,0.01420,8.27,0.00,0.067,0,0.0
19,19.0,140,140,0.10591,0.11913,0.35738,0.00000,0.00000,0.01420,8.27,0.00,0.067,0,0.0
20,20.0,172,172,0.12407,0.13972,0.41916,0.00000,0.00000,0.01420,8.27,0.00,0.067,0,0.0
21,21.0,211,211,0.14386,0.16216,0.48647,0.00000,0.00000,0.01420,8.27,0.00,0.067,0,0.0
22,22.0,250,250,0.16136,0.18200,0.54599,0.00000,0.00000,0.01420,8.27,0.00,0.067,0,0.0
23,23.0,291,291,0.17757,0.20038,0.60114,0.00000,0.00000,0.01420,8.27,0.00,0.067,0,0.0
24,24.0,334,334,0.19247,0.21726,0.65179,0.00000,0.00000,0.01420,8.27,0.00,0.067,0,0.0
25,25.0,381,381,0.20659,0.23328,0.69983,0.00000,0.00000,0.01420,8.27,0.00,0.067,0,0.0
26,26.0,427,427,0.24066,0.24681,0.74042,0.00000,0.00000,0.06504,8.27,0.00,0.068,266,174.4
27,27.0,482,482,0.25345,0.26061,0.78182,0.00000,0.00000,0.07003,8.27,0.00,0.068,276,174.4
28,28.0,535,535,0.26389,0.27182,0.81545,0.00000,0.00000,0.07502,8.27,0.00,0.068,286,174.7
29,29.0,597,597,0.27408,0.28276,0.84827,0.00000,0.00000,0.08001,8.27,0.00,0.068,295,174.6
30,30.0,670,670,0.28374,0.29317,0.87952,0.00000,0.00000,0.08501,8.27,0.00,0.068,304,174.7
31,31.0,750,750,0.29190,0.30214,0.90642,0.00000,0.00000,0.08999,8.27,0.00,0.068,312,174.5
32,32.0,823,823,0.29765,0.30856,0.92569,0.00000,0.00000,0.09498,8.27,0.00,0.068,320,174.5
33,33.0,894,894,0.30237,0.31354,0.94062,0.00000,0.00000,0.09998,8.27,0.00,0.068,328,174.7
34,34.0,969,969,0.30630,0.31771,0.95314,0.00000,0.00000,0.10498,8.27,0.00,0.068,335,174.7
35,35.0,1050,1050,0.30970,0.32124,0.96372,0.00000,0.00000,0.10996,8.27,0.00,0.068,341,174.4
36,36.0,1132,1132,0.31237,0.32400,0.97200,0.00000,0.00000,0.11495,8.27,0.00,0.068,347,174.3
37,37.0,1213,1213,0.30924,0.32611,0.97832,0.00000,0.00000,0.11993,8.27,0.00,0.068,240,174.0
38,38.0,1282,1282,0.30361,0.32752,0.98256,0.00000,0.00000,0.00723,8.27,0.00,0.068,238,173.9
39,39.0,1312,1313,0.29729,0.32806,0.98419,0.00000,0.00000,0.01046,8.27,0.00,0.070,2222,1515.4
40,40.0,1346,1347,0.29796,0.32860,0.98580,0.00000,0.00000,0.01332,8.27,0.00,0.070,2254,1540.4
41,41.0,1369,1370,0.29842,0.32893,0.98680,0.00000,0.00000,0.01625,8.27,0.00,0.070,2287,1572.4
42,42.0,1383,1384,0.29876,0.32912,0.98737,0.00000,0.00000,0.01921,8.27,0.00,0.070,2302,1592.3
43,43.0,1401,1402,0.29914,0.32936,0.98807,0.00000,0.00000,0.02220,8.27,0.00,0.070,2311,1607.9
44,44.0,1419,1420,0.29951,0.32957,0.98872,0.00000,0.00000,0.02523,8.27,0.00,0.070,2326,1628.7
45,45.0,1439,1440,0.29990,0.32981,0.98942,0.00000,0.00000,0.02830,8.27,0.00,0.070,2351,1648.6
46,46.0,1451,1452,0.30020,0.32994,0.98981,0.00000,0.00000,0.03142,8.27,0.00,0.070,2369,1674.3
47,47.0,1464,1465,0.30050,0.33007,0.99022,0.00000,0.00000,0.03457,8.27,0.00,0.070,2381,1689.5
48,48.0,1482,1483,0.30084,0.33025,0.99076,0.00000,0.00000,0.03775,8.27,0.00,0.070,2399,1708.3
49,49.0,1499,1500,0.30117,0.33041,0.99124,0.00000,0.00000,0.04103,8.27,0.00,0.072,2474,1757.6
50,50.0,1515,1516,0.30149,0.33056,0.99167,0.00000,0.00000,0.04433,8.27,0.00,0.075,2497,1769.5
51,51.0,1527,1528,0.30179,0.33066,0.99198,0.00000,0.00000,0.04765,8.27,0.00,0.077,2515,1783.0
52,52.0,1539,1540,0.30208,0.33076,0.99228,0.00000,0.00000,0.05100,8.27,0.00,0.079,2526,1790.4
