scenario,arm,seed,source,package,gate,accepted,dJ
S3,F5EvAI,226,template,False,G2 duplicate cell,False,0.0
S3,F5EvAI,226,template,True,G2 package (name empty or taken),False,0.0
S3,F5EvAI,226,template,False,,True,-0.00019
S3,F5EvAI,226,template,False,,True,-0.02276
S3,F5EvAI,226,template,True,G2 package (name empty or taken),False,0.0
S3,F5EvAI,226,template,False,G2 duplicate cell,False,0.0
S3,F5EvAI,226,template,False,G2 duplicate cell,False,0.0
S4,F5EvAI,226,template,False,,False,0.0
S4,F5EvAI,226,template,False,,False,0.0
S4,F5EvAI,226,template,True,,True,-0.01376
S4,F5EvAI,226,template,False,,True,-0.00817
S4,F5EvAI,226,template,False,G2 duplicate cell,False,0.0
S4,F5EvAI,226,template,True,G2 package (name empty or taken),False,0.0
S4,F5EvAI,226,template,False,G2 duplicate cell,False,0.0
S2,F5EvAI,226,template,False,,False,0.0
S2,F5EvAI,226,template,False,,False,0.0
S2,F5EvAI,226,template,False,,True,0.00254
S2,F5EvAI,226,template,False,G2 duplicate cell,False,0.0
S5,F5EvAI,226,template,False,,False,0.0
S5,F5EvAI,226,template,False,,True,-0.0081
S5,F5EvAI,226,template,True,,True,0.0012
S4,F5EvAI,227,template,False,,False,0.0
S4,F5EvAI,227,template,False,,True,-0.02038
S4,F5EvAI,227,template,True,,True,-0.01729
S4,F5EvAI,227,template,False,,True,-0.02351
S4,F5EvAI,227,template,False,G2 duplicate cell,False,0.0
S4,F5EvAI,227,template,True,G2 package (name empty or taken),False,0.0
S4,F5EvAI,227,template,True,G2 package (name empty or taken),False,0.0
S3,F5EvAI,228,template,False,,False,0.0
S3,F5EvAI,228,template,False,,True,-0.01209
S3,F5EvAI,228,template,False,,False,0.0
S3,F5EvAI,228,template,False,,True,-0.00029
S3,F5EvAI,228,template,False,,False,0.0
S2,F5EvAI,227,template,False,,False,0.0
S2,F5EvAI,227,template,False,,True,-0.02375
S2,F5EvAI,227,template,False,G2 duplicate cell,False,0.0
S2,F5EvAI,227,template,True,,False,0.0
S2,F5EvAI,227,template,True,,False,0.0
S3,F5EvAI,227,template,False,,False,0.0
S3,F5EvAI,227,template,False,,True,-0.00214
S3,F5EvAI,227,template,True,,True,-0.01346
S3,F5EvAI,227,template,False,,False,0.0
S3,F5EvAI,227,template,False,,False,0.0
S3,F5EvAI,227,template,True,G2 package (name empty or taken),False,0.0
S5,F5EvAI,228,template,False,,False,0.0
S5,F5EvAI,228,template,False,,True,-0.01293
S5,F5EvAI,228,template,True,,True,-0.0076
S5,F5EvAI,228,template,False,,True,-0.00338
S5,F5EvAI,228,template,False,,False,0.0
S2,F5EvAI,228,template,False,,False,0.0
S2,F5EvAI,228,template,False,,False,0.0
S2,F5EvAI,228,template,False,,True,-0.02373
S2,F5EvAI,228,template,False,,True,-0.00498
S2,F5EvAI,228,template,False,G2 duplicate cell,False,0.0
S2,F5EvAI,228,template,True,,False,0.0
S2,F5EvAI,228,template,True,,False,0.0
S5,F5EvAI,227,template,False,,False,0.0
S5,F5EvAI,227,template,False,,True,-0.00814
S5,F5EvAI,227,template,True,,True,-0.01203
S4,F5EvAI,228,template,False,,False,0.0
S4,F5EvAI,228,template,False,,True,-0.00075
S4,F5EvAI,228,template,True,,True,-0.00313
S4,F5EvAI,228,template,False,G2 duplicate cell,False,0.0
S4,F5EvAI,228,template,False,G2 duplicate cell,False,0.0
S1,F5EvAI,228,template,False,,False,0.0
S1,F5EvAI,228,template,False,,False,0.0
S1,F5EvAI,228,template,False,,False,0.0
S3,F5EvAI,229,template,False,,False,0.0
S3,F5EvAI,229,template,False,,True,-0.00426
S3,F5EvAI,229,template,True,,True,-0.00124
S4,F5EvAI,229,template,False,,False,0.0
S4,F5EvAI,229,template,False,,True,-0.03145
S4,F5EvAI,229,template,True,,True,-0.0071
S1,F5EvAI,230,template,False,,False,0.0
S1,F5EvAI,230,template,False,,False,0.0
S3,F5EvAI,230,template,False,,False,0.0
S3,F5EvAI,230,template,False,,False,0.0
S5,F5EvAI,229,template,False,,False,0.0
S5,F5EvAI,229,template,False,,True,-0.03377
S5,F5EvAI,229,template,True,,True,-0.00677
S1,F5EvAI,229,template,False,,False,0.0
S1,F5EvAI,229,template,False,,False,0.0
S1,F5EvAI,229,template,False,,False,0.0
S2,F5EvAI,229,template,False,,False,0.0
S2,F5EvAI,229,template,False,,False,0.0
S2,F5EvAI,229,template,False,,False,0.0
S5,F5EvAI,230,template,False,,False,0.0
S5,F5EvAI,230,template,False,,True,0.02483
S5,F5EvAI,230,template,True,,True,-0.00246
S4,F5EvAI,230,template,False,,False,0.0
S4,F5EvAI,230,template,False,,True,0.02533
S4,F5EvAI,230,template,True,,True,-0.0273
S3,F5EvAI,231,template,False,,False,0.0
S3,F5EvAI,231,template,False,,True,-0.02465
S3,F5EvAI,231,template,False,,False,0.0
S2,F5EvAI,230,template,False,,False,0.0
S2,F5EvAI,230,template,False,,False,0.0
S2,F5EvAI,230,template,False,,False,0.0
S1,F5EvAI,232,template,False,,False,0.0
S1,F5EvAI,232,template,False,,False,0.0
S4,F5EvAI,231,template,False,,False,0.0
S4,F5EvAI,231,template,False,,True,-0.02294
S4,F5EvAI,231,template,False,,True,-0.01741
S4,F5EvAI,231,template,False,,True,-0.00709
S4,F5EvAI,231,template,False,,True,-0.00669
S4,F5EvAI,231,template,False,G2 duplicate cell,False,0.0
S4,F5EvAI,231,template,True,,True,-0.00176
S4,F5EvAI,231,template,True,G2 package (name empty or taken),False,0.0
S4,F5EvAI,231,template,False,G2 duplicate cell,False,0.0
S3,F5EvAI,232,template,False,,False,0.0
S3,F5EvAI,232,template,False,,True,-0.00385
S3,F5EvAI,232,template,True,,True,-0.00096
S1,F5EvAI,231,template,False,,False,0.0
S1,F5EvAI,231,template,False,,False,0.0
S1,F5EvAI,231,template,False,,False,0.0
S4,F5EvAI,232,template,False,,False,0.0
S4,F5EvAI,232,template,False,,True,-0.00077
S4,F5EvAI,232,template,False,,False,0.0
S4,F5EvAI,232,template,False,G2 duplicate cell,False,0.0
S4,F5EvAI,232,template,False,,False,0.0
S2,F5EvAI,231,template,False,,False,0.0
S2,F5EvAI,231,template,False,,True,0.00081
S2,F5EvAI,231,template,False,,False,0.0
S2,F5EvAI,231,template,False,G2 duplicate cell,False,0.0
S2,F5EvAI,231,template,False,G2 duplicate cell,False,0.0
S5,F5EvAI,231,template,False,,False,0.0
S5,F5EvAI,231,template,False,,True,-0.02015
S5,F5EvAI,231,template,True,,True,-0.00301
S5,F5EvAI,231,template,False,,True,-0.00013
S5,F5EvAI,231,template,False,,False,0.0
S5,F5EvAI,231,template,True,G2 package (name empty or taken),False,0.0
S5,F5EvAI,231,template,False,,True,-0.0
S5,F5EvAI,231,template,False,,False,0.0
S5,F5EvAI,231,template,True,G2 package (name empty or taken),False,0.0
S5,F5EvAI,231,template,False,,False,0.0
S5,F5EvAI,232,template,False,,False,0.0
S5,F5EvAI,232,template,False,,False,0.0
S5,F5EvAI,232,template,False,,False,0.0
S2,F5EvAI,232,template,False,,False,0.0
S2,F5EvAI,232,template,False,G2 duplicate cell,False,0.0
S2,F5EvAI,232,template,False,,True,-0.00257
S2,F5EvAI,232,template,True,,True,-0.00681
S2,F5EvAI,232,template,True,G2 package (name empty or taken),False,0.0
S2,F5EvAI,232,template,False,,False,0.0
S2,F5EvAI,232,template,False,,False,0.0
S3,F5EvAI,233,template,False,,True,-0.00072
S3,F5EvAI,233,template,False,,False,0.0
S3,F5EvAI,233,template,True,,True,-0.00634
S5,F5EvAI,233,template,False,,False,0.0
S5,F5EvAI,233,template,False,,True,0.00336
S5,F5EvAI,233,template,True,,True,-0.01552
S5,F5EvAI,233,template,False,,True,-0.0011
S1,F5EvAI,233,template,False,,False,0.0
S1,F5EvAI,233,template,False,,True,-0.01955
S1,F5EvAI,233,template,False,G2 duplicate cell,False,0.0
S1,F5EvAI,233,template,False,G2 duplicate cell,False,0.0
S1,F5EvAI,233,template,True,,True,-0.00965
S1,F5EvAI,233,template,False,G2 duplicate cell,False,0.0
S1,F5EvAI,233,template,False,G2 duplicate cell,False,0.0
S1,F5EvAI,233,template,True,G2 package (name empty or taken),False,0.0
S4,F5EvAI,233,template,False,,True,0.00281
S4,F5EvAI,233,template,False,,False,0.0
S4,F5EvAI,233,template,True,,True,-0.00865
S4,F5EvAI,233,template,False,,False,0.0
S2,F5EvAI,233,template,False,,False,0.0
S2,F5EvAI,233,template,False,,True,-0.00789
S2,F5EvAI,233,template,True,,True,0.0041
S2,F5EvAI,233,template,False,,False,0.0
S3,F5EvAI,234,template,False,,False,0.0
S3,F5EvAI,234,template,False,,True,-0.04058
S3,F5EvAI,234,template,True,,True,-0.00787
S3,F5EvAI,234,template,False,G2 duplicate cell,False,0.0
S3,F5EvAI,234,template,False,G2 duplicate cell,False,0.0
S3,F5EvAI,234,template,True,G2 package (name empty or taken),False,0.0
S1,F5EvAI,234,template,False,,False,0.0
S1,F5EvAI,234,template,False,,True,-0.01475
S1,F5EvAI,234,template,True,,True,-0.00094
S1,F5EvAI,234,template,False,G2 duplicate cell,False,0.0
S1,F5EvAI,234,template,False,G2 duplicate cell,False,0.0
S1,F5EvAI,234,template,True,G2 package (name empty or taken),False,0.0
S4,F5EvAI,234,template,False,,False,0.0
S4,F5EvAI,234,template,False,,True,-0.06362
S4,F5EvAI,234,template,True,,True,-0.03497
S4,F5EvAI,234,template,False,G2 duplicate cell,False,0.0
S4,F5EvAI,234,template,False,G2 duplicate cell,False,0.0
S4,F5EvAI,234,template,True,G2 package (name empty or taken),False,0.0
S2,F5EvAI,234,template,False,,False,0.0
S2,F5EvAI,234,template,False,,True,-0.04071
S2,F5EvAI,234,template,False,,False,0.0
S2,F5EvAI,234,template,False,,True,-0.0219
S2,F5EvAI,234,template,False,,True,-0.001
S2,F5EvAI,234,template,False,G2 duplicate cell,False,0.0
S2,F5EvAI,234,template,False,G2 duplicate cell,False,0.0
S2,F5EvAI,234,template,False,G2 duplicate cell,False,0.0
S5,F5EvAI,234,template,False,,False,0.0
S5,F5EvAI,234,template,False,,True,-0.03632
S5,F5EvAI,234,template,True,,True,-0.0172
S5,F5EvAI,234,template,False,G2 duplicate cell,False,0.0
S5,F5EvAI,234,template,False,G2 duplicate cell,False,0.0
S5,F5EvAI,234,template,True,G2 package (name empty or taken),False,0.0
S3,F5EvAI,235,template,False,,False,0.0
S3,F5EvAI,235,template,False,,True,-0.0824
S3,F5EvAI,235,template,True,,True,-0.0023
S3,F5EvAI,235,template,False,,False,0.0
S3,F5EvAI,235,template,False,,True,-1e-05
S3,F5EvAI,235,template,True,G2 package (name empty or taken),False,0.0
S3,F5EvAI,235,template,False,G2 duplicate cell,False,0.0
S3,F5EvAI,235,template,False,G2 duplicate cell,False,0.0
S1,F5EvAI,235,template,False,,False,0.0
S1,F5EvAI,235,template,False,,False,0.0
S1,F5EvAI,235,template,True,,True,-0.00221
S1,F5EvAI,235,template,False,,False,0.0
S2,F5EvAI,235,template,False,,False,0.0
S2,F5EvAI,235,template,False,,False,0.0
S2,F5EvAI,235,template,True,,True,-0.00197
S2,F5EvAI,235,template,False,,True,0.01067
S2,F5EvAI,235,template,False,,True,0.00095
S2,F5EvAI,235,template,True,G2 package (name empty or taken),False,0.0
S2,F5EvAI,235,template,False,,True,-0.00046
S2,F5EvAI,235,template,False,,True,-6e-05
S2,F5EvAI,235,template,False,,False,0.0
S4,F5EvAI,235,template,False,,False,0.0
S4,F5EvAI,235,template,False,,True,-0.08223
S4,F5EvAI,235,template,True,,True,-0.00179
S4,F5EvAI,235,template,False,,True,-0.0006
S4,F5EvAI,235,template,False,,True,-0.00041
S4,F5EvAI,235,template,True,G2 package (name empty or taken),False,0.0
S4,F5EvAI,235,template,False,G2 duplicate cell,False,0.0
S4,F5EvAI,235,template,False,G2 duplicate cell,False,0.0
S3,F5EvAI,236,template,False,,False,0.0
S3,F5EvAI,236,template,False,,False,0.0
S3,F5EvAI,236,template,False,,False,0.0
S5,F5EvAI,235,template,False,,False,0.0
S5,F5EvAI,235,template,False,,True,-0.01685
S5,F5EvAI,235,template,True,,True,-0.02072
S5,F5EvAI,235,template,False,,True,-0.00245
S5,F5EvAI,235,template,False,G2 duplicate cell,False,0.0
S5,F5EvAI,235,template,True,G2 package (name empty or taken),False,0.0
S5,F5EvAI,235,template,False,,True,-0.07097
S5,F5EvAI,235,template,False,,True,-0.00216
S5,F5EvAI,235,template,False,,False,0.0
S5,F5EvAI,235,template,False,,True,-0.00068
S5,F5EvAI,235,template,False,,True,-0.002
S5,F5EvAI,235,template,True,G2 package (name empty or taken),False,0.0
S5,F5EvAI,235,template,False,,False,0.0
S5,F5EvAI,235,template,False,,False,0.0
S4,F5EvAI,236,template,False,,False,0.0
S4,F5EvAI,236,template,False,,True,-0.05947
S4,F5EvAI,236,template,True,,True,-0.00634
S4,F5EvAI,236,template,False,,False,0.0
S1,F5EvAI,236,template,False,,False,0.0
S1,F5EvAI,236,template,False,,False,0.0
S1,F5EvAI,236,template,True,,True,-0.00168
S1,F5EvAI,236,template,False,,True,-0.00419
S1,F5EvAI,236,template,False,G2 duplicate cell,False,0.0
S1,F5EvAI,236,template,False,G2 duplicate cell,False,0.0
S1,F5EvAI,236,template,False,G2 duplicate cell,False,0.0
S2,F5EvAI,236,template,False,,False,0.0
S2,F5EvAI,236,template,False,,False,0.0
S2,F5EvAI,236,template,False,,True,-0.02305
S2,F5EvAI,236,template,False,,False,0.0
S2,F5EvAI,236,template,False,,False,0.0
S2,F5EvAI,236,template,False,,False,0.0
S5,F5EvAI,236,template,False,,False,0.0
S5,F5EvAI,236,template,False,,True,-0.03506
S5,F5EvAI,236,template,False,,False,0.0
S5,F5EvAI,236,template,False,G2 duplicate cell,False,0.0
S5,F5EvAI,236,template,False,G2 duplicate cell,False,0.0
S3,F5EvAI,237,template,False,,False,0.0
S3,F5EvAI,237,template,False,,True,-0.0072
S3,F5EvAI,237,template,True,,True,-0.00357
S3,F5EvAI,237,template,False,G2 duplicate cell,False,0.0
S1,F5EvAI,237,template,False,,False,0.0
S1,F5EvAI,237,template,False,,False,0.0
S1,F5EvAI,237,template,False,,False,0.0
S3,F5EvAI,238,template,False,,False,0.0
S3,F5EvAI,238,template,False,,False,0.0
S3,F5EvAI,238,template,True,,True,-0.01382
S2,F5EvAI,237,template,False,,False,0.0
S2,F5EvAI,237,template,False,,False,0.0
S2,F5EvAI,237,template,False,G2 duplicate cell,False,0.0
S4,F5EvAI,237,template,False,,False,0.0
S4,F5EvAI,237,template,False,,True,-0.00689
S4,F5EvAI,237,template,True,,True,-0.00279
S4,F5EvAI,237,template,False,G2 duplicate cell,False,0.0
S4,F5EvAI,237,template,False,G2 duplicate cell,False,0.0
S4,F5EvAI,237,template,True,G2 package (name empty or taken),False,0.0
S5,F5EvAI,237,template,False,,False,0.0
S5,F5EvAI,237,template,False,,True,0.01297
S5,F5EvAI,237,template,True,,True,-0.00817
S5,F5EvAI,237,template,False,,True,-0.00261
S5,F5EvAI,237,template,False,,True,-0.00024
S3,F5EvAI,239,template,False,,False,0.0
S3,F5EvAI,239,template,False,,True,-0.00338
S1,F5EvAI,238,template,False,,False,0.0
S1,F5EvAI,238,template,False,,False,0.0
S1,F5EvAI,238,template,False,,False,0.0
S4,F5EvAI,238,template,False,,False,0.0
S4,F5EvAI,238,template,False,,False,0.0
S4,F5EvAI,238,template,True,,True,-0.01478
S4,F5EvAI,238,template,False,,False,0.0
S2,F5EvAI,238,template,False,,False,0.0
S2,F5EvAI,238,template,False,,True,0.01741
S2,F5EvAI,238,template,False,,False,0.0
S2,F5EvAI,238,template,False,,True,-0.00021
S5,F5EvAI,238,template,False,,False,0.0
S5,F5EvAI,238,template,False,,False,0.0
S5,F5EvAI,238,template,True,,True,-0.00085
S5,F5EvAI,238,template,False,,False,0.0
S3,F5EvAI,240,template,False,,False,0.0
S3,F5EvAI,240,template,False,,True,-0.0093
S1,F5EvAI,239,template,False,,False,0.0
S1,F5EvAI,239,template,False,,False,0.0
S1,F5EvAI,239,template,True,,True,-0.00296
S1,F5EvAI,239,template,False,,True,-0.00165
S1,F5EvAI,239,template,False,,False,0.0
S1,F5EvAI,239,template,True,G2 package (name empty or taken),False,0.0
S1,F5EvAI,239,template,False,,False,0.0
S2,F5EvAI,239,template,False,,False,0.0
S2,F5EvAI,239,template,False,,False,0.0
S2,F5EvAI,239,template,False,G2 duplicate cell,False,0.0
S4,F5EvAI,239,template,False,,False,0.0
S4,F5EvAI,239,template,False,,True,-0.0002
S4,F5EvAI,239,template,True,,True,-0.00956
S4,F5EvAI,239,template,False,,True,-0.00044
S4,F5EvAI,239,template,False,,False,0.0
S4,F5EvAI,239,template,True,G2 package (name empty or taken),False,0.0
S4,F5EvAI,239,template,False,,True,-0.00022
S4,F5EvAI,239,template,False,G2 duplicate cell,False,0.0
S4,F5EvAI,239,template,True,G2 package (name empty or taken),False,0.0
S4,F5EvAI,239,template,False,G2 duplicate cell,False,0.0
S1,F5EvAI,241,template,False,,False,0.0
S1,F5EvAI,241,template,False,,False,0.0
S1,F5EvAI,241,template,False,,False,0.0
S5,F5EvAI,239,template,False,,False,0.0
S5,F5EvAI,239,template,False,,True,-0.01496
S5,F5EvAI,239,template,False,,True,-0.00097
S5,F5EvAI,239,template,False,,False,0.0
S4,F5EvAI,240,template,False,,False,0.0
S4,F5EvAI,240,template,False,,True,-0.00343
S4,F5EvAI,240,template,False,,True,-0.00397
S4,F5EvAI,240,template,False,G2 duplicate cell,False,0.0
S1,F5EvAI,240,template,False,,False,0.0
S1,F5EvAI,240,template,False,,False,0.0
S1,F5EvAI,240,template,False,,True,-0.00129
S1,F5EvAI,240,template,False,G2 duplicate cell,False,0.0
S1,F5EvAI,240,template,False,,False,0.0
S1,F5EvAI,240,template,False,G2 duplicate cell,False,0.0
S5,F5EvAI,240,template,False,,False,0.0
S5,F5EvAI,240,template,False,,True,-0.00562
S5,F5EvAI,240,template,True,,True,-0.02044
S5,F5EvAI,240,template,False,,True,-0.00263
S5,F5EvAI,240,template,False,,False,0.0
S2,F5EvAI,240,template,False,,False,0.0
S2,F5EvAI,240,template,False,G2 duplicate cell,False,0.0
S2,F5EvAI,240,template,False,,True,-0.02029
S2,F5EvAI,240,template,False,G2 duplicate cell,False,0.0
S2,F5EvAI,240,template,False,,True,-0.00019
S2,F5EvAI,240,template,False,G2 duplicate cell,False,0.0
S1,F5EvAI,242,template,False,,False,0.0
S1,F5EvAI,242,template,False,,False,0.0
S1,F5EvAI,242,template,False,,False,0.0
S3,F5EvAI,242,template,False,,False,0.0
S3,F5EvAI,242,template,False,,False,0.0
S3,F5EvAI,242,template,False,,False,0.0
S4,F5EvAI,242,template,False,,False,0.0
S4,F5EvAI,242,template,False,,True,-0.00162
S4,F5EvAI,242,template,True,,True,-0.00013
S3,F5EvAI,241,template,False,,False,0.0
S3,F5EvAI,241,template,False,,False,0.0
S3,F5EvAI,241,template,False,,False,0.0
S2,F5EvAI,241,template,False,,False,0.0
S2,F5EvAI,241,template,False,,True,-0.01348
S2,F5EvAI,241,template,True,,True,-0.00156
S2,F5EvAI,241,template,False,G2 duplicate cell,False,0.0
S2,F5EvAI,241,template,True,G2 package (name empty or taken),False,0.0
S2,F5EvAI,241,template,False,G2 duplicate cell,False,0.0
S5,F5EvAI,242,template,False,,False,0.0
S5,F5EvAI,242,template,False,,False,0.0
S5,F5EvAI,242,template,False,,False,0.0
S4,F5EvAI,241,template,False,,False,0.0
S4,F5EvAI,241,template,False,,True,-0.00687
S4,F5EvAI,241,template,True,,True,-0.0019
S4,F5EvAI,241,template,False,,False,0.0
S4,F5EvAI,241,template,False,,False,0.0
S4,F5EvAI,241,template,True,G2 package (name empty or taken),False,0.0
S2,F5EvAI,242,template,False,,False,0.0
S2,F5EvAI,242,template,False,,False,0.0
S2,F5EvAI,242,template,False,,False,0.0
S5,F5EvAI,241,template,False,,False,0.0
S5,F5EvAI,241,template,False,,True,-0.00549
S5,F5EvAI,241,template,False,,True,-0.0002
S5,F5EvAI,241,template,False,,False,0.0
S5,F5EvAI,241,template,False,,False,0.0
S5,F5EvAI,241,template,False,G2 duplicate cell,False,0.0
S3,F5EvAI,243,template,False,,False,0.0
S3,F5EvAI,243,template,False,,True,-0.00911
S3,F5EvAI,243,template,True,,True,-0.03215
S3,F5EvAI,243,template,False,,True,-0.00024
S3,F5EvAI,243,template,False,G2 duplicate cell,False,0.0
S3,F5EvAI,243,template,True,G2 package (name empty or taken),False,0.0
S3,F5EvAI,243,template,False,,True,-0.00123
S3,F5EvAI,243,template,False,G2 duplicate cell,False,0.0
S3,F5EvAI,243,template,True,G2 package (name empty or taken),False,0.0
S3,F5EvAI,243,template,True,G2 package (name empty or taken),False,0.0
S1,F5EvAI,243,template,False,,False,0.0
S1,F5EvAI,243,template,False,,False,0.0
S1,F5EvAI,243,template,False,G2 duplicate cell,False,0.0
S5,F5EvAI,243,template,False,,False,0.0
S5,F5EvAI,243,template,False,,True,-0.06602
S5,F5EvAI,243,template,True,,True,-0.07694
S5,F5EvAI,243,template,False,,True,-0.04552
S5,F5EvAI,243,template,False,,True,-0.02568
S5,F5EvAI,243,template,False,G2 duplicate cell,False,0.0
S5,F5EvAI,243,template,False,G2 duplicate cell,False,0.0
S5,F5EvAI,243,template,True,G2 package (name empty or taken),False,0.0
S3,F5EvAI,244,template,False,,False,0.0
S3,F5EvAI,244,template,False,,True,-0.0078
S3,F5EvAI,244,template,True,,True,-0.02072
S2,F5EvAI,243,template,False,,False,0.0
S2,F5EvAI,243,template,False,,False,0.0
S2,F5EvAI,243,template,False,,True,-1e-05
S2,F5EvAI,243,template,False,,False,0.0
S4,F5EvAI,243,template,False,,False,0.0
S4,F5EvAI,243,template,False,,True,-0.05667
S4,F5EvAI,243,template,True,,True,-0.09556
S4,F5EvAI,243,template,False,,True,-0.0034
S4,F5EvAI,243,template,False,,True,-0.07601
S4,F5EvAI,243,template,True,G2 package (name empty or taken),False,0.0
S4,F5EvAI,243,template,False,G2 duplicate cell,False,0.0
S4,F5EvAI,243,template,False,G2 duplicate cell,False,0.0
S5,F5EvAI,244,template,False,,False,0.0
S5,F5EvAI,244,template,False,,False,0.0
S1,F5EvAI,244,template,False,,False,0.0
S1,F5EvAI,244,template,False,,False,0.0
S1,F5EvAI,244,template,False,,True,-0.00091
S1,F5EvAI,244,template,False,G2 duplicate cell,False,0.0
S1,F5EvAI,244,template,False,,True,0.00461
S1,F5EvAI,244,template,False,,False,0.0
S1,F5EvAI,244,template,False,G2 duplicate cell,False,0.0
S1,F5EvAI,244,template,False,,False,0.0
S4,F5EvAI,244,template,False,,False,0.0
S4,F5EvAI,244,template,False,,True,-0.00525
S4,F5EvAI,244,template,True,,True,-0.00075
S4,F5EvAI,244,template,False,G2 duplicate cell,False,0.0
S4,F5EvAI,244,template,False,G2 duplicate cell,False,0.0
S4,F5EvAI,244,template,True,G2 package (name empty or taken),False,0.0
S2,F5EvAI,244,template,False,,False,0.0
S2,F5EvAI,244,template,False,,False,0.0
S2,F5EvAI,244,template,False,,True,-0.00023
S1,F5EvAI,245,template,False,,False,0.0
S1,F5EvAI,245,template,False,,False,0.0
S1,F5EvAI,245,template,False,,True,-0.00157
S1,F5EvAI,245,template,False,,True,0.00781
S1,F5EvAI,245,template,False,,True,-9e-05
S3,F5EvAI,245,template,False,,False,0.0
S3,F5EvAI,245,template,False,,True,-0.01187
S3,F5EvAI,245,template,True,,True,-0.01294
S3,F5EvAI,245,template,False,,True,-0.00167
S3,F5EvAI,245,template,False,,True,-0.00029
S3,F5EvAI,245,template,True,G2 package (name empty or taken),False,0.0
S3,F5EvAI,245,template,False,,True,-0.00241
S2,F5EvAI,245,template,False,,False,0.0
S2,F5EvAI,245,template,False,,False,0.0
S2,F5EvAI,245,template,False,,False,0.0
S4,F5EvAI,245,template,False,,False,0.0
S4,F5EvAI,245,template,False,,True,-0.00445
S4,F5EvAI,245,template,True,,True,-0.0001
S4,F5EvAI,245,template,False,,False,0.0
S4,F5EvAI,245,template,False,G2 duplicate cell,False,0.0
S4,F5EvAI,245,template,True,G2 package (name empty or taken),False,0.0
S1,F5EvAI,246,template,False,,False,0.0
S1,F5EvAI,246,template,False,,False,0.0
S1,F5EvAI,246,template,False,,False,0.0
S5,F5EvAI,245,template,False,,False,0.0
S5,F5EvAI,245,template,False,,True,-0.00799
S5,F5EvAI,245,template,False,,True,-0.02054
S5,F5EvAI,245,template,False,,True,-0.00137
S5,F5EvAI,245,template,False,,False,0.0
S5,F5EvAI,245,template,False,,False,0.0
S5,F5EvAI,245,template,False,,True,-0.00564
S5,F5EvAI,245,template,False,,False,0.0
S5,F5EvAI,245,template,False,,True,-0.00057
S5,F5EvAI,245,template,False,G2 duplicate cell,False,0.0
S5,F5EvAI,245,template,True,,False,0.0
S5,F5EvAI,245,template,False,,False,0.0
S3,F5EvAI,246,template,False,,False,0.0
S3,F5EvAI,246,template,False,,True,-0.00882
S3,F5EvAI,246,template,True,,True,-0.01161
S3,F5EvAI,246,template,False,,True,-0.00689
S3,F5EvAI,246,template,False,G2 duplicate cell,False,0.0
S3,F5EvAI,246,template,True,G2 package (name empty or taken),False,0.0
S3,F5EvAI,246,template,False,G2 duplicate cell,False,0.0
S2,F5EvAI,246,template,False,,False,0.0
S2,F5EvAI,246,template,False,,True,-0.01446
S2,F5EvAI,246,template,False,,False,0.0
S2,F5EvAI,246,template,False,,False,0.0
S2,F5EvAI,246,template,False,G2 duplicate cell,False,0.0
S5,F5EvAI,246,template,False,,True,0.00417
S5,F5EvAI,246,template,False,,False,0.0
S5,F5EvAI,246,template,False,,False,0.0
S5,F5EvAI,246,template,False,,False,0.0
S4,F5EvAI,246,template,False,,True,0.00417
S4,F5EvAI,246,template,False,,True,-0.00431
S4,F5EvAI,246,template,False,,False,0.0
S4,F5EvAI,246,template,False,,False,0.0
S4,F5EvAI,246,template,False,,False,0.0
S4,F5EvAI,247,template,False,,False,0.0
S4,F5EvAI,247,template,False,,True,-0.0039
S4,F5EvAI,247,template,True,,True,-0.00785
S4,F5EvAI,247,template,False,,False,0.0
S1,F5EvAI,247,template,False,,False,0.0
S1,F5EvAI,247,template,False,,True,-0.00051
S1,F5EvAI,247,template,True,,True,-0.00045
S1,F5EvAI,247,template,False,,True,-0.00435
S1,F5EvAI,247,template,False,,False,0.0
S1,F5EvAI,247,template,True,G2 package (name empty or taken),False,0.0
S1,F5EvAI,247,template,False,,False,0.0
S5,F5EvAI,247,template,False,,False,0.0
S5,F5EvAI,247,template,False,,True,-0.00495
S5,F5EvAI,247,template,True,,True,-0.00628
S5,F5EvAI,247,template,False,,False,0.0
S5,F5EvAI,247,template,False,,False,0.0
S3,F5EvAI,247,template,False,,False,0.0
S3,F5EvAI,247,template,False,,False,0.0
S3,F5EvAI,247,template,True,,True,-0.00128
S3,F5EvAI,247,template,False,,False,0.0
S3,F5EvAI,247,template,False,,False,0.0
S3,F5EvAI,248,template,False,,False,0.0
S3,F5EvAI,248,template,False,,False,0.0
S3,F5EvAI,248,template,False,,False,0.0
S2,F5EvAI,247,template,False,,False,0.0
S2,F5EvAI,247,template,False,,True,-0.01352
S2,F5EvAI,247,template,False,,True,-0.00189
S2,F5EvAI,247,template,False,,True,-0.00312
S2,F5EvAI,247,template,False,G2 duplicate cell,False,0.0
S2,F5EvAI,247,template,False,G2 duplicate cell,False,0.0
S2,F5EvAI,247,template,False,G2 duplicate cell,False,0.0
S1,F5EvAI,249,template,False,,False,0.0
S1,F5EvAI,249,template,False,,False,0.0
S1,F5EvAI,249,template,False,,False,0.0
S2,F5EvAI,249,template,False,,False,0.0
S2,F5EvAI,249,template,False,,False,0.0
S2,F5EvAI,249,template,False,,False,0.0
