scenario,arm,seed,profile,burned_ha,forest_ha,pop_affected,evacuated,out_min,success,t2h_j_burn,t2h_j_asset,t2h_j_pop,t2h_j_resp,t2h_j_delay,t2h_j_total,t2h_j_phys,t6h_j_burn,t6h_j_asset,t6h_j_pop,t6h_j_resp,t6h_j_delay,t6h_j_total,t6h_j_phys,end_j_burn,end_j_asset,end_j_pop,end_j_resp,end_j_delay,end_j_total,end_j_phys,rules_final,coverage,fs_frac,adapt_share,tried_1,tried_2,tried_3,acc_1,acc_2,acc_3,dj_1,dj_2,dj_3,genai_source,wall_s
S1,F5,201,minimal,0.54,0.54,0.0,0.0,64.0,1,,,,,,,,,,,,,,,0.0038,0.0,0.0,0.00413,0.65796,0.04007,0.00127,5,0.208,0.25,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,1.9
S1,Test0,201,minimal,282.78,139.77,4444444.0,0.0,-1,0,0.4065,0.04202,8e-05,0.0,0.0,0.13194,0.14953,0.61514,1.0,0.09091,0.0,0.0,0.50178,0.56868,0.66667,1.0,0.23098,0.0,0.0,0.55813,0.63255,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,3.0
S1,F5Ev,201,minimal,0.54,0.54,0.0,0.0,64.0,1,,,,,,,,,,,,,,,0.0038,0.0,0.0,0.00416,0.63101,0.03848,0.00127,6,0.208,0.0,0.4915,1,2,0,1,1,0,0.0251,0.0,0.0,,2.8
S1,F5EvAI,201,minimal,0.54,0.54,0.0,0.0,64.0,1,,,,,,,,,,,,,,,0.0038,0.0,0.0,0.00413,0.65796,0.04007,0.00127,5,0.208,0.25,0.0,0,1,2,0,0,0,0.0,0.0,0.0,template,3.4
S2,Test0,201,minimal,282.78,139.77,4444444.0,0.0,-1,0,0.60208,0.25028,0.01571,0.0,0.0,0.25531,0.28935,0.66667,1.0,0.17582,0.0,0.0,0.54191,0.61416,0.66667,1.0,0.25724,0.0,0.0,0.56586,0.6413,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,3.0
S2,F5,201,minimal,250.56,127.26,1614091.0,0.0,-1,0,0.29897,0.09526,0.00125,0.16609,0.31169,0.14442,0.13183,0.61476,0.33059,0.007,0.74036,0.13493,0.33159,0.31745,0.63927,0.42071,0.00991,1.0,0.14994,0.38232,0.35663,5,0.396,0.238,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,21.7
S2,F5Ev,201,minimal,251.91,128.25,2017315.0,0.0,-1,0,0.31577,0.1158,0.00074,0.16586,0.30138,0.15463,0.1441,0.60959,0.34834,0.00779,0.76507,0.12857,0.3366,0.32191,0.6405,0.4577,0.01061,1.0,0.13475,0.39287,0.3696,10,0.417,0.017,0.3865,13,24,0,5,5,0,-0.2687,-0.1135,0.0,,28.5
S3,Test0,201,minimal,265.59,71.01,8864626.0,0.0,-1,0,0.36794,0.11687,0.00948,0.0,0.0,0.14538,0.16476,0.49227,0.50001,0.04967,0.0,0.0,0.30646,0.34732,0.66382,1.0,0.18619,0.0,0.0,0.54412,0.61667,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,2.4
S3,F5,201,minimal,64.62,2.07,426822.0,0.0,-1,0,0.3233,0.05727,0.00078,0.07272,0.30423,0.13433,0.12711,0.32452,0.05727,0.00112,0.16105,0.42931,0.14735,0.12763,0.32452,0.05727,0.00112,0.1833,0.90853,0.17684,0.12763,5,0.0,0.283,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,17.9
S2,F5EvAI,201,minimal,253.35,130.32,1600594.0,0.0,-1,0,0.34019,0.11113,0.00118,0.14137,0.20498,0.15346,0.15084,0.63277,0.34834,0.01086,0.74065,0.1043,0.34146,0.33066,0.64181,0.4506,0.01503,1.0,0.10694,0.39083,0.36915,9,0.465,0.119,0.3964,18,12,3,10,3,1,-0.5934,-0.1497,-0.0027,template,32.1
S3,F5Ev,201,minimal,68.49,2.43,376095.0,0.0,248.0,1,0.32816,0.05435,0.00065,0.08207,0.29972,0.13515,0.12772,,,,,,,,0.3374,0.05435,0.00065,0.09659,0.18143,0.13176,0.1308,8,0.25,0.0,0.5771,8,3,0,8,3,0,0.038,0.0177,0.0,,8.8
S3,F5EvAI,201,minimal,66.33,2.16,409913.0,0.0,200.0,1,0.32207,0.05581,0.00069,0.07706,0.22208,0.12894,0.12619,,,,,,,,0.33027,0.05581,0.0007,0.08868,0.23143,0.13259,0.12893,7,0.191,0.029,0.4432,4,3,2,4,2,0,0.0201,-0.0055,0.0,template,7.4
S4,Test0,201,minimal,269.01,73.98,8888889.0,0.0,-1,0,0.58641,0.52444,0.01765,0.0,0.0,0.33191,0.37617,0.66667,1.0,0.19505,0.0,0.0,0.54756,0.62057,0.66667,1.0,0.26394,0.0,0.0,0.56783,0.64354,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,2.4
S4,F5,201,minimal,87.03,8.19,461384.0,0.0,-1,0,0.36714,0.05727,0.00073,0.18364,0.35665,0.15682,0.14171,0.38231,0.06019,0.00098,0.48498,0.40665,0.18288,0.14783,0.39285,0.06019,0.00101,0.79601,0.48406,0.20884,0.15135,5,0.0,0.263,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,17.6
S4,F5Ev,201,minimal,128.07,31.41,600943.0,0.0,-1,0,0.3658,0.05435,0.00064,0.18792,0.28404,0.15152,0.14026,0.43508,0.07186,0.00088,0.53034,0.2584,0.19576,0.16927,0.48775,0.09229,0.00106,1.0,0.1314,0.23746,0.1937,9,0.304,0.0,0.5544,25,5,0,23,4,0,-0.6587,-0.0887,0.0,,30.1
S5,Test0,201,minimal,269.01,73.98,8888889.0,0.0,-1,0,0.58641,0.52444,0.01765,0.0,0.0,0.33191,0.37617,0.66667,1.0,0.19505,0.0,0.0,0.54756,0.62057,0.66667,1.0,0.26394,0.0,0.0,0.56783,0.64354,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,2.4
S4,F5EvAI,201,minimal,144.81,39.06,1011932.0,0.0,-1,0,0.38435,0.05727,0.00073,0.19113,0.25541,0.15637,0.14745,0.46635,0.06748,0.00078,0.49601,0.15633,0.19561,0.1782,0.51845,0.15119,0.00167,1.0,0.13014,0.26392,0.22377,9,0.225,0.008,0.5224,20,8,3,16,3,1,-0.507,-0.118,-0.003,template,28.2
S5,F5,201,minimal,105.93,14.85,832040.0,0.0,-1,0,0.3782,0.05727,0.00077,0.1948,0.35213,0.16048,0.14541,0.39944,0.06019,0.00098,0.52173,0.37261,0.18808,0.15353,0.44058,0.09988,0.00184,0.88616,0.32369,0.23067,0.18077,5,0.013,0.221,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,18.2
S5,F5Ev,201,minimal,147.24,40.41,1106793.0,0.0,-1,0,0.36901,0.05435,0.00065,0.19125,0.30616,0.15397,0.14134,0.46862,0.08616,0.00119,0.58544,0.19008,0.20914,0.18533,0.5226,0.15995,0.00203,1.0,0.12872,0.26774,0.22819,9,0.287,0.0,0.5187,26,4,0,19,4,0,-0.5613,-0.0578,0.0,,30.1
S1,Test0,202,minimal,233.73,139.68,3193716.0,0.0,-1,0,0.45406,0.30838,0.00459,0.0,0.0,0.2256,0.25568,0.59414,0.35294,0.07742,0.0,0.0,0.30132,0.3415,0.63566,0.7393,0.11149,0.0,0.0,0.43719,0.49548,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,3.1
S5,F5EvAI,201,minimal,139.05,38.25,899967.0,2328.0,-1,0,0.40256,0.05581,0.00068,0.2183,0.24109,0.16204,0.15302,0.45126,0.07624,0.0008,0.59525,0.19186,0.20168,0.1761,0.50831,0.13753,0.00324,1.0,0.15337,0.25875,0.21636,19,0.329,0.004,0.7772,13,12,5,11,10,4,-0.3338,-0.3073,-0.0033,template,28.5
S1,F5,202,minimal,147.78,84.42,1340741.0,0.0,-1,0,0.20507,0.0,0.0,0.0943,0.37053,0.08766,0.06836,0.43154,0.29501,0.00479,0.41507,0.2631,0.25499,0.24378,0.52452,0.32843,0.0053,1.0,0.2779,0.3276,0.28608,5,0.004,0.25,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,19.8
S1,F5Ev,202,minimal,119.52,63.63,693487.0,0.0,-1,0,0.17329,0.0,0.0,0.08158,0.29332,0.07302,0.05776,0.29438,0.0,0.0,0.33035,0.19934,0.11774,0.09813,0.47151,0.23373,0.00242,1.0,0.19595,0.27848,0.23589,7,0.254,0.0,0.4228,27,3,0,18,2,0,-0.8937,-0.0124,0.0,,31.9
S2,Test0,202,minimal,234.18,139.68,3315383.0,0.0,-1,0,0.60238,0.35294,0.03338,0.0,0.0,0.29079,0.32957,0.6336,0.58634,0.09092,0.0,0.0,0.38555,0.43695,0.63611,0.75468,0.1357,0.0,0.0,0.44897,0.50883,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,3.0
S1,F5EvAI,202,minimal,35.46,18.81,0.0,1810.0,-1,0,0.16587,0.0,0.0,0.10139,0.30183,0.07251,0.05529,0.20252,0.0,0.00763,0.42796,0.23534,0.10082,0.07005,0.2093,0.0,0.02785,0.7414,0.20023,0.12514,0.07905,9,0.135,0.037,0.6589,8,17,7,8,1,3,-0.0313,-0.0241,-0.0233,template,31.7
S2,F5,202,minimal,178.65,102.69,1271392.0,0.0,-1,0,0.32326,0.25045,0.00476,0.25632,0.40331,0.20894,0.19282,0.43989,0.26159,0.00628,0.73823,0.20753,0.2638,0.23592,0.57147,0.31172,0.00962,1.0,0.14527,0.32996,0.2976,5,0.275,0.246,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,20.1
S2,F5Ev,202,minimal,184.59,108.99,1294508.0,0.0,-1,0,0.31736,0.25045,0.00468,0.26373,0.34306,0.20407,0.19083,0.49172,0.31172,0.00661,0.8254,0.15745,0.29606,0.27002,0.57946,0.31172,0.00932,1.0,0.13581,0.33166,0.30017,8,0.496,0.0,0.4179,26,4,0,20,3,0,-0.3923,-0.0327,0.0,,31.6
S2,F5EvAI,202,minimal,165.87,98.73,1271392.0,0.0,-1,0,0.3214,0.25045,0.00476,0.26185,0.35364,0.2058,0.1922,0.42205,0.25045,0.00476,0.77131,0.21642,0.2573,0.22575,0.5532,0.30058,0.00879,1.0,0.13298,0.32034,0.28752,8,0.358,0.096,0.4421,11,24,3,10,3,0,-0.161,-0.1002,0.0,template,29.3
S3,Test0,202,minimal,238.05,62.73,7540741.0,0.0,-1,0,0.24987,0.23104,0.01299,0.0,0.0,0.14526,0.16463,0.6126,0.75782,0.11726,0.0,0.0,0.43755,0.49589,0.65551,0.92255,0.1906,0.0,0.0,0.52019,0.58955,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,2.4
S3,F5Ev,202,minimal,1.35,0.81,0.0,0.0,86.0,1,,,,,,,,,,,,,,,0.01068,0.0,0.0,0.00441,0.38138,0.02583,0.00356,6,0.25,0.219,0.4703,3,1,0,3,1,0,-0.0888,0.0,0.0,,3.7
S3,F5,202,minimal,6.39,1.89,298203.0,0.0,-1,0,0.01068,0.0,0.0,0.0057,0.43097,0.02883,0.00356,0.01278,0.00316,0.0,0.02183,0.42425,0.03093,0.00531,0.0486,0.04987,0.00057,0.05685,0.25547,0.0475,0.03301,5,0.0,0.537,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,17.3
S4,Test0,202,minimal,236.97,62.73,7287659.0,0.0,-1,0,0.38982,0.34593,0.02187,0.0,0.0,0.22283,0.25254,0.61324,0.73352,0.11904,0.0,0.0,0.43112,0.4886,0.65449,0.90613,0.18304,0.0,0.0,0.51284,0.58122,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,2.5
S3,F5EvAI,202,minimal,8.55,6.48,137188.0,0.0,576.0,1,0.02182,0.0,0.0,0.01161,0.21968,0.02002,0.00727,0.05119,0.02367,0.0001,0.06152,0.19445,0.03711,0.02499,0.06397,0.03472,0.00018,0.11214,0.19649,0.04723,0.03296,10,0.016,0.427,0.6217,1,33,6,1,3,2,0.0026,-0.0104,-0.0095,template,17.4
S4,F5Ev,202,minimal,36.09,7.56,498785.0,0.0,416.0,1,0.18283,0.0666,0.00043,0.06092,0.26073,0.09241,0.08329,0.22216,0.12373,0.00089,0.13327,0.16983,0.11982,0.11559,0.2239,0.1253,0.00091,0.14664,0.14884,0.12036,0.1167,9,0.25,0.036,0.6939,5,12,0,5,4,0,-0.0676,-0.1933,0.0,,15.7
S4,F5,202,minimal,32.67,4.95,462914.0,0.0,-1,0,0.18283,0.07354,0.00064,0.07094,0.29863,0.09733,0.08567,0.19977,0.12341,0.00115,0.17175,0.26612,0.12115,0.10811,0.20707,0.13288,0.00125,0.21674,0.23857,0.12714,0.11373,5,0.0,0.635,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,19.3
S5,Test0,202,minimal,236.97,62.73,7287659.0,0.0,-1,0,0.38982,0.34593,0.02187,0.0,0.0,0.22283,0.25254,0.61324,0.73352,0.11904,0.0,0.0,0.43112,0.4886,0.65449,0.90613,0.18304,0.0,0.0,0.51284,0.58122,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,2.9
S5,F5,202,minimal,37.98,7.2,521421.0,0.0,-1,0,0.1895,0.07764,0.00073,0.06673,0.27179,0.0987,0.08929,0.20753,0.11299,0.00146,0.16744,0.2539,0.11948,0.10733,0.23289,0.12625,0.00181,0.2475,0.27831,0.13709,0.12032,5,0.0,0.329,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,18.5
S4,F5EvAI,202,minimal,38.07,7.92,615845.0,0.0,654.0,1,0.17946,0.09027,0.00052,0.06781,0.23386,0.09723,0.09008,0.21778,0.12246,0.00091,0.2117,0.19433,0.12423,0.11372,0.23331,0.15055,0.00119,0.34591,0.16864,0.14352,0.12835,10,0.305,0.036,0.7686,18,7,4,8,3,2,-0.2207,-0.1128,-0.0182,template,26.6
S5,F5Ev,202,minimal,38.88,7.65,698318.0,0.0,536.0,1,0.18475,0.07354,0.00058,0.06302,0.23028,0.09339,0.08629,0.23119,0.14519,0.00119,0.14286,0.1637,0.12908,0.12586,0.2371,0.17296,0.00144,0.22643,0.20359,0.14633,0.13717,10,0.333,0.128,0.6815,14,9,0,14,5,0,-0.3094,-0.1647,0.0,,21.8
S1,Test0,203,minimal,270.27,127.08,4444444.0,0.0,-1,0,0.28114,0.0,0.0,0.0,0.0,0.08269,0.09371,0.65823,0.90559,0.09701,0.0,0.0,0.48848,0.55361,0.66299,1.0,0.25733,0.0,0.0,0.5648,0.64011,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,2.9
S5,F5EvAI,202,minimal,35.46,7.56,532347.0,0.0,670.0,1,0.17897,0.07922,0.00051,0.061,0.20716,0.09186,0.08624,0.21202,0.11615,0.00089,0.21196,0.19162,0.12052,0.10969,0.22085,0.1253,0.00098,0.37041,0.15161,0.1328,0.11571,11,0.188,0.29,0.8014,13,11,5,10,3,3,-0.113,-0.1291,-0.0087,template,26.4
S1,F5,203,minimal,110.43,49.14,477011.0,0.0,-1,0,0.06949,0.0,0.0,0.03462,0.38725,0.04525,0.02316,0.39747,0.10123,0.00219,0.28989,0.2503,0.1791,0.16696,0.44561,0.10123,0.00348,0.79907,0.26746,0.2246,0.18344,5,0.0,0.279,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,19.8
S1,F5Ev,203,minimal,99.99,46.53,715517.0,0.0,-1,0,0.07344,0.0,0.0,0.03168,0.3744,0.04549,0.02448,0.3208,0.08468,0.00074,0.21701,0.24837,0.14685,0.13541,0.42123,0.15184,0.0037,0.70267,0.21928,0.22387,0.19226,8,0.074,0.0,0.48,6,35,0,6,3,0,0.0284,0.0338,0.0,,25.8
S2,Test0,203,minimal,270.27,127.08,4444444.0,0.0,-1,0,0.52035,0.25696,0.00356,0.0,0.0,0.22967,0.26029,0.66299,1.0,0.17347,0.0,0.0,0.54013,0.61215,0.66299,1.0,0.27142,0.0,0.0,0.56894,0.6448,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,2.9
S1,F5EvAI,203,minimal,112.41,51.93,643966.0,0.0,-1,0,0.07569,0.0,0.0,0.04224,0.30844,0.04289,0.02523,0.39461,0.14016,0.00399,0.41607,0.23297,0.19664,0.17958,0.45001,0.14016,0.00416,1.0,0.19718,0.24523,0.19811,9,0.087,0.192,0.5411,9,23,7,9,2,2,0.0359,-0.0161,-0.0029,template,28.9
S2,F5,203,minimal,196.92,101.97,1506724.0,0.0,-1,0,0.12547,0.0,0.0,0.112,0.3488,0.06401,0.04182,0.22414,0.0,0.0,0.46129,0.3377,0.11292,0.07471,0.58904,0.4125,0.00919,1.0,0.15024,0.36493,0.33691,5,0.104,0.246,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,20.0
S2,F5Ev,203,minimal,188.91,100.53,848249.0,0.0,-1,0,0.13684,0.0,0.0,0.10698,0.27885,0.06294,0.04561,0.22846,0.0,0.0,0.45504,0.2008,0.10577,0.07615,0.57895,0.27351,0.00493,1.0,0.14975,0.31981,0.2858,9,0.27,0.0,0.5217,25,5,0,16,4,0,-0.5691,0.0041,0.0,,32.6
S3,Test0,203,minimal,190.44,60.03,7100914.0,0.0,-1,0,0.02508,0.0,0.0,0.0,0.0,0.00738,0.00836,0.57504,0.62263,0.04396,0.0,0.0,0.36519,0.41388,0.60866,0.7444,0.16316,0.0,0.0,0.44595,0.50541,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,2.4
S2,F5EvAI,203,minimal,193.59,101.43,1137564.0,0.0,-1,0,0.12547,0.0,0.0,0.112,0.3488,0.06401,0.04182,0.40313,0.12556,0.003,0.51676,0.16995,0.19677,0.17723,0.58491,0.33191,0.00829,1.0,0.13658,0.33895,0.30837,8,0.312,0.046,0.3741,19,8,3,14,3,0,-0.6509,-0.0282,0.0,template,33.1
S3,F5Ev,203,minimal,0.27,0.27,0.0,0.0,26.0,1,,,,,,,,,,,,,,,0.0022,0.0,0.0,0.00034,0.47508,0.02861,0.00073,7,0.25,0.25,0.5503,0,2,0,0,2,0,0.0,0.0275,0.0,,1.5
S3,F5EvAI,203,minimal,0.27,0.27,0.0,0.0,50.0,1,,,,,,,,,,,,,,,0.0022,0.0,0.0,0.00086,0.4905,0.02955,0.00073,6,0.0,0.5,0.11,0,1,2,0,1,0,0.0,0.0285,0.0,template,3.0
S4,Test0,203,minimal,190.44,60.03,7100914.0,0.0,-1,0,0.44841,0.41036,0.02091,0.0,0.0,0.25873,0.29323,0.60708,0.72277,0.09113,0.0,0.0,0.41793,0.47366,0.60866,0.7444,0.15342,0.0,0.0,0.44308,0.50216,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,2.7
S3,F5,203,minimal,0.99,0.54,0.0,0.0,-1,0,0.0022,0.0,0.0,0.00241,0.59408,0.03574,0.00073,0.00293,0.0,0.0,0.00692,0.75373,0.04561,0.00098,0.00802,0.0,0.0,0.0152,0.70648,0.04481,0.00267,5,0.0,0.567,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,18.2
S4,F5Ev,203,minimal,13.14,0.72,403667.0,0.0,90.0,1,,,,,,,,,,,,,,,0.09691,0.03787,0.00066,0.0312,0.21125,0.0541,0.04515,8,0.278,0.111,0.5979,1,3,0,1,3,0,0.0131,-0.0282,0.0,,4.0
S4,F5EvAI,203,minimal,13.14,0.72,403667.0,0.0,90.0,1,,,,,,,,,,,,,,,0.09691,0.03787,0.00067,0.03011,0.2069,0.05378,0.04515,7,0.028,0.333,0.4314,0,1,3,0,1,1,0.0,0.0425,-0.0182,template,5.1
S4,F5,203,minimal,16.38,1.62,634333.0,0.0,-1,0,0.10991,0.05561,0.00156,0.04833,0.28524,0.06876,0.05569,0.11049,0.05561,0.00246,0.12841,0.38016,0.07949,0.05619,0.11799,0.05561,0.00246,0.1848,0.51209,0.09278,0.05869,5,0.0,0.705,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,18.6
S5,Test0,203,minimal,190.44,60.03,7100914.0,0.0,-1,0,0.44841,0.41036,0.02091,0.0,0.0,0.25873,0.29323,0.60708,0.72277,0.09113,0.0,0.0,0.41793,0.47366,0.60866,0.7444,0.15342,0.0,0.0,0.44308,0.50216,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,2.7
S5,F5Ev,203,minimal,13.23,0.72,403667.0,0.0,90.0,1,,,,,,,,,,,,,,,0.09751,0.03787,0.00068,0.03141,0.21716,0.05464,0.04535,7,0.194,0.111,0.5143,1,3,0,1,2,0,0.0144,-0.0812,0.0,,4.0
S5,F5EvAI,203,minimal,32.94,0.9,779300.0,0.0,182.0,1,0.20229,0.08734,0.00131,0.08997,0.19956,0.1026,0.09698,,,,,,,,0.21199,0.09553,0.00147,0.15313,0.15399,0.10895,0.103,9,0.062,0.188,0.5945,1,2,6,1,1,3,0.0048,0.0005,-0.0341,template,8.4
S1,Test0,204,minimal,280.44,131.31,4444444.0,0.0,-1,0,0.4078,0.0,0.0,0.0,0.0,0.11994,0.13593,0.64422,0.91261,0.09061,0.0,0.0,0.48454,0.54915,0.66581,1.0,0.22479,0.0,0.0,0.55606,0.6302,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,2.9
S5,F5,203,minimal,15.93,1.26,634333.0,0.0,-1,0,0.11166,0.05561,0.00157,0.04839,0.28738,0.06941,0.05628,0.11223,0.05561,0.00179,0.07791,0.75506,0.09889,0.05654,0.11512,0.05561,0.00179,0.10007,0.61895,0.09304,0.05751,5,0.0,0.346,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,18.7
S1,F5,204,minimal,91.26,55.35,0.0,0.0,-1,0,0.17597,0.0,0.0,0.10157,0.48304,0.08615,0.05866,0.37164,0.0,0.0,0.63193,0.41021,0.17061,0.12388,0.39333,0.0,0.0,1.0,0.41641,0.199,0.13111,5,0.242,0.312,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,19.3
S1,F5Ev,204,minimal,92.97,56.7,93679.0,1149.0,-1,0,0.19131,0.0,0.0,0.10771,0.50597,0.09237,0.06377,0.36706,0.0,0.00399,0.65547,0.39485,0.17092,0.12368,0.39777,0.03348,0.01668,1.0,0.4211,0.21534,0.14931,10,0.567,0.021,0.4917,19,13,0,12,5,0,0.0648,-0.0134,0.0,,29.4
S2,Test0,204,minimal,280.08,131.31,4444444.0,0.0,-1,0,0.49055,0.10044,0.00056,0.0,0.0,0.17399,0.19719,0.66553,1.0,0.12133,0.0,0.0,0.52555,0.59562,0.66553,1.0,0.22594,0.0,0.0,0.55631,0.63049,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,2.9
S1,F5EvAI,204,minimal,92.25,55.44,0.0,0.0,-1,0,0.21407,0.0,0.0,0.10406,0.43303,0.09456,0.07136,0.37937,0.0,0.0,0.69893,0.31001,0.17093,0.12646,0.39591,0.0,0.0,1.0,0.34444,0.19553,0.13197,6,0.425,0.279,0.1897,19,8,3,10,1,0,0.0508,0.0117,0.0,template,30.7
S2,F5,204,minimal,76.59,46.26,0.0,0.0,-1,0,0.26122,0.0,0.0,0.25752,0.4496,0.11842,0.08707,0.34368,0.0,0.0,0.85677,0.37407,0.17349,0.11456,0.35238,0.0,0.0,1.0,0.41146,0.18667,0.11746,5,0.246,0.308,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,20.6
S2,F5Ev,204,minimal,126.36,75.15,0.0,0.0,-1,0,0.35077,0.0,0.0,0.2576,0.27268,0.13436,0.11692,0.39002,0.0,0.0,0.85693,0.32816,0.18442,0.13001,0.47305,0.01256,0.0,1.0,0.22326,0.21478,0.16187,9,0.675,0.004,0.4803,25,5,0,13,4,0,-0.2065,0.0192,0.0,,30.5
S3,Test0,204,minimal,267.21,67.32,8721260.0,0.0,-1,0,0.30616,0.0,0.0,0.0,0.0,0.09005,0.10205,0.57249,0.36824,0.01966,0.0,0.0,0.28247,0.32013,0.66532,0.9935,0.16097,0.0,0.0,0.53523,0.6066,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,2.4
S3,F5,204,minimal,1.53,1.17,0.0,102.0,90.0,1,,,,,,,,,,,,,,,0.01125,0.0,9e-05,0.00987,0.41197,0.02815,0.00378,5,0.0,0.438,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,2.6
S2,F5EvAI,204,minimal,107.1,62.01,0.0,0.0,-1,0,0.35077,0.0,0.0,0.2576,0.27628,0.13457,0.11692,0.398,0.0,0.0,0.85667,0.35857,0.18854,0.13267,0.4321,0.0,0.0,1.0,0.37194,0.20779,0.14403,8,0.412,0.017,0.3899,24,3,3,13,3,0,0.0639,0.0072,0.0,template,33.9
S3,F5Ev,204,minimal,1.8,1.35,0.0,107.0,158.0,1,0.01256,0.0,0.00015,0.01326,0.41383,0.02886,0.00424,,,,,,,,0.01321,0.0,0.00021,0.01756,0.37771,0.0272,0.00448,7,0.25,0.179,0.4105,2,5,0,2,2,0,0.0253,-0.0035,0.0,,6.0
S4,Test0,204,minimal,268.47,67.86,8721260.0,0.0,-1,0,0.50423,0.51793,0.01853,0.0,0.0,0.30609,0.3469,0.66022,0.91262,0.15084,0.0,0.0,0.50696,0.57456,0.66637,0.9935,0.23727,0.0,0.0,0.55798,0.63238,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,2.3
S3,F5EvAI,204,minimal,1.8,1.35,0.0,107.0,182.0,1,0.01191,0.0,0.00014,0.019,0.37304,0.02661,0.00402,,,,,,,,0.01321,0.0,0.00024,0.02902,0.40559,0.02952,0.00449,7,0.0,0.438,0.1835,0,3,5,0,1,1,0.0,0.0131,-0.0037,template,8.1
S4,F5Ev,204,minimal,29.25,3.51,222463.0,107.0,164.0,1,0.17555,0.08777,0.00055,0.10126,0.31645,0.10218,0.08796,,,,,,,,0.17872,0.09674,0.00064,0.12064,0.2536,0.10322,0.09203,8,0.375,0.089,0.4855,2,5,0,2,3,0,-0.0351,-0.0847,0.0,,5.9
S4,F5EvAI,204,minimal,24.39,3.06,192922.0,107.0,126.0,1,0.15358,0.0779,0.0005,0.13092,0.27711,0.09223,0.07733,,,,,,,,0.15358,0.0779,0.00051,0.13304,0.39397,0.09923,0.07733,8,0.023,0.295,0.3179,0,3,3,0,1,2,0.0,0.0335,-0.0546,template,5.8
S4,F5,204,minimal,47.43,5.76,299331.0,107.0,-1,0,0.17418,0.097,0.00054,0.08514,0.47604,0.11293,0.09057,0.24437,0.097,0.00094,0.17315,0.39004,0.13381,0.1141,0.26083,0.12474,0.00177,0.28216,0.336,0.15029,0.12911,5,0.021,0.537,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,17.0
S5,Test0,204,minimal,268.47,67.86,8721260.0,0.0,-1,0,0.50423,0.51793,0.01853,0.0,0.0,0.30609,0.3469,0.66022,0.91262,0.15084,0.0,0.0,0.50696,0.57456,0.66637,0.9935,0.23727,0.0,0.0,0.55798,0.63238,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,2.3
S5,F5Ev,204,minimal,27.72,3.24,231426.0,106.0,124.0,1,0.17097,0.08433,0.00058,0.08751,0.45087,0.10693,0.08529,,,,,,,,0.17097,0.08433,0.00058,0.08897,0.27714,0.09679,0.08529,7,0.295,0.0,0.3626,3,3,0,3,2,0,-0.0431,0.0082,0.0,,4.8
S5,F5EvAI,204,minimal,23.67,2.7,154239.0,104.0,94.0,1,,,,,,,,,,,,,,,0.14973,0.05873,0.00043,0.10209,0.23585,0.08132,0.06963,8,0.031,0.312,0.3015,0,1,3,0,1,2,0.0,-0.0283,-0.0525,template,4.1
