scenario,arm,seed,profile,burned_ha,forest_ha,pop_affected,evacuated,out_min,success,t2h_j_burn,t2h_j_asset,t2h_j_pop,t2h_j_resp,t2h_j_delay,t2h_j_total,t2h_j_phys,t6h_j_burn,t6h_j_asset,t6h_j_pop,t6h_j_resp,t6h_j_delay,t6h_j_total,t6h_j_phys,end_j_burn,end_j_asset,end_j_pop,end_j_resp,end_j_delay,end_j_total,end_j_phys,rules_final,coverage,fs_frac,adapt_share,tried_1,tried_2,tried_3,acc_1,acc_2,acc_3,dj_1,dj_2,dj_3,genai_source,wall_s
S1,F5Ev,242,minimal,0.9,0.63,0.0,0.0,74.0,1,,,,,,,,,,,,,,,0.00656,0.0,0.0,0.00604,0.56542,0.03555,0.00219,6,0.464,0.0,0.2557,1,3,0,1,1,0,0.0294,0.0,0.0,,17.1
S2,F5,241,minimal,57.96,45.99,0.0,0.0,-1,0,0.05593,0.0,0.0,0.06147,0.70147,0.06133,0.01864,0.09273,0.0,0.0,0.25502,0.56294,0.07539,0.03091,0.29541,0.0,0.0,1.0,0.39592,0.169,0.09847,5,0.029,0.246,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,85.9
S1,F5EvAI,242,minimal,0.9,0.63,0.0,0.0,74.0,1,,,,,,,,,,,,,,,0.00656,0.0,0.0,0.00598,0.58957,0.03696,0.00219,5,0.214,0.0,0.0,0,1,3,0,0,0,0.0,0.0,0.0,template,21.5
S3,F5,241,minimal,6.21,6.12,0.0,0.0,-1,0,0.02705,0.0,0.0,0.0107,0.59997,0.04388,0.00902,0.04132,0.0,0.0,0.04022,0.57288,0.04822,0.01377,0.04577,0.0,0.0,0.08218,0.66146,0.05721,0.01526,5,0.0,0.492,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,76.3
S3,Test0,242,minimal,207.09,43.56,6153949.0,0.0,-1,0,0.43042,0.17141,0.00182,0.0,0.0,0.17754,0.20121,0.57712,0.57547,0.03146,0.0,0.0,0.34825,0.39468,0.61971,0.82624,0.09071,0.0,0.0,0.45196,0.51222,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,13.2
S4,Test0,242,minimal,208.08,43.74,6350838.0,0.0,-1,0,0.45271,0.19025,0.00189,0.0,0.0,0.18966,0.21495,0.57939,0.59359,0.03441,0.0,0.0,0.35511,0.40246,0.62084,0.83783,0.09441,0.0,0.0,0.45679,0.51769,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,11.4
S4,F5,241,minimal,64.53,18.36,510965.0,0.0,-1,0,0.31222,0.11043,0.00089,0.12077,0.26353,0.14718,0.14118,0.33015,0.12496,0.00165,0.32689,0.3972,0.17694,0.15225,0.33264,0.13078,0.00181,0.51372,0.47101,0.19475,0.15507,5,0.0,0.727,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,86.2
S3,F5Ev,242,minimal,35.73,0.0,10978.0,0.0,96.0,1,,,,,,,,,,,,,,,0.21946,0.04892,2e-05,0.03697,0.19474,0.09257,0.08947,7,0.25,0.0,0.518,2,2,0,2,2,0,0.0048,-0.0123,0.0,,24.8
S3,F5EvAI,242,minimal,30.06,0.0,7511.0,0.0,76.0,1,,,,,,,,,,,,,,,0.19129,0.03551,2e-05,0.02921,0.27385,0.08454,0.07561,6,0.0,0.156,0.0707,0,1,3,0,1,0,0.0,0.0111,0.0,template,24.3
S5,Test0,242,minimal,208.08,43.74,6350838.0,0.0,-1,0,0.45271,0.19025,0.00189,0.0,0.0,0.18966,0.21495,0.57939,0.59359,0.03441,0.0,0.0,0.35511,0.40246,0.62084,0.83783,0.09441,0.0,0.0,0.45679,0.51769,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,12.6
S4,F5Ev,242,minimal,37.98,0.0,10978.0,0.0,134.0,1,0.22968,0.04892,2e-05,0.07018,0.20283,0.09801,0.09287,,,,,,,,0.2301,0.04892,2e-05,0.07094,0.17248,0.09639,0.09301,7,0.25,0.0,0.532,4,2,0,4,2,0,0.0294,-0.0221,0.0,,28.4
S4,F5EvAI,242,minimal,37.26,0.0,9822.0,0.0,114.0,1,,,,,,,,,,,,,,,0.22673,0.04892,2e-05,0.08288,0.19052,0.09716,0.09189,8,0.0,0.175,0.4047,0,3,3,0,1,2,0.0,0.0017,-0.0018,template,25.4
S3,F5Ev,241,minimal,10.44,9.54,0.0,0.0,-1,0,0.03553,0.0,0.0,0.01145,0.4319,0.03653,0.01184,0.06984,0.0,0.0,0.05069,0.33344,0.04314,0.02328,0.07462,0.0,0.0,0.08952,0.50277,0.05679,0.02487,8,0.471,0.004,0.7064,26,4,0,14,3,0,0.1718,0.0193,0.0,,116.5
S5,F5,241,minimal,60.03,21.15,170004.0,0.0,-1,0,0.28415,0.07788,0.0002,0.1065,0.54591,0.14492,0.12075,0.30791,0.09677,0.00053,0.30165,0.36371,0.15832,0.13507,0.31679,0.10113,0.00061,0.43071,0.56133,0.18145,0.13951,5,0.0,0.727,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,91.9
S1,Test0,243,minimal,276.12,131.94,4444444.0,0.0,-1,0,0.57636,0.24864,0.00201,0.0,0.0,0.24324,0.27567,0.66353,0.92733,0.1132,0.0,0.0,0.50119,0.56802,0.66645,1.0,0.23741,0.0,0.0,0.55996,0.63462,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,14.7
S3,F5EvAI,241,minimal,10.44,9.54,0.0,0.0,-1,0,0.0394,0.0,0.0,0.01106,0.50922,0.04219,0.01313,0.07283,0.0,0.0,0.05186,0.31037,0.04273,0.02428,0.07462,0.0,0.0,0.0996,0.28063,0.04431,0.02487,7,0.442,0.025,0.6072,25,2,3,8,2,0,0.1059,0.0218,0.0,template,122.9
S5,F5Ev,242,minimal,38.88,0.0,10978.0,0.0,122.0,1,0.23427,0.04892,2e-05,0.07789,0.2577,0.10304,0.09441,,,,,,,,0.23427,0.04892,2e-05,0.07859,0.19756,0.09954,0.09441,7,0.25,0.0,0.4175,3,3,0,3,2,0,0.01,0.0097,0.0,,26.7
S2,F5EvAI,241,minimal,49.32,41.76,0.0,0.0,-1,0,0.04774,0.0,0.0,0.07764,0.48583,0.04719,0.01591,0.20042,0.0,0.0,0.47531,0.38675,0.10966,0.06681,0.26296,0.0,0.0,1.0,0.37786,0.15839,0.08765,9,0.417,0.154,0.6125,10,16,6,8,2,2,0.0644,0.0264,-0.015,template,137.1
S5,F5EvAI,242,minimal,38.97,0.0,10978.0,0.0,122.0,1,0.23469,0.04892,2e-05,0.08009,0.2117,0.10058,0.09454,,,,,,,,0.23469,0.04892,2e-05,0.08022,0.26706,0.10385,0.09454,7,0.091,0.023,0.5121,1,2,3,1,2,0,0.0142,-0.0604,0.0,template,28.8
S2,F5Ev,241,minimal,48.6,41.85,0.0,0.0,-1,0,0.04715,0.0,0.0,0.06881,0.54357,0.04989,0.01572,0.18902,0.0,0.0,0.36373,0.38174,0.09944,0.06301,0.26012,0.0,0.0,1.0,0.37131,0.15717,0.08671,7,0.496,0.0,0.5307,13,17,0,12,2,0,0.0683,0.0013,0.0,,140.6
S2,Test0,243,minimal,276.12,131.94,4444444.0,0.0,-1,0,0.60112,0.38457,0.01405,0.0,0.0,0.29404,0.33325,0.66507,1.0,0.14788,0.0,0.0,0.53322,0.60431,0.66645,1.0,0.24347,0.0,0.0,0.56174,0.63664,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,16.4
S3,Test0,243,minimal,245.43,67.14,8569630.0,0.0,-1,0,0.6051,0.72041,0.02186,0.0,0.0,0.39628,0.44912,0.63844,0.81441,0.17302,0.0,0.0,0.4782,0.54196,0.65798,0.97588,0.2454,0.0,0.0,0.55272,0.62642,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,11.2
S4,F5Ev,241,minimal,57.78,21.06,50213.0,0.0,-1,0,0.25214,0.05923,0.0001,0.10623,0.32007,0.11668,0.10382,0.29606,0.06998,0.0001,0.24779,0.27023,0.13816,0.12205,0.30858,0.07788,0.00011,0.45889,0.26302,0.15616,0.12886,8,0.504,0.092,0.558,26,4,0,21,3,0,-0.1267,0.0006,0.0,,142.9
S2,F5Ev,242,minimal,90.45,16.38,0.0,0.0,404.0,1,0.37541,0.0,0.0,0.26862,0.4014,0.14983,0.12514,0.39873,0.0,0.0,0.66826,0.21668,0.16933,0.13291,0.39897,0.0,0.0,0.70039,0.21405,0.17113,0.13299,7,0.596,0.0,0.3505,13,4,0,13,2,0,0.1523,0.0115,0.0,,91.9
S2,F5,242,minimal,91.17,16.83,0.0,0.0,-1,0,0.37541,0.0,0.0,0.26926,0.422,0.15108,0.12514,0.39921,0.0,0.0,0.70556,0.30932,0.17711,0.13307,0.40087,0.0,0.0,1.0,0.25152,0.19152,0.13362,5,0.158,0.246,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,96.1
S4,Test0,243,minimal,246.69,67.14,8569630.0,0.0,-1,0,0.61921,0.76978,0.03648,0.0,0.0,0.41925,0.47515,0.64236,0.8218,0.18039,0.0,0.0,0.48369,0.54819,0.65913,0.97588,0.24616,0.0,0.0,0.55328,0.62706,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,11.7
S3,F5,242,minimal,33.03,0.63,7511.0,0.0,-1,0,0.19129,0.03551,2e-05,0.03973,0.29639,0.08648,0.07561,0.1959,0.03551,2e-05,0.0581,0.30399,0.08937,0.07714,0.2063,0.03914,2e-05,0.08563,0.24919,0.09189,0.08182,5,0.0,0.327,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,90.6
S4,F5EvAI,241,minimal,55.26,19.98,50124.0,7912.0,692.0,1,0.2606,0.03697,0.0016,0.13596,0.30423,0.11388,0.09972,0.29468,0.06591,0.01511,0.40411,0.2561,0.14934,0.12523,0.29915,0.07027,0.0536,0.69884,0.19345,0.17691,0.14101,10,0.599,0.013,0.7652,16,8,6,15,3,2,-0.0478,-0.0599,-0.0088,template,151.7
S4,F5,242,minimal,40.68,0.54,10978.0,0.0,-1,0,0.22926,0.04892,2e-05,0.0861,0.27693,0.10318,0.09273,0.23552,0.04892,5e-05,0.15809,0.31463,0.11148,0.09483,0.24249,0.04892,5e-05,0.23782,0.28371,0.1164,0.09715,5,0.0,0.312,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,91.0
S5,Test0,243,minimal,246.69,67.14,8569630.0,0.0,-1,0,0.61921,0.76978,0.03648,0.0,0.0,0.41925,0.47515,0.64236,0.8218,0.18039,0.0,0.0,0.48369,0.54819,0.65913,0.97588,0.24616,0.0,0.0,0.55328,0.62706,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,12.7
S2,F5EvAI,242,minimal,90.45,16.38,0.0,0.0,464.0,1,0.37464,0.0,0.0,0.26981,0.3897,0.14898,0.12488,0.39873,0.0,0.0,0.61749,0.19924,0.16532,0.13291,0.39897,0.0,0.0,0.6717,0.19109,0.1681,0.13299,7,0.308,0.019,0.2518,12,6,3,10,2,0,0.1082,0.0102,0.0,template,108.3
S5,F5Ev,241,minimal,60.48,22.05,222016.0,0.0,-1,0,0.25908,0.0551,7e-05,0.12429,0.23482,0.11355,0.10475,0.31222,0.0909,0.0004,0.33864,0.26037,0.15392,0.13451,0.31841,0.09236,0.0004,0.56882,0.29984,0.17203,0.13706,9,0.487,0.004,0.6756,13,18,0,12,4,0,-0.0243,-0.0801,0.0,,140.8
S5,F5,242,minimal,41.4,0.36,10400.0,0.0,-1,0,0.23303,0.04892,2e-05,0.08843,0.26229,0.10356,0.09399,0.2384,0.04892,4e-05,0.15839,0.29487,0.11118,0.09579,0.24573,0.04892,5e-05,0.21044,0.27063,0.11497,0.09823,5,0.0,0.234,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,88.4
S1,Test0,244,minimal,272.7,102.51,4444444.0,0.0,-1,0,0.51302,0.40222,0.01977,0.0,0.0,0.275,0.31167,0.64939,1.0,0.21792,0.0,0.0,0.54921,0.62244,0.66667,1.0,0.30417,0.0,0.0,0.57966,0.65695,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,13.5
S5,F5EvAI,241,minimal,61.2,21.42,156306.0,7847.0,-1,0,0.27257,0.05004,0.00134,0.14441,0.24659,0.11828,0.10798,0.31614,0.07841,0.02402,0.43108,0.23963,0.16256,0.13952,0.32098,0.08277,0.06814,0.82184,0.24997,0.20184,0.1573,10,0.421,0.013,0.7559,17,8,6,11,3,2,-0.0403,-0.0817,-0.0057,template,158.1
S1,F5,243,minimal,208.89,87.84,551896.0,0.0,-1,0,0.17954,0.0,0.0,0.05088,0.59164,0.0906,0.05985,0.58695,0.18716,0.00155,0.63912,0.30559,0.28371,0.25856,0.60184,0.24362,0.00217,1.0,0.30939,0.32633,0.28254,5,0.271,0.142,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,96.8
S2,Test0,244,minimal,272.7,102.51,4444444.0,0.0,-1,0,0.51411,0.40222,0.01985,0.0,0.0,0.27534,0.31206,0.65188,1.0,0.21724,0.0,0.0,0.54974,0.62304,0.66667,1.0,0.29979,0.0,0.0,0.57837,0.65549,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,14.5
S3,F5,243,minimal,108.54,21.6,1258156.0,0.0,-1,0,0.15499,0.07615,0.0002,0.03106,0.30565,0.08785,0.07711,0.38756,0.29561,0.00276,0.19778,0.23573,0.22725,0.22864,0.45969,0.41084,0.00418,0.39928,0.32108,0.29964,0.29157,5,0.0,0.407,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,95.2
S2,F5,243,minimal,233.1,104.67,716388.0,0.0,-1,0,0.56898,0.10142,0.00106,0.20702,0.20669,0.22183,0.22382,0.60914,0.23526,0.0017,0.80631,0.18508,0.30717,0.28203,0.6278,0.29799,0.00271,1.0,0.17589,0.34226,0.3095,5,0.692,0.242,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,104.3
S4,F5,243,minimal,89.19,18.72,1468117.0,0.0,-1,0,0.27954,0.14059,0.00102,0.12309,0.32174,0.15004,0.14039,0.30769,0.17831,0.00157,0.41928,0.3315,0.18757,0.16252,0.41146,0.31341,0.00311,0.75526,0.34219,0.27867,0.24266,5,0.0,0.421,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,89.6
S3,Test0,244,minimal,261.09,57.6,8888889.0,0.0,-1,0,0.47626,0.28739,0.01168,0.0,0.0,0.22804,0.25844,0.62241,0.79995,0.08267,0.0,0.0,0.44266,0.50168,0.66667,1.0,0.19207,0.0,0.0,0.54669,0.61958,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,10.9
S5,F5,243,minimal,106.29,23.67,1031557.0,0.0,-1,0,0.3387,0.17382,0.00134,0.14135,0.23923,0.17352,0.17129,0.40974,0.23064,0.00164,0.42684,0.36775,0.23557,0.21401,0.45449,0.31796,0.00245,0.74963,0.34461,0.29228,0.2583,5,0.0,0.408,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,87.6
S1,F5Ev,243,minimal,227.25,100.8,500854.0,0.0,-1,0,0.2813,0.0,0.0,0.05634,0.64322,0.12389,0.09377,0.60684,0.23003,0.00148,0.65502,0.21251,0.2976,0.27945,0.62184,0.24571,0.00198,1.0,0.19173,0.32585,0.28985,8,0.692,0.0,0.2871,21,9,0,12,3,0,-0.3144,0.0518,0.0,,152.3
S3,F5EvAI,243,minimal,34.38,15.48,211800.0,0.0,700.0,1,0.0597,0.0,0.0,0.02561,0.28212,0.03566,0.0199,0.18087,0.05268,0.0002,0.17299,0.24269,0.0932,0.07792,0.21228,0.08224,0.00033,0.31129,0.17759,0.11548,0.09828,11,0.136,0.161,0.794,10,16,10,10,2,4,-0.4461,-0.1197,-0.0427,template,128.7
S1,F5,244,minimal,113.85,28.08,551537.0,400.0,-1,0,0.42938,0.11906,0.00207,0.24071,0.35325,0.19685,0.1835,0.44929,0.15598,0.0052,0.6361,0.31932,0.23575,0.20349,0.45504,0.15598,0.00971,1.0,0.28707,0.25828,0.20691,5,0.102,0.492,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,94.5
S1,F5EvAI,243,minimal,225.45,99.18,617692.0,0.0,-1,0,0.28096,0.0,0.0,0.0562,0.60116,0.1213,0.09365,0.60349,0.20807,0.00285,0.65572,0.2384,0.29213,0.27147,0.61997,0.27185,0.00344,1.0,0.20078,0.33395,0.29842,7,0.463,0.037,0.2391,13,15,3,11,2,0,0.0267,-0.0899,0.0,template,155.0
S2,F5Ev,243,minimal,225.9,99.09,628759.0,0.0,-1,0,0.57043,0.13279,0.00197,0.20694,0.18035,0.23019,0.23506,0.60714,0.2614,0.00275,0.80633,0.1735,0.3139,0.29043,0.62044,0.2614,0.00331,1.0,0.16726,0.329,0.29505,9,0.904,0.0,0.3091,18,19,0,11,4,0,-0.0165,-0.0718,0.0,,149.1
S5,F5EvAI,243,minimal,63.27,21.96,597150.0,1992.0,528.0,1,0.14531,0.03819,0.00035,0.08156,0.28291,0.07551,0.06128,0.32096,0.16206,0.00426,0.52358,0.26726,0.18984,0.16243,0.33153,0.19363,0.00941,0.7055,0.17539,0.20904,0.17819,13,0.176,0.062,0.7474,6,12,8,6,4,4,0.0102,-0.168,-0.2142,template,104.4
S3,F5EvAI,244,minimal,20.16,0.81,21769.0,0.0,116.0,1,,,,,,,,,,,,,,,0.13377,0.00828,3e-05,0.02795,0.18438,0.05428,0.04736,8,0.208,0.083,0.6904,0,2,3,0,1,2,0.0,-0.0071,-0.0285,template,24.6
S4,Test0,244,minimal,261.09,57.6,8888889.0,0.0,-1,0,0.54236,0.36023,0.01254,0.0,0.0,0.26916,0.30504,0.64729,0.89696,0.08936,0.0,0.0,0.48047,0.54454,0.66667,1.0,0.21273,0.0,0.0,0.55276,0.62647,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,10.6
S3,F5Ev,243,minimal,59.49,21.15,650409.0,0.0,-1,0,0.0928,0.01094,0.0,0.01892,0.29723,0.04911,0.03458,0.27697,0.20001,0.00077,0.12207,0.18481,0.15857,0.15925,0.31802,0.25754,0.00119,0.21118,0.15032,0.1909,0.19225,9,0.479,0.154,0.7675,24,6,0,17,4,0,-0.8499,-0.2528,0.0,,140.4
S5,Test0,244,minimal,261.09,57.6,8888889.0,0.0,-1,0,0.54236,0.36023,0.01254,0.0,0.0,0.26916,0.30504,0.64729,0.89696,0.08936,0.0,0.0,0.48047,0.54454,0.66667,1.0,0.21273,0.0,0.0,0.55276,0.62647,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,10.8
S2,F5EvAI,243,minimal,236.25,108.36,621381.0,0.0,-1,0,0.5691,0.10142,0.00106,0.20702,0.20962,0.22203,0.22386,0.62035,0.25094,0.00195,0.78633,0.13856,0.31124,0.29108,0.63093,0.28231,0.00245,1.0,0.13181,0.3359,0.30523,9,0.777,0.164,0.2278,16,10,4,8,3,1,-0.1973,-0.0604,-0.0,template,164.6
S1,Test0,245,minimal,258.48,115.02,4444444.0,0.0,-1,0,0.52331,0.01775,3e-05,0.0,0.0,0.15915,0.18037,0.66581,0.97195,0.14998,0.0,0.0,0.52581,0.59591,0.66659,1.0,0.30478,0.0,0.0,0.57982,0.65712,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,15.2
S4,F5Ev,243,minimal,116.91,33.12,1711373.0,0.0,-1,0,0.19938,0.05061,0.00037,0.07746,0.28274,0.09482,0.08345,0.43289,0.31252,0.00149,0.42595,0.19928,0.25645,0.24896,0.47819,0.38578,0.00347,0.77358,0.12602,0.30805,0.28915,10,0.383,0.033,0.7003,24,6,0,16,5,0,-1.1698,-0.4607,0.0,,146.8
S4,F5EvAI,243,minimal,58.68,23.04,362258.0,0.0,716.0,1,0.14117,0.03819,0.00035,0.08084,0.25978,0.07289,0.0599,0.27586,0.08348,0.0004,0.46694,0.22056,0.14625,0.11991,0.31505,0.12339,0.00066,0.85851,0.14335,0.18808,0.14637,11,0.167,0.008,0.761,17,8,8,11,2,4,-0.7147,-0.1817,-0.2316,template,143.2
S5,F5EvAI,244,minimal,49.32,1.62,185567.0,0.0,122.0,1,0.27421,0.0586,0.00046,0.09222,0.21865,0.11631,0.11109,,,,,,,,0.27421,0.0586,0.00046,0.09352,0.21865,0.11638,0.11109,7,0.182,0.159,0.34,1,2,2,1,2,0,-0.0045,0.0034,0.0,template,24.1
S2,F5,244,minimal,127.08,36.27,826955.0,411.0,-1,0,0.43889,0.08952,0.00168,0.25848,0.25999,0.18641,0.1767,0.46674,0.16059,0.00507,0.82786,0.23999,0.24881,0.2108,0.48241,0.24365,0.01045,1.0,0.2197,0.28837,0.2455,5,0.246,0.492,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,100.6
S2,Test0,245,minimal,257.58,115.02,4444444.0,0.0,-1,0,0.62113,0.30111,0.01713,0.0,0.0,0.27629,0.31312,0.66581,1.0,0.17909,0.0,0.0,0.54262,0.61497,0.66581,1.0,0.29671,0.0,0.0,0.57721,0.65417,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,15.3
S5,F5Ev,243,minimal,110.25,31.14,1076263.0,0.0,-1,0,0.17371,0.05061,0.00038,0.07039,0.26496,0.08581,0.0749,0.43357,0.25683,0.00156,0.40919,0.2559,0.24264,0.23065,0.46358,0.31743,0.00207,0.77739,0.16307,0.28564,0.26103,8,0.25,0.025,0.577,23,7,0,20,3,0,-1.501,-0.2875,0.0,,148.7
S3,Test0,245,minimal,211.41,39.6,6461422.0,0.0,-1,0,0.55581,0.43579,0.02071,0.0,0.0,0.29774,0.33744,0.59492,0.62007,0.11006,0.0,0.0,0.38972,0.44168,0.61694,0.77145,0.14199,0.0,0.0,0.45011,0.51013,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,12.2
S3,F5,244,minimal,53.19,2.25,98493.0,0.0,-1,0,0.27529,0.03212,0.0001,0.05087,0.23883,0.10749,0.1025,0.28845,0.04536,0.00013,0.10511,0.31594,0.12298,0.11131,0.28949,0.04536,0.00013,0.12304,0.29305,0.123,0.11166,5,0.0,0.567,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,91.2
S3,F5Ev,244,minimal,53.64,8.19,509325.0,0.0,552.0,1,0.24473,0.04801,0.00061,0.06215,0.20521,0.10201,0.09778,0.28104,0.07681,0.00083,0.13355,0.15717,0.1226,0.11956,0.29123,0.07847,0.00085,0.17346,0.15344,0.12822,0.12352,7,0.75,0.0,0.8092,14,9,0,8,2,0,-0.2322,-0.0317,0.0,,89.5
S1,F5Ev,244,minimal,129.51,39.42,721676.0,2680.0,-1,0,0.42527,0.05999,0.00175,0.23942,0.32003,0.17615,0.16234,0.45718,0.12183,0.00732,0.66828,0.29632,0.22919,0.19544,0.48714,0.22796,0.03525,1.0,0.20084,0.29133,0.25012,11,0.392,0.05,0.5344,15,13,0,12,6,0,-0.4167,-0.0772,0.0,,147.6
S4,Test0,245,minimal,261.72,49.14,8888889.0,0.0,-1,0,0.56456,0.46348,0.02411,0.0,0.0,0.30946,0.35072,0.59514,0.62007,0.11341,0.0,0.0,0.39077,0.44287,0.66598,1.0,0.21877,0.0,0.0,0.55434,0.62825,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,12.2
S1,F5EvAI,244,minimal,118.44,31.59,551537.0,400.0,-1,0,0.42809,0.11906,0.00208,0.24478,0.32858,0.19526,0.18307,0.45386,0.15136,0.00509,0.6783,0.23892,0.23346,0.20344,0.46485,0.16059,0.00958,1.0,0.25035,0.26032,0.21168,11,0.426,0.033,0.5024,17,6,8,11,4,2,-0.1188,-0.0943,0.0037,template,158.2
S4,F5,244,minimal,67.5,5.76,879928.0,0.0,-1,0,0.31109,0.08178,0.00142,0.10853,0.21499,0.135,0.13143,0.336,0.1086,0.00262,0.26815,0.2675,0.16304,0.14907,0.34083,0.11522,0.00295,0.39156,0.34022,0.17805,0.153,5,0.0,0.542,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,83.9
S5,F5,244,minimal,82.71,5.67,1037646.0,0.0,-1,0,0.29944,0.05297,0.00046,0.08565,0.25598,0.12388,0.11763,0.36256,0.10562,0.00249,0.27819,0.31809,0.17351,0.15689,0.38785,0.12615,0.0032,0.46516,0.30021,0.19714,0.1724,5,0.0,0.45,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,80.0
S2,F5Ev,244,minimal,133.38,42.48,740694.0,411.0,-1,0,0.43554,0.06922,0.00169,0.2584,0.25119,0.17893,0.16882,0.47231,0.13567,0.00487,0.85762,0.16174,0.24021,0.20428,0.49449,0.24181,0.0102,1.0,0.13934,0.28658,0.24883,9,0.55,0.046,0.3173,23,7,0,13,4,0,-0.5775,-0.0928,0.0,,153.7
S5,Test0,245,minimal,261.72,49.14,8888889.0,0.0,-1,0,0.56456,0.46348,0.02411,0.0,0.0,0.30946,0.35072,0.59514,0.62007,0.11341,0.0,0.0,0.39077,0.44287,0.66598,1.0,0.21877,0.0,0.0,0.55434,0.62825,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,12.2
S4,F5EvAI,244,minimal,50.58,18.18,230883.0,0.0,-1,0,0.18853,0.04635,0.00046,0.09845,0.25504,0.09001,0.07845,0.22578,0.0586,0.00052,0.21889,0.24684,0.11119,0.09497,0.27925,0.0735,0.00052,0.44478,0.21906,0.14296,0.11776,8,0.0,0.5,0.5826,0,30,6,0,1,2,0.0,-0.0131,-0.006,template,109.0
S1,F5,245,minimal,231.93,106.65,1466554.0,0.0,-1,0,0.34867,0.0,0.0,0.19442,0.30539,0.13195,0.11622,0.49481,0.06747,0.00083,0.66372,0.28669,0.22153,0.1877,0.64208,0.47454,0.00671,1.0,0.17775,0.39967,0.37445,5,0.275,0.287,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,99.5
S2,F5EvAI,244,minimal,134.19,42.84,764806.0,411.0,-1,0,0.43889,0.08952,0.00168,0.2585,0.25532,0.18613,0.1767,0.46935,0.13106,0.00489,0.85526,0.19636,0.23989,0.20177,0.49601,0.23719,0.01026,1.0,0.15325,0.2865,0.24782,8,0.704,0.208,0.2747,22,4,3,15,2,1,-0.7421,-0.034,-0.0002,template,163.1
S4,F5Ev,244,minimal,77.31,21.96,195537.0,0.0,-1,0,0.19349,0.02483,0.00018,0.08122,0.25541,0.08407,0.07284,0.25863,0.04702,0.00026,0.19307,0.22489,0.11456,0.10197,0.37194,0.08807,0.00031,0.4317,0.24411,0.17514,0.15344,8,0.75,0.0,0.8033,19,11,0,5,3,0,-0.1745,-0.0778,0.0,,118.1
S5,F5Ev,244,minimal,74.07,20.34,205518.0,0.0,-1,0,0.26427,0.03145,0.00025,0.10348,0.23996,0.10725,0.09866,0.30714,0.05728,0.00035,0.20734,0.25455,0.13446,0.12159,0.362,0.0788,0.00037,0.41543,0.26544,0.16981,0.14705,9,0.903,0.0,0.821,24,6,0,9,4,0,-0.1689,-0.0482,0.0,,119.4
S1,Test0,246,minimal,239.76,129.15,4151579.0,0.0,-1,0,0.42694,0.02481,5e-05,0.0,0.0,0.13288,0.1506,0.63038,0.90911,0.18263,0.0,0.0,0.50651,0.57404,0.63497,0.94384,0.30114,0.0,0.0,0.55293,0.62665,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,14.1
S2,F5,245,minimal,237.24,106.74,2162023.0,0.0,-1,0,0.55088,0.16334,0.00311,0.25724,0.17658,0.2365,0.23911,0.63884,0.52482,0.01069,0.85662,0.11735,0.40269,0.39145,0.64727,0.58661,0.01677,1.0,0.14859,0.4354,0.41688,5,0.625,0.254,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,104.0
