step;j_candidate;j_noaction;satisficing_bound;phys_candidate;phys_noaction
51;0.090963;0.137457;0.134708;0.000000;0.200854
0;0.137457;0.137457;0.134708;0.200854;0.200854
1;0.141309;0.141309;0.138483;0.202334;0.202334
2;0.145452;0.145452;0.142543;0.202334;0.202334
3;0.041795;0.148698;0.145724;0.028852;0.205816
4;0.040439;0.054629;0.053537;0.026193;0.070551
5;0.037636;0.057886;0.056728;0.026193;0.070551
6;0.038709;0.056299;0.055173;0.026193;0.070551
7;0.039397;0.056574;0.055442;0.026193;0.070551
8;0.040262;0.057439;0.056290;0.026193;0.070551
9;0.041127;0.057679;0.056526;0.026193;0.070551
10;0.041992;0.058544;0.057373;0.026193;0.070551
11;0.042857;0.057515;0.056365;0.026193;0.070551
12;0.043722;0.056456;0.055327;0.026193;0.070551
13;0.044586;0.069008;0.067628;0.026193;0.070551
14;0.045451;0.054245;0.053160;0.021658;0.056778
15;0.046316;0.054440;0.053351;0.021658;0.056778
16;0.047180;0.051905;0.050867;0.021658;0.056778
17;0.048045;0.049277;0.048291;0.021658;0.056778
18;0.048909;0.050140;0.049137;0.021658;0.056778
19;0.049774;0.048139;0.047176;0.021658;0.056778
20;0.050638;0.049002;0.048022;0.021658;0.056778
