step,t_min,burning,burned,j_total,j_physical,j_burn,j_asset,j_pop,j_resp,wws_mean,prec_mean,fmoist_mean,alloc_cells,alloc_rcap_sum
278,278.0,0,127,0.11204,0.11015,0.33044,0.00000,0.00000,0.11615,8.27,0.00,0.170,434,254.6
1,1.0,5,5,0.01090,0.00522,0.01567,0.00000,0.00000,0.00029,8.27,0.00,0.159,188,151.7
2,2.0,5,5,0.01299,0.00522,0.01567,0.00000,0.00000,0.00068,8.27,0.00,0.159,369,220.1
3,3.0,7,7,0.01491,0.00729,0.02187,0.00000,0.00000,0.00107,8.27,0.00,0.160,369,225.1
4,4.0,10,10,0.01773,0.01036,0.03109,0.00000,0.00000,0.00149,8.27,0.00,0.160,387,235.5
5,5.0,11,11,0.01868,0.01138,0.03415,0.00000,0.00000,0.00191,8.27,0.00,0.160,398,241.2
6,6.0,16,16,0.02318,0.01643,0.04928,0.00000,0.00000,0.00235,8.27,0.00,0.160,407,245.4
7,7.0,17,17,0.02419,0.01743,0.05228,0.00000,0.00000,0.00279,8.27,0.00,0.160,422,254.1
8,8.0,20,20,0.02686,0.02041,0.06122,0.00000,0.00000,0.00324,8.27,0.00,0.161,431,258.6
9,9.0,22,22,0.02863,0.02238,0.06713,0.00000,0.00000,0.00371,8.27,0.00,0.161,442,264.6
10,10.0,27,27,0.03300,0.02725,0.08175,0.00000,0.00000,0.00418,8.27,0.00,0.161,454,271.3
11,11.0,30,30,0.03564,0.03014,0.09041,0.00000,0.00000,0.00467,8.27,0.00,0.161,469,280.2
12,12.0,34,34,0.03902,0.03394,0.10183,0.00000,0.00000,0.00518,8.27,0.00,0.161,488,289.8
13,13.0,37,37,0.04153,0.03677,0.11030,0.00000,0.00000,0.00569,8.27,0.00,0.162,500,296.4
14,14.0,38,38,0.04241,0.03770,0.11310,0.00000,0.00000,0.00622,8.27,0.00,0.162,513,303.8
15,15.0,40,40,0.04408,0.03956,0.11869,0.00000,0.00000,0.00676,8.27,0.00,0.162,522,308.3
16,16.0,42,42,0.04577,0.04141,0.12424,0.00000,0.00000,0.00730,8.27,0.00,0.162,524,309.8
17,17.0,45,45,0.04824,0.04417,0.13250,0.00000,0.00000,0.00785,8.27,0.00,0.162,534,315.0
18,18.0,45,45,0.04831,0.04417,0.13250,0.00000,0.00000,0.00840,8.27,0.00,0.163,539,318.7
19,19.0,46,46,0.04915,0.04508,0.13523,0.00000,0.00000,0.00896,8.27,0.00,0.163,539,318.7
20,20.0,48,48,0.05083,0.04689,0.14068,0.00000,0.00000,0.00951,8.27,0.00,0.163,542,320.9
21,21.0,49,49,0.05172,0.04780,0.14339,0.00000,0.00000,0.01008,8.27,0.00,0.163,549,326.1
22,22.0,49,49,0.05178,0.04780,0.14339,0.00000,0.00000,0.01065,8.27,0.00,0.163,552,328.3
23,23.0,49,49,0.05181,0.04780,0.14339,0.00000,0.00000,0.01122,8.27,0.00,0.163,552,328.3
