step;j_candidate;j_noaction;satisficing_bound;phys_candidate;phys_noaction
47;0.283561;0.278529;0.250000;0.308870;0.308884
48;0.284668;0.279747;0.250000;0.309807;0.309932
49;0.285816;0.281026;0.250000;0.310921;0.311048
50;0.287189;0.282409;0.250000;0.312219;0.312282
51;0.288115;0.284371;0.250000;0.312965;0.314173
52;0.289017;0.284207;0.250000;0.313614;0.313653
53;0.290695;0.284876;0.250000;0.315209;0.314079
54;0.292963;0.288284;0.250000;0.317860;0.317941
55;0.304660;0.324785;0.250000;0.330823;0.358976
56;0.337208;0.328337;0.250000;0.367172;0.362668
57;0.357341;0.362124;0.250000;0.390201;0.400961
58;0.382401;0.367055;0.250000;0.398201;0.406216
