step;j_candidate;j_noaction;satisficing_bound;phys_candidate;phys_noaction
0;0.000000;0.000000;0.000000;0.035853;0.035853
1;0.000000;0.000000;0.000000;0.035853;0.035853
2;0.031623;0.031623;0.030041;0.035853;0.035853
3;0.031623;0.031623;0.030041;0.035853;0.035853
4;0.032154;0.032154;0.030546;0.035853;0.035853
5;0.033210;0.033210;0.031550;0.035853;0.035853
6;0.035814;0.035814;0.034024;0.035853;0.035853
7;0.038871;0.038871;0.036928;0.035853;0.035853
8;0.040373;0.040373;0.038354;0.035853;0.035853
9;0.060224;0.042347;0.040230;0.054525;0.064250
10;0.054190;0.041076;0.039023;0.036456;0.059729
11;0.054263;0.038036;0.036134;0.036456;0.053461
12;0.054105;0.036343;0.034525;0.036456;0.053461
13;0.054354;0.036161;0.034353;0.036456;0.046898
14;0.054383;0.036440;0.034618;0.036456;0.046898
15;0.054505;0.036158;0.034350;0.036456;0.046898
16;0.054663;0.036398;0.034578;0.036456;0.046898
17;0.054848;0.036117;0.034311;0.036456;0.046898
18;0.055051;0.036359;0.034541;0.036456;0.046898
19;0.055267;0.037646;0.035763;0.036456;0.046898
20;0.056548;0.037889;0.035994;0.036456;0.046898
21;0.057458;0.038132;0.036226;0.037653;0.042349
22;0.057135;0.038344;0.036426;0.037653;0.042349
23;0.057342;0.038555;0.036627;0.037653;0.042349
24;0.057552;0.038245;0.036333;0.037653;0.042349
25;0.057764;0.038457;0.036534;0.037653;0.042349
26;0.057977;0.038668;0.036734;0.037653;0.042349
27;0.058191;0.038879;0.036935;0.037653;0.042349
28;0.057522;0.039611;0.037631;0.036456;0.040020
29;0.057781;0.039866;0.037873;0.036456;0.040020
30;0.058040;0.040121;0.038115;0.036456;0.040020
31;0.058299;0.040375;0.038357;0.036456;0.040020
32;0.058027;0.040109;0.038104;0.036456;0.040020
33;0.058287;0.040364;0.038346;0.036456;0.040020
34;0.058546;0.041139;0.039082;0.036456;0.040020
35;0.058806;0.040873;0.038829;0.036456;0.040020
36;0.059597;0.040604;0.038574;0.036456;0.040020
37;0.059856;0.041381;0.039312;0.036456;0.040020
38;0.060115;0.041635;0.039553;0.037056;0.039432
39;0.060904;0.041889;0.039794;0.037056;0.039432
40;0.060634;0.042143;0.040035;0.037056;0.039432
41;0.061422;0.042396;0.040276;0.037056;0.039432
42;0.061681;0.042650;0.040517;0.037056;0.039432
43;0.061940;0.042903;0.040758;0.037056;0.039432
44;0.061669;0.043157;0.040999;0.037056;0.039432
45;0.061928;0.043410;0.041240;0.037056;0.039432
46;0.062187;0.043663;0.041480;0.037056;0.039432
47;0.062445;0.043393;0.041224;0.037056;0.039432
48;0.062856;0.044169;0.041961;0.036456;0.040606
49;0.063132;0.043917;0.041721;0.036456;0.040606
50;0.063407;0.044187;0.041978;0.036456;0.040606
51;0.063683;0.044458;0.042235;0.036456;0.040606
52;0.063959;0.044728;0.042492;0.036456;0.040606
53;0.064185;0.044998;0.042748;0.036456;0.040606
54;0.064458;0.045267;0.043003;0.036456;0.040606
55;0.064414;0.045535;0.043258;0.036456;0.040606
56;0.064678;0.045794;0.043504;0.036456;0.040606
