step;t_min;region;story;stage_tried;stage_accepted;fired_rules;suppression;deployment;containment;protection;evacuation;warning;quality;gate_min;J_forecast;J_noaction;attended
0;0;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.19] A1[0.54];0.00;0.19;0.01;0.42;0.28;0.00;0.77;0.00;0.2239;0.2239;1
0;0;Agent_2;orders came from the seed rule base (rules as-is);0;0;R7[0.11] R11[0.23] R15[0.20] R20[0.12] R26[0.20] A1[0.11];0.15;0.43;0.19;0.18;0.40;0.38;0.85;0.00;0.2239;0.2239;1
0;0;Agent_3;orders came from the seed rule base (rules as-is);0;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.69;0.00;0.2239;0.2239;1
1;1;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.17] A1[0.49];0.00;0.17;0.01;0.38;0.26;0.00;0.79;0.00;0.2273;0.2273;1
1;1;Agent_2;orders came from the seed rule base (rules as-is);0;0;R7[0.10] R11[0.23] R15[0.18] R20[0.10] R26[0.18] A1[0.10];0.14;0.40;0.17;0.16;0.38;0.37;0.86;0.00;0.2273;0.2273;1
1;1;Agent_3;orders came from the seed rule base (rules as-is);0;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.72;0.00;0.2273;0.2273;1
2;2;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.16] A1[0.60];0.00;0.16;0.01;0.46;0.31;0.00;0.78;0.12;0.2302;0.2302;1
2;2;Agent_2;orders came from the seed rule base (rules as-is);0;0;R7[0.12] R11[0.23] R15[0.17] R20[0.10] R26[0.17] A1[0.12];0.13;0.39;0.17;0.19;0.39;0.36;0.88;0.12;0.2302;0.2302;1
2;2;Agent_3;orders came from the seed rule base (rules as-is);0;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.69;0.12;0.2302;0.2302;1
3;3;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.17] R26[0.04] A1[0.68];0.04;0.21;0.01;0.52;0.36;0.00;0.74;0.12;0.2554;0.2328;1
3;3;Agent_2;orders came from the seed rule base (rules as-is);0;0;R7[0.12] R11[0.23] R15[0.16] R20[0.09] R26[0.16] A1[0.12];0.12;0.38;0.17;0.19;0.38;0.35;0.86;0.12;0.2554;0.2328;1
3;3;Agent_3;orders came from the seed rule base (rules as-is);0;0;R7[0.04] R20[0.02] R26[0.04] A1[0.08];0.04;0.06;0.02;0.09;0.04;0.00;0.66;0.12;0.2554;0.2328;1
4;4;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.18] R26[0.08] A1[0.68];0.08;0.25;0.01;0.53;0.36;0.00;0.75;0.12;0.2580;0.2358;1
4;4;Agent_2;orders came from the seed rule base (rules as-is);0;0;R7[0.12] R11[0.23] R15[0.15] R20[0.09] R26[0.15] A1[0.12];0.12;0.37;0.16;0.19;0.38;0.35;0.86;0.12;0.2580;0.2358;1
4;4;Agent_3;orders came from the seed rule base (rules as-is);0;0;R7[0.04] R20[0.04] R26[0.08] A1[0.08];0.08;0.10;0.02;0.09;0.04;0.00;0.66;0.12;0.2580;0.2358;1
5;5;Agent_1;stage controller selected stage 2 [resolution increase] (deficit bucket: high+gap) → rejected (cell already covered — an active rule sits on this antecedent cell and the situation is crisp; numeric tuning is stage ① evFIS's job | seed-base decision stands, its orders are applied);2;0;R7[0.02] R20[0.19] R26[0.11] A1[0.68];0.11;0.28;0.01;0.53;0.36;0.00;0.75;0.12;0.2597;0.2384;1
5;5;Agent_2;stage controller selected stage 2 [resolution increase] (deficit bucket: high+gap) → rejected (cell already covered — an active rule sits on this antecedent cell and the situation is crisp; numeric tuning is stage ① evFIS's job | seed-base decision stands, its orders are applied);2;0;R7[0.12] R11[0.23] R15[0.15] R20[0.09] R26[0.15] A1[0.12];0.11;0.36;0.16;0.19;0.38;0.34;0.86;0.12;0.2597;0.2384;1
5;5;Agent_3;stage controller selected stage 2 [resolution increase] (deficit bucket: high+gap) → rejected (cell already covered — an active rule sits on this antecedent cell and the situation is crisp; numeric tuning is stage ① evFIS's job | seed-base decision stands, its orders are applied);2;0;R7[0.04] R20[0.05] R26[0.11] A1[0.08];0.11;0.13;0.02;0.09;0.04;0.00;0.67;0.12;0.2597;0.2384;1
6;6;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.20] R26[0.13] A1[0.68];0.13;0.30;0.01;0.53;0.36;0.00;0.76;0.12;0.2614;0.2405;1
6;6;Agent_2;orders came from the seed rule base (rules as-is);0;0;R7[0.12] R11[0.23] R15[0.14] R20[0.08] R26[0.14] A1[0.12];0.11;0.36;0.15;0.19;0.37;0.34;0.86;0.12;0.2614;0.2405;1
6;6;Agent_3;orders came from the seed rule base (rules as-is);0;0;R7[0.04] R20[0.06] R26[0.13] A1[0.08];0.13;0.16;0.02;0.09;0.04;0.00;0.67;0.12;0.2614;0.2405;1
7;7;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.20] R26[0.14] A1[0.68];0.14;0.32;0.01;0.53;0.36;0.00;0.76;0.12;0.2636;0.2434;1
