step;j_candidate;j_noaction;satisficing_bound;phys_candidate;phys_noaction
0;0.223888;0.223888;0.212694;0.295091;0.297986
0;0.223888;0.223888;0.212694;0.295091;0.297986
1;0.227257;0.227257;0.215894;0.288646;0.288646
2;0.230229;0.230229;0.218717;0.288646;0.288646
3;0.255446;0.232827;0.221186;0.290807;0.291713
4;0.258049;0.235787;0.223997;0.292596;0.293246
5;0.259701;0.238434;0.226512;0.293831;0.294741
6;0.261353;0.240451;0.228429;0.294081;0.294096
7;0.263627;0.243361;0.231193;0.294868;0.295421
8;0.265063;0.243911;0.231715;0.296024;0.295557
9;0.266874;0.246200;0.233890;0.296024;0.295557
10;0.268619;0.249008;0.236557;0.296862;0.303281
10;0.263513;0.249008;0.236557;0.296862;0.303281
11;0.265607;0.250844;0.238301;0.294784;0.298465
12;0.268630;0.251357;0.238789;0.294784;0.298465
13;0.269234;0.254071;0.241367;0.296480;0.299964
14;0.271064;0.253980;0.241281;0.296900;0.299417
15;0.272811;0.257711;0.244826;0.300977;0.303619
15;0.272811;0.257711;0.244826;0.300977;0.303619
16;0.273844;0.258988;0.246038;0.297162;0.301213
17;0.273883;0.258704;0.245769;0.297396;0.300504
18;0.275474;0.260428;0.247406;0.297396;0.300504
19;0.277068;0.261373;0.248305;0.297273;0.300897
20;0.280575;0.263180;0.250021;0.302846;0.302873
20;0.280575;0.263180;0.250021;0.302846;0.302873
21;0.281169;0.265687;0.252403;0.298291;0.302418
22;0.283067;0.265707;0.252421;0.298291;0.302418
23;0.282645;0.268327;0.254911;0.296273;0.303281
24;0.286704;0.269944;0.256446;0.296273;0.303281
25;0.287397;0.272101;0.258496;0.296975;0.303619
26;0.290026;0.273520;0.259844;0.296862;0.303074
27;0.291481;0.275255;0.261492;0.296862;0.303074
28;0.296777;0.277147;0.263290;0.299773;0.302245
29;0.297769;0.278992;0.265042;0.299773;0.302245
30;0.299651;0.281061;0.267008;0.304551;0.305573
30;0.297357;0.281061;0.267008;0.304551;0.305573
31;0.298695;0.283301;0.269136;0.298256;0.302873
32;0.303952;0.285577;0.271298;0.298256;0.302873
33;0.306921;0.288127;0.273720;0.298256;0.302873
34;0.309448;0.289966;0.275468;0.298256;0.302873
35;0.311574;0.292512;0.277886;0.298256;0.302873
36;0.313071;0.294568;0.279840;0.298256;0.302873
37;0.315379;0.297132;0.282275;0.298256;0.302873
38;0.317943;0.299238;0.284277;0.298256;0.302873
39;0.321199;0.301690;0.286605;0.298256;0.302873
40;0.322297;0.303610;0.288429;0.304551;0.305573
41;0.324857;0.305805;0.290515;0.304551;0.305573
42;0.327768;0.308012;0.292612;0.304551;0.305573
43;0.329171;0.310230;0.294719;0.304551;0.305573
44;0.331733;0.312380;0.296761;0.304551;0.305573
45;0.333594;0.314776;0.299037;0.304551;0.305573
45;0.333538;0.314776;0.299037;0.304551;0.305573
46;0.334200;0.316953;0.301106;0.304551;0.305573
47;0.334895;0.319140;0.303183;0.304551;0.305573
48;0.335077;0.321306;0.305241;0.304551;0.305573
49;0.334757;0.323497;0.307322;0.304551;0.305573
