step,t_min,burning,burned,j_total,j_burn,j_asset,j_pop,j_resp,wws_mean,prec_mean,fmoist_mean,alloc_cells,alloc_rcap_sum
1,1.0,223,223,0.13765,0.43483,0.00000,0.00000,0.00071,7.40,0.00,0.062,1488,368.3
2,2.0,476,476,0.21856,0.70418,0.00000,0.00002,0.00158,7.40,0.00,0.063,2254,494.7
3,3.0,666,666,0.25297,0.81808,0.00190,0.00006,0.00248,7.40,0.00,0.063,2388,516.8
4,4.0,853,853,0.27406,0.88726,0.00380,0.00012,0.00342,7.40,0.00,0.063,3435,554.7
5,5.0,1003,1006,0.28646,0.92379,0.00380,0.00019,0.00572,7.40,0.00,0.064,3710,1269.8
6,6.0,1129,1132,0.29325,0.94479,0.00582,0.00026,0.00832,7.40,0.00,0.065,3947,1429.7
7,7.0,1250,1253,0.29752,0.95949,0.00582,0.00035,0.01118,7.40,0.00,0.065,4111,1570.1
8,8.0,1354,1357,0.30029,0.96896,0.00582,0.00046,0.01428,7.40,0.00,0.066,4190,1690.6
9,9.0,1477,1480,0.30287,0.97734,0.00582,0.00056,0.01757,7.40,0.00,0.067,4263,1793.5
10,10.0,1547,1550,0.30421,0.98106,0.00582,0.00066,0.02106,7.40,0.00,0.068,4406,1907.3
11,11.0,1560,1563,0.30322,0.98167,0.00582,0.00076,0.02606,7.40,0.00,0.069,4267,2668.1
12,12.0,1571,1574,0.30356,0.98218,0.00582,0.00087,0.03106,7.40,0.00,0.071,4020,2653.6
13,13.0,1586,1590,0.30402,0.98290,0.00582,0.00097,0.03606,7.40,0.00,0.072,3862,2646.1
14,14.0,1611,1615,0.30519,0.98396,0.00784,0.00107,0.04106,7.40,0.00,0.074,3658,2638.9
15,15.0,1647,1651,0.30592,0.98537,0.00784,0.00119,0.04606,7.40,0.00,0.075,3533,2637.5
16,16.0,1694,1699,0.30652,0.98706,0.00784,0.00131,0.05106,7.40,0.00,0.076,3519,2633.4
17,17.0,1732,1740,0.30700,0.98835,0.00784,0.00144,0.05606,7.40,0.00,0.077,3509,2629.3
18,18.0,1769,1777,0.30752,0.98940,0.00784,0.00158,0.06106,7.40,0.00,0.079,3505,2627.5
19,19.0,1796,1805,0.30798,0.99013,0.00784,0.00171,0.06606,7.40,0.00,0.080,3504,2627.3
20,20.0,1817,1826,0.30844,0.99065,0.00784,0.00184,0.07106,7.40,0.00,0.081,3506,2627.5
21,21.0,1836,1846,0.30887,0.99112,0.00784,0.00198,0.07606,7.40,0.00,0.082,3505,2626.6
22,22.0,1886,1896,0.30950,0.99218,0.00784,0.00212,0.08106,7.40,0.00,0.083,3509,2627.2
23,23.0,1912,1922,0.31000,0.99269,0.00784,0.00226,0.08606,7.40,0.00,0.084,3519,2629.2
24,24.0,1923,1933,0.31040,0.99289,0.00784,0.00239,0.09106,7.40,0.00,0.085,3523,2629.7
25,25.0,1939,1950,0.31083,0.99319,0.00784,0.00253,0.09606,7.40,0.00,0.086,3527,2630.3
26,26.0,1950,1961,0.31122,0.99338,0.00784,0.00267,0.10106,7.40,0.00,0.087,3530,2630.2
27,27.0,1963,1974,0.31162,0.99360,0.00784,0.00281,0.10605,7.40,0.00,0.088,3533,2630.1
28,28.0,1984,1996,0.31207,0.99395,0.00784,0.00295,0.11105,7.40,0.00,0.089,3537,2630.4
29,29.0,2007,2019,0.31250,0.99429,0.00784,0.00309,0.11605,7.40,0.00,0.090,3543,2631.3
30,30.0,2037,2049,0.31296,0.99472,0.00784,0.00323,0.12105,7.40,0.00,0.091,3548,2631.1
31,31.0,2062,2074,0.31342,0.99504,0.00784,0.00337,0.12605,7.40,0.00,0.092,3558,2632.9
32,32.0,2093,2105,0.31389,0.99542,0.00784,0.00351,0.13105,7.40,0.00,0.093,3565,2633.8
33,33.0,2125,2138,0.31408,0.99579,0.00784,0.00365,0.13605,7.40,0.00,0.094,3499,2627.7
34,34.0,2161,2176,0.31480,0.99618,0.00784,0.00379,0.14105,7.40,0.00,0.094,3579,2635.4
35,35.0,2205,2221,0.31524,0.99660,0.00784,0.00393,0.14605,7.40,0.00,0.095,3585,2635.2
36,36.0,2248,2264,0.31568,0.99695,0.00784,0.00407,0.15105,7.40,0.00,0.096,3591,2635.8
37,37.0,2309,2326,0.31614,0.99740,0.00784,0.00421,0.15605,7.40,0.00,0.097,3594,2635.1
38,38.0,2367,2387,0.31657,0.99777,0.00784,0.00434,0.16105,7.40,0.00,0.097,3600,2635.7
39,39.0,2443,2463,0.31701,0.99817,0.00784,0.00447,0.16605,7.40,0.00,0.098,3604,2635.0
40,40.0,2525,2546,0.31743,0.99852,0.00784,0.00460,0.17105,7.40,0.00,0.099,3608,2635.2
41,41.0,2616,2639,0.31770,0.99883,0.00784,0.00473,0.17604,7.40,0.00,0.100,3548,2630.1
42,42.0,2717,2740,0.31809,0.99910,0.00784,0.00486,0.18104,7.40,0.00,0.100,3555,2630.5
