step,t_min,burning,burned,j_total,j_physical,j_burn,j_asset,j_pop,j_resp,wws_mean,prec_mean,fmoist_mean,alloc_cells,alloc_rcap_sum
1,1.0,14,14,0.01272,0.01442,0.04326,0.00000,0.00000,0.00000,8.27,0.00,0.067,0,0.0
2,2.0,19,19,0.03113,0.01942,0.05825,0.00000,0.00000,0.00010,8.27,0.00,0.068,152,14.5
3,3.0,25,25,0.03612,0.02531,0.07593,0.00000,0.00000,0.00021,8.27,0.00,0.068,169,16.4
4,4.0,34,34,0.04825,0.03394,0.10183,0.00000,0.00000,0.00047,8.27,0.00,0.068,329,41.4
5,5.0,40,40,0.05294,0.03956,0.11869,0.00000,0.00000,0.00082,8.27,0.00,0.068,362,52.1
6,6.0,43,43,0.05525,0.04233,0.12700,0.00000,0.00000,0.00121,8.27,0.00,0.068,384,59.8
7,7.0,46,46,0.05746,0.04508,0.13523,0.00000,0.00000,0.00163,8.27,0.00,0.068,395,64.7
8,8.0,48,48,0.05895,0.04689,0.14068,0.00000,0.00000,0.00209,8.27,0.00,0.068,406,69.3
9,9.0,50,50,0.06036,0.04870,0.14609,0.00000,0.00000,0.00257,8.27,0.00,0.068,409,72.4
10,10.0,54,54,0.06348,0.05227,0.15681,0.00000,0.00000,0.00306,8.27,0.00,0.068,301,73.6
11,11.0,58,58,0.06657,0.05580,0.16740,0.00000,0.00000,0.00360,8.27,0.00,0.068,316,80.3
12,12.0,60,60,0.06804,0.05755,0.17264,0.00000,0.00000,0.00417,8.27,0.00,0.068,325,85.4
13,13.0,64,64,0.07096,0.06101,0.18303,0.00000,0.00000,0.00476,8.27,0.00,0.069,333,88.6
14,14.0,67,67,0.07309,0.06358,0.19073,0.00000,0.00000,0.00540,8.27,0.00,0.069,359,95.7
15,15.0,73,73,0.07756,0.06864,0.20592,0.00000,0.00000,0.00608,8.27,0.00,0.069,381,101.8
16,16.0,81,81,0.08305,0.07525,0.22574,0.00000,0.00000,0.00684,8.27,0.00,0.069,419,113.3
