step;t_min;region;story;stage_tried;stage_accepted;fired_rules;suppression;deployment;containment;protection;evacuation;warning;quality;gate_min;J_forecast;J_noaction;attended
0;0;Agent_1;RL selected stage 3 [GenAI] (deficit bucket: low) → ACCEPTED: G6: G6: IF asset exposure risk is VH AND fire threat level is H THEN asset protection 0.8, suppression effort 0.4 (adaptation-born: generative (template), gates G1-G4);3;3;R7[0.02] R20[0.20] R26[0.02] A2[0.55] G1[0.25] G2[0.22];0.49;0.70;0.01;0.85;0.35;0.00;0.87;0.00;0.2819;0.2819;1
0;0;Agent_2;RL selected stage 3 [GenAI] (deficit bucket: low) → ACCEPTED: G6: G6: IF asset exposure risk is VH AND fire threat level is H THEN asset protection 0.8, suppression effort 0.4 (adaptation-born: generative (template), gates G1-G4);3;3;R7[0.16] R11[0.23] R15[0.23] R20[0.19] R26[0.33] A2[0.16];0.51;0.74;0.23;0.86;0.56;0.41;0.68;0.00;0.2819;0.2819;1
0;0;Agent_3;RL selected stage 3 [GenAI] (deficit bucket: low) → ACCEPTED: G6: G6: IF asset exposure risk is VH AND fire threat level is H THEN asset protection 0.8, suppression effort 0.4 (adaptation-born: generative (template), gates G1-G4);3;3;A3[0.50];0.01;0.01;0.00;0.26;0.25;0.00;0.81;0.00;0.2819;0.2819;1
1;1;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.18] R26[0.01] A2[0.49] G1[0.22] G2[0.20];0.44;0.70;0.01;0.85;0.32;0.00;0.84;0.00;0.2911;0.2842;1
1;1;Agent_2;orders came from the seed rule base (rules as-is);0;0;R7[0.14] R11[0.23] R15[0.23] R20[0.17] R26[0.30] A2[0.14];0.46;0.74;0.22;0.86;0.54;0.41;0.66;0.00;0.2911;0.2842;1
1;1;Agent_3;orders came from the seed rule base (rules as-is);0;0;A3[0.47];0.00;0.01;0.00;0.24;0.23;0.00;0.84;0.00;0.2911;0.2842;1
2;2;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.17] R26[0.01] A2[0.60] G1[0.27] G2[0.19];0.42;0.71;0.01;0.84;0.39;0.00;0.87;0.12;0.2933;0.2849;1
2;2;Agent_2;orders came from the seed rule base (rules as-is);0;0;R7[0.17] R11[0.23] R15[0.23] R20[0.16] R26[0.28] A2[0.18];0.46;0.74;0.24;0.85;0.58;0.41;0.68;0.12;0.2933;0.2849;1
2;2;Agent_3;orders came from the seed rule base (rules as-is);0;0;A3[0.50];0.00;0.01;0.00;0.26;0.25;0.00;0.81;0.12;0.2933;0.2849;1
3;3;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.18] R26[0.06] A2[0.68] G1[0.31] G2[0.18];0.46;0.74;0.01;0.87;0.32;0.00;0.82;0.12;0.3001;0.2858;1
3;3;Agent_2;orders came from the seed rule base (rules as-is);0;0;R7[0.17] R11[0.23] R15[0.23] R20[0.15] R26[0.27] A2[0.18];0.44;0.73;0.24;0.84;0.60;0.41;0.72;0.12;0.3001;0.2858;1
3;3;Agent_3;orders came from the seed rule base (rules as-is);0;0;R7[0.04] R20[0.02] R26[0.05] A2[0.08] G1[0.03] G2[0.08];0.16;0.21;0.02;0.70;0.27;0.00;0.87;0.12;0.3001;0.2858;1
4;4;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.19] R26[0.09] A2[0.69] G1[0.31] G2[0.17];0.49;0.75;0.01;0.87;0.32;0.00;0.81;0.12;0.2969;0.2873;1
4;4;Agent_2;orders came from the seed rule base (rules as-is);0;0;R7[0.17] R11[0.23] R15[0.23] R20[0.15] R26[0.26] A2[0.18];0.43;0.73;0.24;0.84;0.60;0.41;0.72;0.12;0.2969;0.2873;1
4;4;Agent_3;orders came from the seed rule base (rules as-is);0;0;R7[0.04] R20[0.04] R26[0.08] A2[0.08] G1[0.04] G2[0.08];0.21;0.27;0.02;0.71;0.27;0.00;0.88;0.12;0.2969;0.2873;1
5;5;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.20] R26[0.12] A2[0.69] G1[0.31] G2[0.16];0.51;0.76;0.01;0.87;0.32;0.00;0.81;0.12;0.2986;0.2878;1
5;5;Agent_2;orders came from the seed rule base (rules as-is);0;0;R7[0.17] R11[0.23] R15[0.23] R20[0.14] R26[0.25] A2[0.18];0.41;0.72;0.24;0.84;0.60;0.41;0.72;0.12;0.2986;0.2878;1
5;5;Agent_3;orders came from the seed rule base (rules as-is);0;0;R7[0.04] R20[0.05] R26[0.11] A2[0.08] G1[0.04] G2[0.08];0.25;0.31;0.02;0.72;0.27;0.00;0.89;0.12;0.2986;0.2878;1
6;6;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.20] R26[0.14] A2[0.69] G1[0.31] G2[0.16];0.53;0.77;0.01;0.87;0.32;0.00;0.81;0.12;0.2998;0.2883;1
6;6;Agent_2;orders came from the seed rule base (rules as-is);0;0;R7[0.17] R11[0.23] R15[0.23] R20[0.14] R26[0.24] A2[0.18];0.40;0.72;0.24;0.84;0.59;0.41;0.73;0.12;0.2998;0.2883;1
6;6;Agent_3;orders came from the seed rule base (rules as-is);0;0;R7[0.04] R20[0.06] R26[0.13] A2[0.08] G1[0.04] G2[0.08];0.27;0.35;0.02;0.72;0.27;0.00;0.88;0.12;0.2998;0.2883;1
7;7;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.21] R26[0.15] A2[0.68] G1[0.31] G2[0.15];0.55;0.78;0.01;0.87;0.32;0.00;0.81;0.12;0.3007;0.2892;1
7;7;Agent_2;orders came from the seed rule base (rules as-is);0;0;R7[0.17] R11[0.23] R15[0.23] R20[0.13] R26[0.23] A2[0.18];0.39;0.72;0.24;0.85;0.59;0.41;0.73;0.12;0.3007;0.2892;1
7;7;Agent_3;orders came from the seed rule base (rules as-is);0;0;R7[0.04] R20[0.07] R26[0.15] A2[0.08] G1[0.04] G2[0.08];0.30;0.38;0.02;0.72;0.27;0.00;0.88;0.12;0.3007;0.2892;1
8;8;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.21] R26[0.17] A2[0.68] G1[0.31] G2[0.15];0.56;0.78;0.01;0.87;0.32;0.00;0.81;0.12;0.3036;0.2891;1
8;8;Agent_2;orders came from the seed rule base (rules as-is);0;0;R7[0.17] R11[0.23] R15[0.23] R20[0.13] R26[0.23] A2[0.18];0.39;0.72;0.24;0.84;0.59;0.41;0.73;0.12;0.3036;0.2891;1
8;8;Agent_3;orders came from the seed rule base (rules as-is);0;0;R7[0.04] R20[0.08] R26[0.16] A2[0.08] G1[0.04] G2[0.08];0.31;0.40;0.02;0.72;0.27;0.00;0.88;0.12;0.3036;0.2891;1
9;9;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.21] R26[0.17] A2[0.68] G1[0.31] G2[0.15];0.56;0.79;0.01;0.87;0.32;0.00;0.81;0.12;0.3045;0.2898;1
9;9;Agent_2;orders came from the seed rule base (rules as-is);0;0;R7[0.17] R11[0.23] R15[0.23] R20[0.13] R26[0.23] A2[0.18];0.38;0.71;0.24;0.84;0.59;0.41;0.73;0.12;0.3045;0.2898;1
