step;t_min;hotspot;attended;shares;statement
0;0.0;Agent_3;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_3 (priority 0.48), Agent_3 share 1.00, Agent_1 share 1.00, Agent_2 share 1.00
1;1.0;Agent_3;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_3 (priority 0.45), Agent_3 share 1.00, Agent_1 share 1.00, Agent_2 share 1.00 · water ferried from Agent_2's water (7882 m) to Agent_3
2;2.0;Agent_3;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_3 (priority 0.49), Agent_3 share 1.00, Agent_1 share 1.00, Agent_2 share 1.00 · water ferried from Agent_2's water (7882 m) to Agent_3
3;3.0;Agent_3;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_3 (priority 0.44), Agent_3 share 1.00, Agent_1 share 1.00, Agent_2 share 1.00
4;4.0;Agent_3;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_3 (priority 0.47), Agent_3 share 1.00, Agent_1 share 1.00, Agent_2 share 1.00
0;0.0;Agent_3;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_3 (priority 0.48), Agent_3 share 1.00, Agent_1 share 1.00, Agent_2 share 1.00
5;5.0;Agent_3;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_3 (priority 0.51), Agent_3 share 1.00, Agent_1 share 1.00, Agent_2 share 1.00
6;6.0;Agent_3;Agent_1|Agent_3;Agent_1=1.0|Agent_2=0.667|Agent_3=1.0;Global DSS: focus on Agent_3 (priority 0.53), Agent_3 share 1.00, Agent_1 share 1.00, Agent_2 share 0.67 (monitor) · water ferried from Agent_2's water (7882 m) to Agent_3
7;7.0;Agent_3;Agent_1|Agent_3;Agent_1=1.0|Agent_2=0.661|Agent_3=1.0;Global DSS: focus on Agent_3 (priority 0.54), Agent_3 share 1.00, Agent_1 share 1.00, Agent_2 share 0.66 (monitor) · water ferried from Agent_2's water (7882 m) to Agent_3
8;8.0;Agent_3;Agent_1|Agent_3;Agent_1=1.0|Agent_2=0.656|Agent_3=1.0;Global DSS: focus on Agent_3 (priority 0.55), Agent_3 share 1.00, Agent_1 share 1.00, Agent_2 share 0.66 (monitor) · water ferried from Agent_2's water (7882 m) to Agent_3
9;9.0;Agent_3;Agent_1|Agent_3;Agent_1=1.0|Agent_2=0.653|Agent_3=1.0;Global DSS: focus on Agent_3 (priority 0.56), Agent_3 share 1.00, Agent_1 share 1.00, Agent_2 share 0.65 (monitor) · water ferried from Agent_2's water (7882 m) to Agent_3
10;10.0;Agent_3;Agent_1|Agent_3;Agent_1=1.0|Agent_2=0.65|Agent_3=1.0;Global DSS: focus on Agent_3 (priority 0.56), Agent_3 share 1.00, Agent_1 share 1.00, Agent_2 share 0.65 (monitor)
10;10.0;Agent_3;Agent_1|Agent_3;Agent_1=1.0|Agent_2=0.649|Agent_3=1.0;Global DSS: focus on Agent_3 (priority 0.56), Agent_3 share 1.00, Agent_1 share 1.00, Agent_2 share 0.65 (monitor)
