step;j_candidate;j_noaction;satisficing_bound;phys_candidate;phys_noaction
0;0.014091;0.013918;0.013639;0.008145;0.016749
0;0.014091;0.013918;0.013639;0.008145;0.016749
1;0.015938;0.015770;0.015455;0.031445;0.031074
2;0.058383;0.016242;0.015917;0.033362;0.036258
3;0.061936;0.016578;0.016247;0.007943;0.036438
4;0.064544;0.010594;0.010382;0.008145;0.016749
5;0.064416;0.010160;0.009957;0.008145;0.016749
6;0.064617;0.010043;0.009843;0.008145;0.016749
7;0.064497;0.009291;0.009106;0.008145;0.016749
8;0.064703;0.008858;0.008680;0.008145;0.016749
9;0.065237;0.008905;0.008727;0.008145;0.016749
10;0.065444;0.009113;0.008931;0.008145;0.016749
10;0.065444;0.009113;0.008931;0.008145;0.016749
11;0.065656;0.009003;0.008823;0.008145;0.016749
12;0.065705;0.008090;0.007928;0.008145;0.016749
13;0.065755;0.006685;0.006551;0.008145;0.016749
14;0.065914;0.006902;0.006764;0.009339;0.009092
15;0.007223;0.007110;0.006968;0.009376;0.009135
16;0.007255;0.007145;0.007002;0.009376;0.009135
17;0.007289;0.007181;0.007038;0.009376;0.009135
18;0.007323;0.007219;0.007074;0.009376;0.009135
19;0.007521;0.007419;0.007271;0.009376;0.009135
20;0.007558;0.007459;0.007310;0.008936;0.008736
20;0.007558;0.007459;0.007310;0.008936;0.008736
21;0.041358;0.007985;0.007826;0.006301;0.010147
22;0.040374;0.007710;0.007556;0.006346;0.008736
22;0.040374;0.007710;0.007556;0.006346;0.008736
23;0.040085;0.007760;0.007605;0.006346;0.008736
24;0.039703;0.007649;0.007496;0.006346;0.008736
25;0.039461;0.007539;0.007388;0.006346;0.008736
25;0.039461;0.007539;0.007388;0.006346;0.008736
26;0.039443;0.007592;0.007440;0.006346;0.008736
27;0.039469;0.007646;0.007493;0.006346;0.008736
28;0.039503;0.007701;0.007547;0.006346;0.008736
29;0.039541;0.007757;0.007602;0.006346;0.008736
30;0.039345;0.008130;0.007967;0.006292;0.011024
30;0.039345;0.010060;0.009859;0.006292;0.011024
30;0.039345;0.010060;0.009859;0.006292;0.011024
31;0.041179;0.006272;0.006147;0.006371;0.006722
32;0.006372;0.006363;0.006235;0.006906;0.006901
32;0.006372;0.006363;0.006235;0.006906;0.006901
33;0.006444;0.006440;0.006311;0.006906;0.006901
34;0.049086;0.006515;0.006384;0.006989;0.006986
34;0.049086;0.006515;0.006384;0.006989;0.006986
35;0.048970;0.006596;0.006464;0.007072;0.007071
35;0.006597;0.006596;0.006464;0.007072;0.007071
