step;j_candidate;j_noaction;satisficing_bound;phys_candidate;phys_noaction
0;0.000000;0.000000;0.000000;0.035853;0.035853
1;0.000000;0.000000;0.000000;0.035853;0.035853
2;0.031623;0.031623;0.030041;0.035853;0.035853
3;0.031623;0.031623;0.030041;0.035853;0.035853
4;0.032154;0.032154;0.030546;0.035853;0.035853
5;0.033210;0.033210;0.031550;0.035853;0.035853
6;0.035814;0.035814;0.034024;0.035853;0.035853
7;0.038871;0.038871;0.036928;0.035853;0.035853
8;0.040373;0.040373;0.038354;0.035853;0.035853
9;0.042347;0.042347;0.040230;0.035853;0.035853
10;0.055460;0.043808;0.041618;0.040606;0.064743
11;0.055986;0.038706;0.036771;0.040606;0.064743
12;0.056053;0.037522;0.035646;0.040606;0.064743
13;0.055182;0.036838;0.034996;0.041770;0.046898
14;0.056170;0.037544;0.035667;0.041770;0.048013
15;0.055229;0.038222;0.036311;0.041770;0.048013
16;0.055242;0.038314;0.036398;0.041770;0.048013
17;0.055272;0.038406;0.036486;0.041770;0.048013
18;0.055315;0.039518;0.037542;0.041770;0.048013
19;0.055370;0.040118;0.038112;0.041770;0.048013
20;0.056458;0.039705;0.037720;0.041770;0.048013
21;0.057030;0.040306;0.038291;0.041770;0.048013
22;0.060033;0.041409;0.039338;0.044072;0.047457
23;0.060377;0.040970;0.038922;0.044072;0.047457
24;0.060390;0.041038;0.038986;0.044072;0.047457
25;0.060415;0.041106;0.039051;0.044072;0.047457
26;0.060450;0.041175;0.039116;0.044072;0.047457
27;0.060494;0.041244;0.039182;0.044072;0.047457
28;0.057457;0.041313;0.039247;0.037653;0.047457
29;0.057628;0.041534;0.039458;0.037653;0.047457
30;0.057810;0.041757;0.039669;0.037653;0.047457
31;0.058001;0.041981;0.039882;0.037653;0.047457
32;0.057140;0.041701;0.039616;0.037653;0.047457
33;0.057346;0.041926;0.039829;0.037653;0.047457
34;0.057559;0.042151;0.040044;0.037653;0.047457
35;0.058307;0.041870;0.039777;0.037653;0.047457
36;0.058528;0.042096;0.039991;0.037653;0.047457
37;0.059282;0.042322;0.040206;0.037653;0.047457
38;0.059509;0.042040;0.039938;0.037056;0.043500
39;0.059738;0.042266;0.040152;0.037056;0.043500
40;0.059969;0.041469;0.039395;0.037056;0.043500
41;0.060201;0.041180;0.039121;0.037056;0.043500
42;0.060435;0.041920;0.039824;0.037056;0.043500
43;0.060671;0.041114;0.039059;0.037056;0.043500
44;0.060910;0.041856;0.039764;0.037056;0.043500
45;0.061150;0.041565;0.039487;0.037056;0.043500
46;0.061392;0.041789;0.039700;0.037056;0.043500
47;0.061635;0.042014;0.039913;0.037056;0.043500
48;0.061878;0.042238;0.040126;0.037653;0.042349
49;0.061592;0.041943;0.039846;0.037653;0.042349
50;0.061835;0.041645;0.039563;0.037653;0.042349
51;0.062078;0.041868;0.039775;0.037653;0.042349
52;0.062321;0.042090;0.039986;0.037653;0.042349
53;0.062563;0.042312;0.040197;0.037653;0.042349
54;0.062805;0.042534;0.040407;0.037653;0.042349
55;0.063046;0.042755;0.040617;0.037653;0.042349
56;0.063286;0.043496;0.041322;0.037653;0.042349
