step;t_min;region;story;stage_tried;stage_accepted;fired_rules;suppression;deployment;containment;protection;evacuation;warning;quality;gate_min;J_forecast;J_noaction;attended
0;0;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.28] R20[0.19];0.00;0.19;0.17;0.25;0.00;0.00;0.65;0.00;0.3034;0.3126;1
1;1;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.28] R20[0.20] G1[0.40];0.00;0.36;0.17;0.59;0.00;0.00;0.75;0.75;0.3086;0.3090;1
0;0;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.28] R20[0.19];0.00;0.19;0.17;0.25;0.00;0.00;0.65;0.00;0.3034;0.3126;1
0;0;Agent_1;RL selected stage 3 [GenAI] (deficit bucket: low) → ACCEPTED: G1: G1: IF asset exposure risk is VH AND intervention urgency is VL THEN asset protection 0.8, resource deployment 0.4 (adaptation-born: generative (template), gates G1-G4);3;3;R7[0.28] R20[0.17] G1[0.34];0.00;0.31;0.17;0.54;0.00;0.00;0.80;0.00;0.3053;0.3126;1
2;2;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.28] R20[0.33] R26[0.27] G1[0.09];0.27;0.57;0.16;0.32;0.00;0.00;0.59;0.75;0.3022;0.3132;1
3;3;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.28] R20[0.47] R26[0.33] G1[0.02];0.32;0.71;0.16;0.25;0.00;0.00;0.57;0.75;0.3004;0.3173;1
4;4;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.28] R20[0.58] R26[0.34];0.33;0.82;0.16;0.24;0.00;0.00;0.57;0.75;0.2983;0.3173;1
5;5;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.28] R20[0.60] R26[0.35];0.33;0.84;0.16;0.24;0.00;0.00;0.57;0.75;0.2981;0.3157;1
6;6;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.28] R20[0.61] R26[0.35];0.33;0.84;0.16;0.23;0.00;0.00;0.57;0.75;0.2988;0.3143;1
7;7;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.28] R20[0.61] R26[0.35];0.33;0.84;0.16;0.23;0.00;0.00;0.57;0.75;0.2954;0.3104;1
8;8;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.28] R20[0.61] R26[0.35];0.33;0.84;0.16;0.23;0.00;0.00;0.57;0.75;0.3014;0.3132;1
9;9;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.28] R20[0.61] R26[0.35];0.33;0.84;0.16;0.23;0.00;0.00;0.57;0.75;0.2954;0.3204;1
10;10;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.28] R20[0.61] R26[0.35];0.33;0.85;0.16;0.24;0.00;0.00;0.57;0.75;0.3010;0.3170;1
11;11;Agent_1;RL selected stage 2 [resolution increase] (deficit bucket: low) → rejected (instantiated cell did not improve the physical forecast (0.336 vs 0.336, burn+asset+pop at >=45 min) | seed-base decision stands, its orders are applied);2;0;R7[0.28] R20[0.61] R26[0.35];0.33;0.85;0.16;0.24;0.00;0.00;0.57;0.75;0.3030;0.3113;1
12;12;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.28] R20[0.61] R26[0.35];0.33;0.85;0.16;0.24;0.00;0.00;0.57;0.75;0.3031;0.3125;1
13;13;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.28] R20[0.61] R26[0.35];0.33;0.85;0.16;0.24;0.00;0.00;0.57;0.75;0.3032;0.3093;1
14;14;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.28] R20[0.61] R26[0.35];0.33;0.85;0.16;0.24;0.00;0.00;0.57;0.75;0.3069;0.3191;1
15;15;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.28] R20[0.61] R26[0.35];0.33;0.85;0.16;0.24;0.00;0.00;0.57;0.75;0.3071;0.3129;1
16;16;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.28] R20[0.61] R26[0.35];0.33;0.85;0.16;0.24;0.00;0.00;0.57;0.75;0.3073;0.3115;1
