step;t_min;region;story;stage_tried;stage_accepted;fired_rules;suppression;deployment;containment;protection;evacuation;warning;quality;gate_min;J_forecast;J_noaction;attended
0;0;Agent_1;RL selected stage 3 [GenAI] (deficit bucket: low) → ACCEPTED: G22: G22: IF evacuation pressure is VL AND fire threat level is VL THEN evacuation 0.4, suppression effort 0.2 (adaptation-born: generative (template), gates G1-G4);3;3;R1[0.11] R2[0.17] R3[0.63] R4[0.04] R7[0.07] R9[0.11];0.37;0.60;0.41;0.82;0.57;0.37;0.75;0.00;0.2096;0.2096;1
1;1;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.10] R2[0.15] R3[0.56] R4[0.04] R7[0.07] R9[0.10];0.38;0.61;0.39;0.82;0.57;0.33;0.71;0.00;0.1311;0.2172;1
2;2;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.09] R2[0.14] R3[0.53] R4[0.04] R7[0.07] R9[0.09];0.35;0.61;0.43;0.82;0.56;0.40;0.76;0.12;0.1355;0.2192;1
3;3;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.09] R2[0.13] R3[0.46] R4[0.05] R7[0.07] R9[0.09];0.34;0.61;0.47;0.82;0.65;0.73;0.81;0.12;0.1260;0.2200;1
4;4;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.08] R2[0.13] R3[0.40] R4[0.06] R7[0.07] R9[0.08];0.35;0.61;0.48;0.82;0.65;0.74;0.82;0.12;0.1100;0.2225;1
5;5;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.08] R2[0.12] R3[0.36] R4[0.07] R7[0.07] R9[0.08];0.35;0.61;0.48;0.82;0.65;0.74;0.83;0.12;0.1039;0.2221;1
6;6;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.08] R2[0.12] R3[0.33] R4[0.07] R7[0.07] R9[0.08];0.36;0.61;0.48;0.82;0.65;0.74;0.84;0.12;0.1009;0.2212;1
7;7;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.08] R2[0.12] R3[0.30] R4[0.08] R7[0.07] R9[0.08];0.36;0.62;0.48;0.82;0.66;0.75;0.84;0.12;0.0978;0.2202;1
8;8;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.07] R2[0.12] R3[0.28] R4[0.07] R7[0.07] R9[0.07];0.36;0.62;0.48;0.82;0.66;0.75;0.85;0.12;0.0980;0.2180;1
9;9;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.07] R2[0.11] R3[0.26] R4[0.07] R7[0.07] R9[0.07];0.36;0.62;0.48;0.82;0.66;0.75;0.85;0.12;0.0982;0.2126;1
10;10;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.07] R2[0.11] R3[0.24] R4[0.07] R7[0.07] R9[0.07];0.36;0.62;0.48;0.82;0.66;0.75;0.85;0.12;0.0984;0.2087;1
11;11;Agent_1;RL selected stage 2 [resolution increase] (deficit bucket: mid+gap) → rejected (cell already covered — an active rule sits on this antecedent cell; numeric tuning of an existing cell is stage ① evFIS's job | seed-base decision stands, its orders are applied);2;0;R1[0.07] R2[0.11] R3[0.23] R4[0.07] R7[0.07] R9[0.07];0.36;0.62;0.48;0.82;0.66;0.75;0.85;0.11;0.0987;0.2010;1
12;12;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.07] R2[0.11] R3[0.22] R4[0.07] R7[0.07] R9[0.07];0.36;0.62;0.48;0.82;0.66;0.75;0.85;0.11;0.0972;0.1974;1
13;13;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.07] R2[0.11] R3[0.22] R4[0.07] R7[0.07] R9[0.07];0.36;0.62;0.48;0.82;0.66;0.75;0.85;0.11;0.0975;0.1878;1
14;14;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.07] R2[0.11] R3[0.21] R4[0.07] R7[0.07] R9[0.07];0.36;0.62;0.48;0.82;0.66;0.75;0.85;0.11;0.0977;0.1753;1
15;15;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.07] R2[0.11] R3[0.21] R4[0.07] R7[0.07] R9[0.07];0.36;0.62;0.48;0.82;0.65;0.75;0.85;0.11;0.0985;0.1603;1
16;16;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.07] R2[0.11] R3[0.20] R4[0.07] R7[0.07] R9[0.07];0.36;0.62;0.48;0.82;0.65;0.75;0.85;0.11;0.1031;0.1457;1
17;17;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.07] R2[0.11] R3[0.20] R4[0.07] R7[0.07] R9[0.07];0.36;0.62;0.48;0.82;0.65;0.75;0.85;0.11;0.1021;0.1446;1
