step,t_min,burning,burned,j_total,j_physical,j_burn,j_asset,j_pop,j_resp,wws_mean,prec_mean,fmoist_mean,alloc_cells,alloc_rcap_sum
1,1.0,32,32,0.01772,0.02009,0.06027,0.00000,0.00000,0.00000,3.50,0.00,0.066,0,0.0
2,2.0,31,32,0.03262,0.02009,0.06027,0.00000,0.00000,0.00035,3.50,0.00,0.066,140,119.0
3,3.0,31,32,0.03257,0.02009,0.06027,0.00000,0.00000,0.00069,3.50,0.00,0.066,139,118.1
4,4.0,31,32,0.03271,0.02009,0.06027,0.00000,0.00000,0.00119,3.50,0.00,0.067,1164,175.6
5,5.0,31,32,0.03281,0.02009,0.06027,0.00000,0.00000,0.00169,3.50,0.00,0.067,1164,176.8
6,6.0,31,32,0.03283,0.02009,0.06027,0.00000,0.00000,0.00219,3.50,0.00,0.067,1164,176.9
7,7.0,31,32,0.03284,0.02009,0.06027,0.00000,0.00000,0.00269,3.50,0.00,0.067,1164,177.1
8,8.0,31,32,0.03287,0.02009,0.06027,0.00000,0.00000,0.00320,3.50,0.00,0.067,1164,177.1
9,9.0,31,32,0.03289,0.02009,0.06027,0.00000,0.00000,0.00370,3.50,0.00,0.067,1164,177.2
10,10.0,31,32,0.03292,0.02009,0.06027,0.00000,0.00000,0.00420,3.50,0.00,0.068,1164,177.2
11,11.0,31,32,0.03294,0.02009,0.06027,0.00000,0.00000,0.00470,3.50,0.00,0.068,1164,177.3
12,12.0,31,32,0.03296,0.02009,0.06027,0.00000,0.00000,0.00521,3.50,0.00,0.068,1164,177.4
13,13.0,13,32,0.03298,0.02009,0.06027,0.00000,0.00000,0.00571,3.50,0.00,0.068,1164,177.5
14,14.0,51,69,0.06072,0.04182,0.12545,0.00000,0.00000,0.00584,3.50,0.00,0.068,269,48.0
15,15.0,0,69,0.05098,0.04182,0.12545,0.00000,0.00000,0.00651,3.50,0.00,0.068,1107,232.3
1,1.0,32,32,0.01772,0.02009,0.06027,0.00000,0.00000,0.00000,3.50,0.00,0.066,0,0.0
2,2.0,31,32,0.03262,0.02009,0.06027,0.00000,0.00000,0.00035,3.50,0.00,0.066,140,119.0
3,3.0,31,32,0.03257,0.02009,0.06027,0.00000,0.00000,0.00069,3.50,0.00,0.066,139,118.1
4,4.0,31,32,0.03271,0.02009,0.06027,0.00000,0.00000,0.00119,3.50,0.00,0.066,1164,175.6
5,5.0,31,32,0.03281,0.02009,0.06027,0.00000,0.00000,0.00169,3.50,0.00,0.066,1164,176.8
6,6.0,31,32,0.03283,0.02009,0.06027,0.00000,0.00000,0.00219,3.50,0.00,0.066,1164,176.9
7,7.0,31,32,0.03284,0.02009,0.06027,0.00000,0.00000,0.00269,3.50,0.00,0.066,1164,177.1
8,8.0,31,32,0.03287,0.02009,0.06027,0.00000,0.00000,0.00320,3.50,0.00,0.066,1164,177.1
9,9.0,31,32,0.03289,0.02009,0.06027,0.00000,0.00000,0.00370,3.50,0.00,0.066,1164,177.2
10,10.0,31,32,0.03291,0.02009,0.06027,0.00000,0.00000,0.00420,3.50,0.00,0.066,1164,177.3
11,11.0,31,32,0.03293,0.02009,0.06027,0.00000,0.00000,0.00470,3.50,0.00,0.066,1164,177.3
12,12.0,31,32,0.03295,0.02009,0.06027,0.00000,0.00000,0.00521,3.50,0.00,0.066,1164,177.4
13,13.0,31,32,0.03297,0.02009,0.06027,0.00000,0.00000,0.00571,3.50,0.00,0.066,1164,177.5
14,14.0,31,32,0.03308,0.02009,0.06027,0.00000,0.00000,0.00767,3.50,0.00,0.066,1164,177.5
15,15.0,31,32,0.03311,0.02009,0.06027,0.00000,0.00000,0.00829,3.50,0.00,0.066,1164,177.6
16,16.0,31,32,0.03314,0.02009,0.06027,0.00000,0.00000,0.00891,3.50,0.00,0.066,1164,177.6
17,17.0,31,32,0.03317,0.02009,0.06027,0.00000,0.00000,0.00953,3.50,0.00,0.066,1164,177.7
18,18.0,31,32,0.03320,0.02009,0.06027,0.00000,0.00000,0.01015,3.50,0.00,0.066,1164,177.7
19,19.0,31,32,0.03329,0.02009,0.06027,0.00000,0.00000,0.01175,3.50,0.00,0.066,1164,177.7
20,20.0,31,32,0.03334,0.02009,0.06027,0.00000,0.00000,0.01276,3.50,0.00,0.066,1164,177.8
21,21.0,31,32,0.03337,0.02009,0.06027,0.00000,0.00000,0.01345,3.50,0.00,0.066,1164,177.8
22,22.0,31,32,0.03341,0.02009,0.06027,0.00000,0.00000,0.01415,3.50,0.00,0.066,1164,177.9
23,23.0,31,32,0.03344,0.02009,0.06027,0.00000,0.00000,0.01484,3.50,0.00,0.066,1164,177.9
