step,t_min,burning,burned,j_total,j_physical,j_burn,j_asset,j_pop,j_resp,wws_mean,prec_mean,fmoist_mean,alloc_cells,alloc_rcap_sum
1,30.0,95,95,0.01598,0.01811,0.05419,0.00000,0.00014,0.00000,7.92,0.00,0.164,0,0.0
2,60.0,333,333,0.04929,0.05586,0.16724,0.00000,0.00035,0.00000,7.92,0.00,0.164,0,0.0
3,90.0,751,751,0.09186,0.10410,0.31173,0.00000,0.00058,0.00000,7.92,0.00,0.164,0,0.0
4,120.0,1406,1410,0.18997,0.15346,0.45957,0.00000,0.00082,0.00007,7.92,0.00,0.166,31,18.5
5,150.0,2332,2381,0.22393,0.19685,0.58949,0.00000,0.00107,0.00025,7.92,0.00,0.167,104,41.9
6,180.0,3221,3368,0.24205,0.22381,0.67010,0.00000,0.00132,0.00120,7.92,0.00,0.168,400,200.6
7,210.0,3874,4338,0.25141,0.24168,0.72347,0.00000,0.00157,0.00344,7.92,0.00,0.170,782,460.3
8,240.0,4462,5288,0.25688,0.25437,0.76129,0.00000,0.00182,0.00693,7.92,0.00,0.172,1116,722.4
9,270.0,5169,6206,0.26124,0.26374,0.78916,0.00000,0.00207,0.01082,7.92,0.00,0.173,1278,821.9
10,300.0,3785,6610,0.24157,0.26726,0.79946,0.00000,0.00232,0.00537,7.92,0.00,0.191,7196,6395.2
