step;j_candidate;j_noaction;satisficing_bound;phys_candidate;phys_noaction
0;0.053641;0.053539;0.052468;0.060793;0.060678
1;0.104241;0.104197;0.102114;0.118140;0.118090
2;0.145455;0.147099;0.144157;0.164849;0.166712
3;0.232527;0.178781;0.175206;0.201689;0.202619
4;0.249538;0.200543;0.196532;0.225867;0.227278
5;0.259956;0.215668;0.211355;0.244031;0.244407
6;0.264375;0.226592;0.222061;0.256226;0.256725
7;0.265865;0.234773;0.230078;0.264299;0.265847
8;0.268335;0.241504;0.236674;0.271513;0.273243
9;0.268848;0.245234;0.240329;0.270734;0.277210
9;0.244870;0.244674;0.239781;0.270734;0.277210
